resort,lat,lon,altitude,north_south,east_west
bigrock-mountain,46.52294,-67.829322,226.2575378,north,east
bears-den-mountain-fort-ransom,46.53144601,-97.93609973,405.6616516,north,midwest
bald-mountain,46.574771,-115.870896,1223.662231,north,rockies
huff-hills,46.62678,-100.723701,595.4552002,north,midwest
white-pass,46.637548,-121.390064,1154.742188,north,west
mont-du-lac,46.65189912,-92.28615119,380.0561829,north,midwest
spirit-mountain,46.715772,-92.206541,389.834259,north,midwest
quoggy-jo-ski-center-presque-isle,46.722341,-67.929805,225.3162537,north,east
great-divide,46.752298,-112.312814,1379.603638,north,rockies
adventure-mountain-greenland,46.771708,-89.090405,247.3562012,north,midwest
mt-ashwabay-salmo,46.777119,-90.893838,189.5431061,north,midwest
chester-bowl,46.813206,-92.095682,405.6118469,north,midwest
detroit-mountain,46.814208,-95.782006,389.276825,north,midwest
porcupine-mountain,46.81752445,-89.64945806,147.2483978,north,midwest
showdown,46.838728,-110.701409,1887.637817,north,rockies
crystal-mountain-wa,46.934635,-121.475235,1124.817261,north,west
montana-snowbowl,47.01491081,-114.000102,1547.184814,north,rockies
mont-ripley,47.127462,-88.561704,140.9773254,north,midwest
lonesome-pine-trails-fort-kent,47.245516,-68.594992,320.3529663,north,east
meany-lodge,47.278519,-121.318525,1250.727905,north,west
wenatchee-mission-ridge,47.29181171,-120.3997609,944.8956299,north,west
mt-bohemia,47.387097,-88.019978,39.78770828,north,midwest
the-summit-at-snoqualmie,47.424207,-121.416671,1094.170044,north,west
sahalie-ski-club,47.43143,-121.416774,1092.232666,north,west
alpental,47.444868,-121.42639,1076.713867,north,west
lookout-pass,47.457232,-115.696936,1225.768311,north,rockies
silver-mountain,47.540756,-116.133376,1100.220703,north,rockies
giants-ridge,47.577734,-92.30478,447.4679871,north,midwest
badger-mountain,47.61213216,-120.1264642,908.730835,north,west
leavenworth-ski-hill,47.614192,-120.668807,1332.686279,north,west
buena-vista,47.658501,-94.878582,388.6350708,north,midwest
lutsen-mountains,47.66381575,-90.71366514,365.8252258,north,midwest
cascade-powder-guides,47.710349,-121.162372,1360.428101,north,west
stevens-pass,47.743836,-121.091588,1448.738037,north,west
mt-spokane,47.921722,-117.09534,787.1824341,north,west
teton-pass,47.928529,-112.805879,1609.837646,north,rockies
echo-valley-lake-chelan,47.935933,-120.055767,1163.003662,north,west
hurricane-ridge,47.97060894,-123.4940449,446.6850281,north,west
blacktail-mountain,48.02660191,-114.3657677,1129.695679,north,rockies
bear-paw-ski-bowl,48.164041,-109.670322,945.9528809,north,rockies
49-degrees-north-mountain-resort,48.301024,-117.56371,1080.569336,north,west
schweitzer-mountain-resort,48.368246,-116.623607,1183.032593,north,rockies
loup-loup-ski-bowl,48.393279,-119.911062,1456.993408,north,west
whitefish-mountain-resort,48.484071,-114.353785,1381.592651,north,rockies
north-cascade-heliskiing-mazama,48.596333,-120.442691,1657.844238,north,west
great-northern-powder-guides,48.597804,-114.618692,1434.792114,north,rockies
turner-mountain,48.60538239,-115.6302602,1334.959839,north,rockies
mt-baker,48.861461,-121.654374,1091.320313,north,west
sitzmark,48.86405,-119.164909,1096.396606,north,west
frost-fire-park,48.912267,-98.063219,323.930542,north,midwest
bottineau-winter-park,48.951438,-100.468756,575.7583618,north,midwest
