resort,lat,lon,altitude,north_south,east_west,1985-01,1985-02,1985-03,1985-12,2015-01,2015-02,2015-03,2015-12
sapphire-valley,35.123682,-83.058921,513.5418091,south,midwest,212.73670172230888,136.14609532721764,,,,218.5996911827565,,
sandia-peak,35.206833,-106.413993,1828.135254,south,rockies,160.49759134016946,185.42547084363505,163.77079829942505,184.39693280628552,149.57099600301459,140.4253085989891,177.49524661915933,159.12643335628937
elk-ridge-williams,35.215139,-112.191636,1820.824585,south,rockies,290.19242636199715,246.60760759317364,150.1743513146765,210.4289969327813,141.9201894329094,,170.46982037629664,
arizona-snowbowl,35.330042,-111.710106,1813.600342,south,rockies,314.0639353861303,330.7738003122373,383.79422054495194,227.1767522034419,171.0917383259473,219.54171575809104,231.26965990782057,169.56100720205595
cataloochee,35.562164,-83.089578,479.6710205,south,midwest,206.67988629576723,134.41528073497483,,,161.37747835730698,219.86957925021767,232.1011995845533,
ober-gatlinburg,35.703397,-83.559314,449.7590942,south,midwest,124.28130599980081,114.1012658299293,,,149.2060943183118,141.60907802657047,,
alta-sierra-shirley-meadows,35.71063313,-118.5582506,846.019043,south,west,246.443588135021,181.8133499711588,230.31533903881163,208.5695550354044,,147.4208738885913,206.32151790713266,213.46395563713764
santa-fe,35.795667,-105.801717,1868.295532,south,rockies,298.70778899077334,320.54967583599307,367.43238952092406,222.96869969555007,185.9663814818655,181.80241704762528,203.22394553820362,165.33223575859824
pajarito-mountain,35.893632,-106.388338,1937.656006,south,rockies,230.76420839905919,214.59394298940467,186.88906899043985,210.63456971827594,124.14097593070139,130.13548062507851,184.23998540306565,125.73049745118729
wolf-ridge,35.954261,-82.508698,755.4248657,south,midwest,160.00942223554168,137.34973343190606,,,,142.41615624997706,144.4496845048638,
sugar-mountain,36.130154,-81.859834,966.241272,south,midwest,156.40586000516066,254.24215677164045,256.2971375615048,,,154.90705860023309,193.25598492595915,
sipapu,36.153625,-105.548553,2061.078369,south,rockies,257.07757299722215,285.8873021865735,346.2497452388337,218.28761773337104,202.12029244332916,149.6674027273389,165.13439328065596,157.57951486133808
appalachian-ski-mountain,36.17412688,-81.6629464,845.9049683,south,midwest,155.96717821093262,306.7946979557986,279.4496370643688,,,144.0858234310138,191.35979414544798,
beech-mountain,36.193763,-81.877494,954.437439,south,midwest,149.3666080947068,240.708864775572,247.5200416439537,,,162.3094269321465,193.08466548109052,
las-vegas-ski-and-snowboard-resort-lee-canyon,36.303389,-115.679362,876.2477417,south,rockies,357.55089940892583,421.6994171073734,288.5917180230341,219.9281583721736,143.57263242234507,134.95181988897033,147.74069931522496,174.4164470807058
angel-fire,36.3865128,-105.2718772,2298.625,south,rockies,272.12941555525447,282.9018754357196,308.69996763783524,201.37210867818507,198.44767165142366,119.26879528184168,201.78237124285465,147.0382407428005
taos,36.594168,-105.449465,2368.36377,south,rockies,308.044719104036,322.194328216882,356.77281911844256,265.01381088989325,239.2588791732211,272.4735484805806,314.29909472673734,190.18609375690545
red-river,36.708769,-105.409793,2452.310547,south,rockies,246.58205432477126,281.3571581882886,302.1468994701759,185.7828085810164,213.27984811901345,189.39462345481408,216.51141742044547,146.06428816922613
china-peak,37.235275,-119.154877,1834.033569,south,west,394.441328232394,365.4183934157581,314.9911397266993,299.9363154398126,349.48271216101546,216.39863537093117,183.6364888288065,210.62994630711916
chapman-hill-durango,37.28277401,-107.8688755,2245.975098,south,rockies,256.1733103505439,194.98379881528658,133.2889293226349,216.0409389914135,171.18950292087706,161.481763121259,209.8989442259315,118.39754310754061
hesperus-ski-area,37.29993,-108.05529,2133.737793,south,rockies,320.6843017050626,256.7412404629284,167.07603184122024,224.65909371790735,167.59438963351508,161.76811294244678,221.7986470224127,147.1056724097366
cuchara-mountain-park,37.349008,-105.125411,2583.014893,south,rockies,230.1728330821075,237.24530063732976,268.65986596805135,172.60971272484642,158.53883437264093,132.7171371740504,235.99708766203298,138.84026634407397
wolf-creek,37.472653,-106.794555,2957.20752,south,rockies,353.8067709720218,361.2495773275478,373.7960759756448,281.00685783201084,262.39867881986714,309.5475510736145,335.612649898996,246.82921725724233
winterplace,37.59867373,-81.12190152,622.3665161,south,midwest,174.21356889547823,245.42489777951448,187.45118147055018,159.33658016900034,173.39048567068951,160.69405731617888,210.80179410989473,
purgatory-durango,37.629341,-107.814996,2514.126709,south,rockies,335.47651552103946,347.3224871651461,372.5655573753198,247.64946222698669,263.44232200669796,265.8360635962213,253.1679988242318,178.74729316552057
mammoth-mountain,37.6512681,-119.0380883,1976.289795,south,west,375.05549677451137,349.3070956698757,341.3307519334413,295.5014616846633,372.30208633784525,252.87203798401345,141.11978566804174,221.84257508053688
badger-pass,37.661718,-119.664132,1413.8302,south,west,394.9291941284081,317.24283582471736,265.28511569455844,301.9187663860324,330.5681040240841,154.9785250149659,191.71149764273952,208.9205530302023
brian-head,37.692907,-112.847212,1798.820923,south,rockies,321.29312521835976,311.3223332224817,264.1844225663551,200.64786941839756,189.88208126916456,128.9870464914818,178.4740500805891,151.2008427763738
june-mountain,37.767891,-119.090585,1925.334473,south,west,355.2328329815614,313.8147342346307,298.48919630926264,272.4867279573837,279.6731722365874,247.90497394002782,162.4612788242474,201.41491080999998
kendall-mountain-silverton,37.811174,-107.656118,2805.816406,south,rockies,307.80451369536087,325.0381725611958,342.8483505823693,235.53801793677098,275.61136240289267,322.52624357665803,335.64376032950764,197.64611778516831
silverton-mountain,37.884149,-107.665809,2850.882324,south,rockies,310.3866361496245,324.1465942866831,337.60900387153936,240.2084550493316,287.57635602411926,313.29535813056333,316.406344588942,207.39384930628006
wintergreen-resort,37.920292,-78.938969,403.7949524,south,east,168.48313061744102,240.97353830809874,184.6968034955649,,162.61155072634685,147.44413658638072,151.12788188912586,
telluride,37.937173,-107.820766,2710.873291,south,rockies,286.34591941856286,302.1306299740457,344.5777407138672,225.88751547761177,299.8585034313114,362.4121381989446,319.27564502067406,214.22605667748186
the-omni-homestead,37.99667127,-79.82435599,786.4300537,south,east,189.90705344245654,263.01415396673843,163.0928342731778,,190.84168634658252,177.27617411413382,220.5503161781345,
lake-city-ski-hill,38.010959,-107.311915,3363.0625,south,rockies,250.80526933332487,304.47588383462204,405.13468519570876,169.02790035695102,303.77597729716325,305.0595003112599,207.31227891289802,185.93146053580614
lees-ski-hill-ouray,38.019359,-107.669219,2937.004395,south,rockies,288.25629002939684,292.73115212104375,348.09288023431907,231.1723271482772,295.08566207513803,369.1761794829842,322.93877664344336,215.08758697221333
dodge-ridge,38.18922,-119.956171,1691.334839,south,west,411.8126166471253,326.50223690227085,273.82994134829,307.0460897707973,314.26651352306527,196.20394524000335,179.1037766269224,206.74627433670523
cimarron-mountain-club,38.296964,-107.617037,3014.178467,south,rockies,255.581722979814,261.1909551255991,324.7502946879506,221.2962856666561,274.3687686593727,325.09285176177104,231.25406926185678,188.22073625308303
eagle-point,38.317114,-112.386361,1981.117798,south,rockies,295.74196019530444,303.4385587385266,333.03307440808754,209.91513387712772,250.76549139704983,256.8362943566726,186.56073466289655,177.58376559096342
massanutten,38.403059,-78.755633,387.8514404,south,east,279.9721282523273,233.92967238948444,210.60690608720836,,148.58384929251292,154.6819362286902,159.68112652115875,
snowshoe-mountain,38.414703,-79.984106,773.4474487,south,east,170.27818314924096,265.89087220941065,151.09702179919236,149.83370421824768,164.54730411513967,176.02801937573793,244.53340461852218,150.2743937548083
bear-valley,38.493096,-120.045478,1698.449829,south,west,393.73483755496494,324.73337208694926,309.0374280076775,314.96624590969526,317.5102273985973,218.49835455436113,154.1091790490011,221.549873222442
monarch,38.511429,-106.332427,2871.58252,south,rockies,291.12152895056715,289.22227108265747,311.74487274311974,242.74149549893357,272.1203807996882,307.7387682562677,332.75838304887526,227.804147962041
hidden-valley-mo,38.53639,-90.652407,218.8961639,south,midwest,169.32799854228514,180.86719804198344,,118.79148084533739,,161.959036410185,217.29861522504817,
paoli-peaks,38.555066,-86.512048,151.2902679,south,midwest,174.9570142272732,167.35116194470433,,114.26302644716957,,169.3243090053766,241.2108717326225,
cranor-ski-hill-gunnison,38.586793,-106.895685,3327.205566,south,rockies,117.24948334667987,136.62432267578455,121.42373817336541,127.6826337016206,163.90490663984318,129.0546328609636,183.14679359735965,121.31032406740715
kirkwood,38.683211,-120.067869,1720.667358,south,west,403.7781838779961,364.07674117770154,353.0034378030936,323.2018117382354,422.692262420585,351.6829599116149,275.3744266372621,268.8257340549117
fairfax-peak-planned,38.686479,-77.251346,134.3336639,south,east,127.40275873745452,190.76969699927028,,,136.48970416968595,143.57893698423882,170.34161600689632,
sierra-at-tahoe,38.80058343,-120.0789889,1739.307739,south,west,409.096615607539,347.70212463072954,337.8494266383085,322.4830646780054,380.08505350532033,241.8851483780197,157.51247486844565,239.06976979946324
bryce-resort,38.816756,-78.766501,411.5587158,south,east,267.059777421437,278.0346858304972,272.12500796848565,,143.65977004883277,160.30805064956377,177.29760053848963,
ski-maxx-colorado-springs,38.895854,-104.83805,2608.949951,south,rockies,114.96122177712977,95.6836454554295,100.97959283224927,122.23613907917805,105.57198449133182,110.40358100101285,155.68194937652893,112.50491456951802
crested-butte,38.898836,-106.965439,3216.984619,south,rockies,326.364517119315,312.76773082037323,298.60678038506774,215.98207187531435,222.35157764388225,117.30287624923078,178.79506188348364,176.56232427226496
heavenly,38.956864,-119.942636,1867.478394,south,west,393.23815814713316,266.33470732175385,201.00924636976245,269.6065028492229,185.21149726487636,184.48000143688583,158.27422885440373,158.830407117016
canaan-valley,39.00730331,-79.4371896,529.6520386,south,east,171.52873485223188,283.00246214948316,297.82549575049666,145.61855694450858,153.18835555005302,181.4218276503133,226.225390962413,140.1122865419319
timberline-mountain,39.042424,-79.400341,522.1775513,south,east,174.31860884072015,281.5104386771986,192.46312720434966,148.8085781922813,151.1223614878548,170.77689810201556,215.92494865344327,164.6842126882585
powderhorn,39.06923,-108.150219,2745.642578,south,rockies,254.91291504891987,280.813290678611,338.7028925583262,193.66635490694168,246.79092811392266,213.03364264797816,192.81467965169773,155.25521240158943
homewood-mountain-resort,39.08452133,-120.1612097,1692.492188,south,west,385.77573078633793,330.07538775201823,323.9943159784984,304.3186581011251,322.85232972729904,250.56766443855042,185.2739179710523,212.6565732025408
inside-ski-training-center-leesburg,39.107882,-77.564435,263.6479492,south,east,166.1952993190916,220.9550397799626,,,140.24589206160402,165.54163343445953,159.97637750286623,
perfect-north-slopes,39.146957,-84.885601,222.3733673,south,midwest,155.7121239133318,182.07087627558215,,118.74791020535532,,147.12686219347816,232.19865719560244,
granlibakken,39.154632,-120.154231,1701.19812,south,west,407.9822258767859,332.6017573985908,309.8993259328204,298.36517191411326,332.83621914578646,244.8075698176787,173.08341886775548,217.99416839287636
aspen-highlands,39.180942,-106.855913,3097.550781,south,rockies,277.75687879613685,283.00087909193314,318.3121145226531,212.49346113092335,265.85584705459735,273.82339462581126,185.33602352434707,177.85710924739283
aspen-mountain,39.186354,-106.81823,3085.351563,south,rockies,262.82677261701366,280.5369658849519,330.53467787384886,207.1777975877099,281.62038996743854,274.39657760239805,159.88355924124136,167.80240657859596
palisades-tahoe,39.195861,-120.23533,1609.126831,south,west,411.20777061721463,356.7158310971164,348.4064110430913,322.7792789586638,416.66886343023515,319.78737143347695,163.71196256734595,256.16520755823666
buttermilk-mountain,39.205345,-106.860261,3094.887451,south,rockies,264.7772881097519,275.63639975715967,317.62519316340433,203.8967388733687,267.07988255762945,252.50496925296716,173.2544995268447,173.09804664059328
snowmass,39.212634,-106.920657,3111.561035,south,rockies,268.2005906075529,266.29303944180833,306.94193329618963,205.53086909937656,259.8656358925586,337.28423987600104,247.07344734847652,198.04333879432158
diamond-peak,39.25394,-119.922981,1841.755127,south,west,393.34695222633394,330.6907814154098,297.03854209698346,291.6369691131033,219.25303592340921,217.8095946439229,151.68831520428725,185.60214244090253
northstar-california-resort,39.274109,-120.119721,1738.823853,south,west,393.8813332217493,307.82537797962436,252.15518338001638,267.6000830976707,248.43687148899613,252.52743218579016,165.41389818634173,179.12008216897905
sugar-bowl,39.30489,-120.33256,1513.034912,south,west,414.55682623308553,364.4164474973031,351.3206148400333,329.87320510598437,402.6360477163872,368.67028893037434,176.6398482040199,255.65061988454067
donner-ski-ranch,39.3181055,-120.3307682,1516.663086,south,west,419.0066132746366,368.5804144830995,356.72762378279174,332.4954560254351,416.7395115093772,424.1678833213158,182.0902197261196,266.17280665000277
soda-springs,39.320857,-120.379686,1465.853027,south,west,423.7525555807266,377.1940372740413,366.6098044699455,342.9154646208049,428.1280430276631,440.30558058648586,381.72552564339344,282.5238320124104
mt-rose,39.32667914,-119.8850602,1819.469604,south,west,396.7861463140222,288.0632334169801,254.4230114774338,291.0679826884593,314.2530831162148,260.43641505219495,233.38679559585995,234.11973187475948
boreal,39.335787,-120.35059,1498.461914,south,west,422.2444765831027,373.03332521275354,361.7232249225172,336.7023662037319,423.6716367750032,438.21744997599455,277.97339005816843,275.6056722573102
sky-tavern,39.33656815,-119.8742627,1814.31604,south,west,396.53941183646265,286.46383254547095,228.47999778931288,278.52029489315134,256.6560264563401,236.47108678404118,220.4685557146349,211.03138570911295
tahoe-donner,39.353754,-120.259337,1594.353149,south,west,417.34766514509494,346.06106722001454,320.25529417816665,305.86371928172406,358.5756571134969,293.5576895781038,166.98651595073892,233.20959943921665
cooper,39.359856,-106.300793,2919.102539,south,rockies,276.73449335245084,298.69420066570615,345.4979106116136,230.2043430448867,294.1964080701131,310.6145077153222,317.30131031588843,212.1151411072026
sunlight-mountain,39.40041864,-107.3394366,2915.216797,south,rockies,250.06757934198149,267.25503725659013,305.483651398597,196.50666776740837,262.01225292341354,229.83947108333155,198.998957468107,172.24979973512148
snow-creek,39.46658,-94.970171,255.4720917,south,midwest,173.08965710880182,150.57733118075345,,,131.98805567322506,120.74005606855481,,118.51911299016726
breckenridge,39.485392,-106.047732,2848.888916,south,rockies,257.632920449352,281.3836875090561,328.5205768583699,219.07450255381957,294.3922281674436,302.8083436033815,342.42625129547713,218.9781074315431
copper-mountain,39.49901997,-106.1461453,2872.693115,south,rockies,264.2010965409676,285.9094760758674,323.1511992108333,224.58363365936694,293.6833837431484,298.8718975378184,342.3530655036579,224.80055490107884
wisp-mchenry-deep-creek-lake,39.556844,-79.364263,543.1723022,south,east,162.44658155444154,268.70698356407803,275.9057568199544,207.7966561570776,158.00152678529895,198.21219399785693,233.9257266112394,
frisco-adventure-park,39.574092,-106.078196,2854.444336,south,rockies,245.84005232917528,279.6432248579392,354.5914939940027,198.93278595533184,289.0794442798481,313.61797251509074,361.9530616381754,222.19434103969786
snoebahn-centennial,39.59092,-104.962487,2076.323975,south,rockies,96.74266787855868,97.1036469542121,101.47239030508503,111.65809214875198,143.95998683640374,115.10095398896681,157.99760024964758,127.29722521796667
keystone,39.603888,-105.953873,2801.227051,south,rockies,231.92355862226265,268.80608597382826,331.141941047673,197.0824699254106,272.07607795353545,298.79712952485687,326.2054284022103,209.04955500692958
beaver-creek,39.632961,-106.533131,2953.260742,south,rockies,183.9164876300435,225.5377425594594,236.0079795543677,169.41428265821605,249.54609962224563,210.17732244695875,135.38143429098128,165.8534514084292
vail,39.638437,-106.369074,2916.749756,south,rockies,252.81612372623854,283.84204526438003,333.70314259437276,213.4258835063336,298.4552500166113,340.5148454282495,337.7704485915623,239.98824997247954
arapahoe-basin,39.641486,-105.87231,2733.317383,south,rockies,256.84300520105876,287.51195304226036,320.6344632560196,226.61606160915983,273.1379283402188,278.65455817804735,313.6880234172473,208.6157304860001
loveland,39.679952,-105.897662,2748.595459,south,rockies,254.1480897696914,295.28515571755236,339.95582801933494,226.74630051970115,283.3600133891515,293.99371567812153,294.413333498249,210.42065420201618
echo-mountain-park-idaho-springs,39.684591,-105.518802,2423.902344,south,rockies,175.8393378012878,172.07256687223622,150.98089992287518,146.96378248240347,203.00304179853404,127.03834458522793,208.00569364507405,140.4506785230898
whitetail,39.741572,-77.934438,323.6401367,south,east,189.27633943650295,245.18523857356192,,263.01593073103646,148.1091096076664,174.58093979191372,155.08106628816378,
liberty-mountain,39.763111,-77.374124,211.5574036,south,east,164.4677107564707,223.98111306723501,,258.480531750527,130.46652880908374,175.5149980078143,164.24740701227825,
plumas-eureka-ski-bowl,39.767073,-120.699594,1309.20874,south,west,425.363742919744,319.7860157020341,256.2195101094815,299.54951754899736,293.8945499048147,164.8769886293661,,223.91674815257824
mystic-mountain-farmington,39.814008,-79.546123,498.6682434,south,east,154.67382180260154,242.6434167170174,,143.64379769647752,161.2505297604518,177.48355245888845,211.07253996234456,
winter-park-resort,39.874749,-105.760349,2573.724121,south,rockies,263.9603194045124,286.42353129103884,320.8519331553762,234.5737180347189,274.0284816022533,279.77183651842506,320.501307269188,206.68599077867492
eldora-mountain,39.937995,-105.584643,2350.523926,south,rockies,260.20817297671726,271.8783424649045,334.0637730289049,227.1687675786746,276.437494692776,267.5710937130259,310.9676807319274,218.00131032138103
seven-springs,40.022098,-79.298971,594.3474121,south,east,161.1836558804225,243.95003363545126,166.1935633017069,182.49598713348462,154.92539450539897,169.96312843975946,172.6211912533846,143.07265520169204
granby-ranch,40.044327,-105.905419,2700.263916,south,rockies,219.69503614708657,264.11408441708767,373.3923491161777,182.51085592309283,280.2426839578414,285.9266690451892,231.72082257534436,197.48324065755224
hidden-valley-pa,40.05777082,-79.2569288,607.9041138,south,east,162.02459941327112,241.56417103332268,159.0322865781375,177.12990377879854,155.26559332695714,170.41632357889313,174.46123861067107,146.09290432504537
roundtop,40.109506,-76.926586,159.7716827,south,east,178.39801385506792,238.05736605595868,,,151.63633468856924,198.32225523745294,175.12346357791895,
laurel-mountain,40.163662,-79.166446,628.4156494,south,east,158.4819110814195,234.24651857503528,154.51159690252277,180.90040290264665,147.2454887353409,166.11450487597608,170.84070504702794,
stagecoach-mountain,40.25243,-106.857126,2853.315186,south,rockies,229.41641459575285,264.58579841260047,351.40139318635283,191.92471659364853,283.66575858394026,299.8342548166501,284.7270068009866,230.04215812151313
spring-mountain,40.271747,-75.450116,146.4038849,south,east,156.87974548706143,228.89826991780353,,,170.42875328524244,179.78757591267734,126.16897569267347,134.21290200836194
blue-knob,40.288778,-78.563751,530.4283447,south,east,158.9573087184154,234.10452726453136,167.49710967139896,172.8076508127565,145.22085277111614,197.05213337809172,213.84472403357657,
stover-mountain,40.29050223,-121.2884893,1059.175415,south,west,413.50284890671765,296.9901845167327,173.3628072287174,286.5199343358176,329.1829181105292,162.5500964562334,,208.70947504069568
mad-river-mountain,40.316621,-83.678384,281.0569763,south,midwest,138.21370192287466,213.57884710606697,,106.84048631837476,142.59481653110527,145.4459417121321,177.76025685892273,
coppervale,40.345341,-120.903829,1413.209473,south,west,408.9335476017429,338.1162070425721,255.59020975615832,303.0348925273187,305.20316765744906,149.98156924166432,171.07694020538182,214.9416253816267
infinity-slopes-loveland,40.38042094,-105.0837932,1809.206421,south,rockies,110.79183881527653,111.73769118866385,106.06950637255298,122.06209140612573,168.12989161980624,140.56702720958813,190.436968062607,117.04641870757928
sundance,40.391418,-111.57893,1911.414185,south,rockies,332.0609000607298,304.59119171895867,326.1900236853868,224.61774335016193,319.6140652304423,420.68110900240293,161.99808323768337,206.12306768952394
hoedown-hill-windsor,40.453945,-104.929665,1740.32605,south,rockies,115.15443025688867,106.24848321652891,108.38760561757037,123.39169281581572,165.71095931462193,111.57877924890815,165.3112407022026,116.42987572920832
steamboat,40.45724,-106.804345,2755.007568,south,rockies,268.54211417926183,295.61664204803606,374.33477595698054,199.84653536708328,303.68888690453315,313.46647044313096,309.69738248232755,217.78384583463483
boyce-park,40.46127201,-79.74778779,409.0328674,south,east,142.46696097773412,227.96988457536602,,151.18676384540464,148.87543586802198,167.0823834500917,202.6892671577819,
bear-creek-mountain-resort,40.476172,-75.626509,212.4966583,south,east,157.60025780535864,218.83128985382055,,,139.02588336686594,227.9148863915255,228.34620763708853,174.90033058109077
howelsen-hill-steamboat-springs,40.482381,-106.836677,2748.606934,south,rockies,272.3486352504058,295.0661879440439,381.2560921269239,196.8551560677558,296.8275804396869,324.4607540086674,292.4554451645788,210.5620210631363
bowes-ski-hill-steamboat-springs,40.501853,-106.824117,2738.178223,south,rockies,275.85102330778,296.1042300645768,358.90745371021126,201.44033402686392,287.7467420288632,277.4986496017402,276.7975860771238,208.1091462719186
snowbird,40.581069,-111.656408,1770.218018,south,rockies,383.3234834169667,366.75083098309386,381.7951479261835,299.4574762759678,341.7505860193098,401.2068436928471,368.8223148333349,247.3845893079636
powderbird,40.58419215,-111.6508156,1775.51001,south,rockies,383.042823046033,366.5462143142824,381.64222741916217,298.8466048766276,341.0811657802117,400.1705616142457,368.7304003111683,246.78160384526208
alta,40.5885904,-111.6388612,1787.467651,south,rockies,380.38862542666146,364.6681059980965,379.69186023719425,293.69878426663735,335.2666177696495,393.1717080735381,367.6265702164834,241.49134381482455
brighton,40.597279,-111.584406,1845.142944,south,rockies,364.26259343749706,353.0074935779253,365.51778037577105,284.0635503416025,311.58035484013,349.2842722855461,340.98843059063347,234.13978302354678
solitude,40.623517,-111.59829,1822.167114,south,rockies,361.79975943445515,344.8587862703475,361.4458326398797,284.03206663437544,310.89800374984634,360.7298858236187,356.54254715017623,238.36170453516723
deer-valley,40.63796042,-111.4786617,1949.758057,south,rockies,348.7638643437721,328.1263112340027,126.36452344205158,215.38484929193712,205.31445409924135,263.5098169788289,123.16653352271717,162.11729866962372
snow-trails,40.672389,-82.500281,271.6958313,south,midwest,135.44799659056125,220.05193841445148,,115.77929899933592,129.81543574808734,203.14443539567668,236.42052504098118,
park-city,40.687874,-111.547327,1859.379883,south,rockies,362.84410328103456,272.06322701471254,130.51391574161414,218.91930822462214,225.6100571472147,272.96099739388,122.71724414718001,175.35826845234578
utah-olympic-park,40.71108,-111.563218,1835.119629,south,rockies,344.08074498291626,185.19143159498572,153.67532866556215,214.46495714478488,210.75937564841493,188.03966488571479,165.99911059400142,165.40980838037032
ruby-mountain,40.729991,-115.469852,1837.449707,south,rockies,228.1361662945061,186.97444193664114,134.1225426504781,187.57449116703572,164.37033948081606,,151.9902568013664,128.27962089112197
woodward-park-city,40.753737,-111.584263,1799.601074,south,rockies,312.7898037696057,251.21632580942594,239.63671100927957,210.26108962187203,248.9393410128523,142.13165740891066,150.91851993513077,183.61833839604208
tussey-mountain,40.76952239,-77.7528683,368.4231873,south,east,155.576377224567,222.597585050867,,159.20923889363618,139.36595366972662,206.3352189709253,218.11300757862787,
big-snow-american-dream,40.809339,-74.070994,27.93882942,south,east,175.2441157939575,225.35768673083624,,,142.50397307136703,257.6448269607653,234.27396933651943,
blue-mountain,40.820998,-75.513366,275.6321106,south,east,167.57814361282766,230.50059159701823,,,147.96629449987026,233.21650312475347,274.2230963149213,172.40421999541346
elko-snobowl,40.908635,-115.854054,1876.233643,south,rockies,183.42258168517753,122.2752245358027,130.12665224419555,198.9728387366476,173.66650369577317,,,147.22551833136694
eagle-rock,40.930164,-76.108315,326.4576111,south,east,157.76833024495932,219.96218203116354,,172.394888214002,143.56643725687294,211.81426577389752,230.1927308188869,185.9610431372197
shawnee-mountain,41.039594,-75.081071,288.371521,south,east,163.94602800739395,217.76401880338568,,,141.79212672030093,224.40250726118552,275.25772499301223,235.52248136611277
big-boulder,41.04988568,-75.60022335,328.2630615,south,east,156.5400409604283,224.21993867146614,,160.86832863024986,219.78840847535184,229.88165182287835,290.2688972467897,241.59430957188135
camelback,41.050737,-75.355783,310.9093323,south,east,160.43760772255297,225.449456402878,,193.81223465530306,152.98559663406212,214.96900600405567,260.135364118132,236.45920682382746
campgaw-mountain,41.059431,-74.195553,74.9332428,south,east,167.47206369224784,224.8314335434201,,,131.62739191677878,235.60978242720472,270.54460714455973,192.76476160530106
wasatch-peaks-ranch,41.099989,-111.816592,1504.126587,south,rockies,335.05141689929474,290.56394710237146,214.56130498750278,224.1352685888791,260.67633816139517,123.63231364374744,125.56369162451314,196.26595726838426
alpine-mountain-ski-snow-tubing-center,41.113002,-75.225942,315.3963928,south,east,158.5603030891732,226.75805740578,,135.6529214041494,154.22577504669638,215.68652052867287,275.66961231831135,226.2602881029166
jack-frost-mountain,41.114086,-75.650243,338.1846008,south,east,154.70987551168136,223.2662261461555,,169.6147822505199,214.261393089594,226.5977722712632,279.72182163030334,238.30906033421726
mountain-creek-vernon,41.17821,-74.530832,183.7734528,south,east,161.2392391796887,205.39273310462792,,194.72197779255936,126.57357464642891,214.4248292414715,266.0400061920644,273.1794754389135
snowbasin,41.21653257,-111.8573337,1496.866943,south,rockies,344.86766185242755,282.9366837745332,136.02413936743807,220.1289191588382,273.6533258029069,,120.7522092994034,201.1719088855395
mount-peter,41.247047,-74.295009,121.8662109,south,east,158.5036061318945,218.7688336798819,,,121.78634916110353,213.59539980800136,272.8960570690719,203.40635617626577
diamond-peaks,41.262002,-111.780095,1577.351929,south,rockies,281.60545752149454,120.60653656956552,167.02687599361167,188.1269635719923,153.80305254906568,,120.16435722575511,116.7948092233172
boston-mills,41.264483,-81.565161,263.0518494,south,midwest,139.4297090657133,230.723857375386,,128.82801651737802,152.5050324025969,230.5658319093401,285.2453308472018,
brandywine,41.285496,-81.555489,260.1777344,south,midwest,139.53144383414048,230.62686069921475,,129.01940485330329,150.81788372034157,231.72082648606062,293.0626482563053,
nordic-valley,41.309221,-111.864479,1517.388794,south,rockies,336.5330230249598,188.62005177670596,106.17976973955443,206.97879196472155,230.78339542735776,,119.8126871432728,207.38855193854621
mt-shasta-ski-park,41.320985,-122.204287,1171.449829,south,west,434.5256329193969,395.93133172701056,360.55789428067766,359.88395191405306,368.99161870242256,286.309794344243,455.28142231638265,269.3684337087799
green-mountain-brush-creek-ranch,41.33123078,-106.6061285,2339.9375,south,rockies,141.594094043627,182.8184468675959,105.12333627314172,147.01943986867005,192.37052116453668,120.3992606405531,133.10955856051382,139.3193559911444
snowy-range,41.340703,-106.18291,2304.376221,south,rockies,262.23492452387256,284.6044510087609,347.536221216866,201.37802120629127,294.10399343255,320.6469889005786,370.5119613358573,247.1839536423369
montage-mountain-resort,41.35001,-75.661924,361.3044739,south,east,151.4443744221393,199.19502937762036,,162.6874089727615,145.48240105446058,212.12489847155513,248.85600818597086,207.3738099019541
powder-mountain,41.383583,-111.776844,1607.556641,south,rockies,342.0011221971812,331.2778673851293,351.8944377146059,268.32541267848137,321.6108408542905,330.34158631431205,153.01588303858688,227.39016741439045
mt-crescent,41.39452132,-95.86165289,331.6807861,south,midwest,137.95536904613346,133.3272970892517,,,102.9528086593838,128.39454788205535,,
victor-constant-west-point,41.39582116,-73.98371066,36.52210617,south,east,155.76865064454094,213.03330034770127,,,123.93708594393371,204.23210453519732,263.8597704292378,161.21937990060957
snowstar,41.425493,-90.749861,193.4380341,south,midwest,198.9009172027074,237.84057616582936,,147.67432725964778,147.71661822525346,161.99741862640155,181.05776912233017,
powder-ridge-mountain-park-resort,41.501758,-72.737287,129.2928925,south,east,154.03370481485018,213.8120737735299,,,130.94864866202147,210.61652693443804,293.7873973996751,215.26814057808153
thunder-ridge,41.508447,-73.584792,86.05019379,south,east,150.68800970510495,217.12093398368202,,,123.33412944721591,195.2218848885408,266.3969505850108,186.73622047595757
yawgoo-valley,41.517298,-71.527217,35.63191605,south,east,183.2478855732137,221.52944825954896,,,140.19876326998283,233.07263562539342,298.5419702527142,
sawmill-mountain-resort,41.518531,-77.289945,425.9000854,south,east,134.77272748772572,199.51642753520028,127.78428969109977,138.98691185950165,141.17411144091494,208.0112183639441,253.86072451872928,168.61981050188965
big-bear-at-masthope-mountain,41.527684,-75.018956,420.6670532,south,east,148.25780460704863,214.8543508986026,,180.89833542200444,186.5243033764246,209.15305102718168,272.4253721128291,242.922223986785
