resort,url,maps_url,lat,lon,altitude,beg,int,adv
mont-ste-marie,https://www.skiresort.info/ski-resort/mont-ste-marie/,"https://www.google.com/maps?q=45.940605,-75.873726",45.940605,-75.873726,190.7540131,50,40,10
le-chantecler,https://www.skiresort.info/ski-resort/le-chantecler/,"https://www.google.com/maps?q=45.960719,-74.172694",45.960719,-74.172694,362.7496643,34,29,37
mont-avalanche,https://www.skiresort.info/ski-resort/mont-avalanche/,"https://www.google.com/maps?q=45.969881,-74.346516",45.969881,-74.346516,349.8291931,42,30,28
ben-eoin,https://www.skiresort.info/ski-resort/ben-eoin/,"https://www.google.com/maps?q=45.974498,-60.435383",45.974498,-60.435383,32.56526184,30,40,30
mont-sauvage,https://www.skiresort.info/ski-resort/mont-sauvage/,"https://www.google.com/maps?q=45.99288190719196,-74.16873534109995",45.99288191,-74.16873534,369.4236145,57,43,
belle-neige,https://www.skiresort.info/ski-resort/belle-neige/,"https://www.google.com/maps?q=46.001368,-74.216458",46.001368,-74.216458,366.9241333,40,20,40
vallee-bleue,https://www.skiresort.info/ski-resort/vallee-bleue/,"https://www.google.com/maps?q=46.025453217144,-74.21881021878518",46.02545322,-74.21881022,368.6053467,30,40,30
ski-brule,https://www.skiresort.info/ski-resort/ski-brule/,"https://www.google.com/maps?q=46.029267,-88.701926",46.029267,-88.701926,478.6120911,27,53,20
mont-adstock,https://www.skiresort.info/ski-resort/mont-adstock/,"https://www.google.com/maps?q=46.02940110585579,-71.18861152748343",46.02940111,-71.18861153,304.0687561,26,16,58
mont-alta,https://www.skiresort.info/ski-resort/mont-alta/,"https://www.google.com/maps?q=46.039548,-74.23667",46.039548,-74.23667,368.2271423,,,
montcalm,https://www.skiresort.info/ski-resort/montcalm/,"https://www.google.com/maps?q=46.043450219454726,-73.82864014255625",46.04345022,-73.82864014,326.483551,40,40,20
cottonwood-butte,https://www.skiresort.info/ski-resort/cottonwood-butte/,"https://www.google.com/maps?q=46.075427,-116.452820",46.075427,-116.45282,876.4840698,2,54,44
bluewood,https://www.skiresort.info/ski-resort/bluewood/,"https://www.google.com/maps?q=46.08248726206212,-117.85102272726898",46.08248726,-117.8510227,1017.164124,27,46,27
mont-blanc,https://www.skiresort.info/ski-resort/mont-blanc/,"https://www.google.com/maps?q=46.108559,-74.483279",46.108559,-74.483279,353.7911072,20,34,46
mount-martin-deep-river,https://www.skiresort.info/ski-resort/mount-martin-deep-river/,"https://www.google.com/maps?q=46.115633,-77.508085",46.115633,-77.508085,321.611969,34,33,33
crabbe-mountain,https://www.skiresort.info/ski-resort/crabbe-mountain/,"https://www.google.com/maps?q=46.118539,-67.100828",46.118539,-67.100828,165.7287903,20,10,70
saint-georges,https://www.skiresort.info/ski-resort/saint-georges/,"https://www.google.com/maps?q=46.14017,-70.665995",46.14017,-70.665995,389.2107849,28,36,36
tremblant,https://www.skiresort.info/ski-resort/tremblant/,"https://www.google.com/maps?q=46.209921,-74.585952",46.209921,-74.585952,354.6205444,26,30,44
mont-apic,https://www.skiresort.info/ski-resort/mont-apic/,"https://www.google.com/maps?q=46.229342342031174,-71.66892219464002",46.22934234,-71.66892219,230.1601715,40,20,40
boogie-mountain-espanola,https://www.skiresort.info/ski-resort/boogie-mountain-espanola/,"https://www.google.com/maps?q=46.239922628124816,-81.77413411399993",46.23992263,-81.77413411,239.970047,80,20,
discovery-ski-area,https://www.skiresort.info/ski-resort/discovery-ski-area/,"https://www.google.com/maps?q=46.249154,-113.237923",46.249154,-113.237923,1794.009888,28,26,46
val-saint-come,https://www.skiresort.info/ski-resort/val-saint-come/,"https://www.google.com/maps?q=46.27240289189366,-73.87115039837562",46.27240289,-73.8711504,365.8386536,28,44,28
brookvale-ski-park,https://www.skiresort.info/ski-resort/brookvale-ski-park/,"https://www.google.com/maps?q=46.282031,-63.410543",46.282031,-63.410543,-12.69108391,45,23,32
mont-la-reserve-saint-donat-de-montcalm,https://www.skiresort.info/ski-resort/mont-la-reserve-saint-donat-de-montcalm/,"https://www.google.com/maps?q=46.285691,-74.183719",46.285691,-74.183719,391.53125,36,14,50
laurentian-ski-hill-north-bay,https://www.skiresort.info/ski-resort/laurentian-ski-hill-north-bay/,"https://www.google.com/maps?q=46.33278,-79.432993",46.33278,-79.432993,301.7242737,87,13,
mont-garceau,https://www.skiresort.info/ski-resort/mont-garceau/,"https://www.google.com/maps?q=46.337403,-74.21917",46.337403,-74.21917,392.9116821,38,29,33
hiawatha-rock-river-township,https://www.skiresort.info/ski-resort/hiawatha-rock-river-township/,"https://www.google.com/maps?q=46.358184,-86.881442",46.358184,-86.881442,122.9063644,60,40,
antoine-mountain,https://www.skiresort.info/ski-resort/antoine-mountain/,"https://www.google.com/maps?q=46.367595,-78.736233",46.367595,-78.736233,329.4616394,37,36,27
beauce-vallee-jonction,https://www.skiresort.info/ski-resort/beauce-vallee-jonction/,"https://www.google.com/maps?q=46.371499,-70.929538",46.371499,-70.929538,275.8663635,16,58,26
mount-dufour,https://www.skiresort.info/ski-resort/mount-dufour/,"https://www.google.com/maps?q=46.385701,-82.635068",46.385701,-82.635068,265.0914612,55,15,30
whitecap-mountains,https://www.skiresort.info/ski-resort/whitecap-mountains/,"https://www.google.com/maps?q=46.40864449383754,-90.39588628137093",46.40864449,-90.39588628,301.2975464,35,35,30
mont-orignal-lac-etchemin,https://www.skiresort.info/ski-resort/mont-orignal-lac-etchemin/,"https://www.google.com/maps?q=46.410928,-70.581499",46.410928,-70.581499,343.791748,27,40,33
lively,https://www.skiresort.info/ski-resort/lively/,"https://www.google.com/maps?q=46.431625,-81.142221",46.431625,-81.142221,304.9608459,50,33,17
mount-ski-gull,https://www.skiresort.info/ski-resort/mount-ski-gull/,"https://www.google.com/maps?q=46.447227,-94.376454",46.447227,-94.376454,409.4263611,34,33,33
mt-zion-hill,https://www.skiresort.info/ski-resort/mt-zion-hill/,"https://www.google.com/maps?q=46.474117,-90.162224",46.474117,-90.162224,267.3054199,49,37,14
black-river-basin-snowriver-mountain-resort,https://www.skiresort.info/ski-resort/black-river-basin-snowriver-mountain-resort/,"https://www.google.com/maps?q=46.504171,-89.99866",46.504171,-89.99866,248.1086731,20,40,40
marquette-mountain,https://www.skiresort.info/ski-resort/marquette-mountain/,"https://www.google.com/maps?q=46.508077,-87.419163",46.508077,-87.419163,148.8603668,15,50,35
jackson-creek-summit-snowriver-mountain-resort,https://www.skiresort.info/ski-resort/jackson-creek-summit-snowriver-mountain-resort/,"https://www.google.com/maps?q=46.509093,-89.970963",46.509093,-89.970963,248.704422,20,30,50
big-powderhorn-mountain,https://www.skiresort.info/ski-resort/big-powderhorn-mountain/,"https://www.google.com/maps?q=46.509621,-90.094554",46.509621,-90.094554,248.6371613,35,35,30
adanac-ski-hill,https://www.skiresort.info/ski-resort/adanac-ski-hill/,"https://www.google.com/maps?q=46.510448,-80.960066",46.510448,-80.960066,325.2051392,65,30,5
al-quaal,https://www.skiresort.info/ski-resort/al-quaal/,"https://www.google.com/maps?q=46.51405671390757,-87.65588659598498",46.51405671,-87.6558866,186.5922852,50,50,
bigrock-mountain,https://www.skiresort.info/ski-resort/bigrock-mountain/,"https://www.google.com/maps?q=46.52294,-67.829322",46.52294,-67.829322,226.2575378,10,70,20
parc-de-lile-melville-val-mauricie,https://www.skiresort.info/ski-resort/parc-de-lile-melville-val-mauricie/,"https://www.google.com/maps?q=46.5234191242179,-72.7631316847135",46.52341912,-72.76313168,215.7318573,86,14,
bears-den-mountain-fort-ransom,https://www.skiresort.info/ski-resort/bears-den-mountain-fort-ransom/,"https://www.google.com/maps?q=46.531446012642625,-97.93609973109768",46.53144601,-97.93609973,405.6616516,50,50,
bald-mountain,https://www.skiresort.info/ski-resort/bald-mountain/,"https://www.google.com/maps?q=46.574771,-115.870896",46.574771,-115.870896,1223.662231,33,45,22
vallee-du-parc,https://www.skiresort.info/ski-resort/vallee-du-parc/,"https://www.google.com/maps?q=46.615777,-72.797524",46.615777,-72.797524,243.158493,26,37,37
massif-du-sud,https://www.skiresort.info/ski-resort/massif-du-sud/,"https://www.google.com/maps?q=46.620735,-70.491381",46.620735,-70.491381,315.1528625,24,19,57
huff-hills,https://www.skiresort.info/ski-resort/huff-hills/,"https://www.google.com/maps?q=46.626780,-100.723701",46.62678,-100.723701,595.4552002,60,27,13
cape-smokey,https://www.skiresort.info/ski-resort/cape-smokey/,"https://www.google.com/maps?q=46.627455,-60.421375",46.627455,-60.421375,-77.5537796,30,50,20
white-pass,https://www.skiresort.info/ski-resort/white-pass/,"https://www.google.com/maps?q=46.637548,-121.390064",46.637548,-121.390064,1154.742188,33,40,27
mont-du-lac,https://www.skiresort.info/ski-resort/mont-du-lac/,"https://www.google.com/maps?q=46.65189912161953,-92.28615118518228",46.65189912,-92.28615119,380.0561829,13,36,51
spirit-mountain,https://www.skiresort.info/ski-resort/spirit-mountain/,"https://www.google.com/maps?q=46.715772,-92.206541",46.715772,-92.206541,389.834259,36,46,18
quoggy-jo-ski-center-presque-isle,https://www.skiresort.info/ski-resort/quoggy-jo-ski-center-presque-isle/,"https://www.google.com/maps?q=46.722341,-67.929805",46.722341,-67.929805,225.3162537,100,,
great-divide,https://www.skiresort.info/ski-resort/great-divide/,"https://www.google.com/maps?q=46.752298,-112.312814",46.752298,-112.312814,1379.603638,20,40,40
searchmont,https://www.skiresort.info/ski-resort/searchmont/,"https://www.google.com/maps?q=46.768224,-84.04639",46.768224,-84.04639,453.1062927,20,60,20
adventure-mountain-greenland,https://www.skiresort.info/ski-resort/adventure-mountain-greenland/,"https://www.google.com/maps?q=46.771708,-89.090405",46.771708,-89.090405,247.3562012,40,60,
mt-ashwabay-salmo,https://www.skiresort.info/ski-resort/mt-ashwabay-salmo/,"https://www.google.com/maps?q=46.777119,-90.893838",46.777119,-90.893838,189.5431061,37,31,32
chester-bowl,https://www.skiresort.info/ski-resort/chester-bowl/,"https://www.google.com/maps?q=46.813206,-92.095682",46.813206,-92.095682,405.6118469,23,39,38
detroit-mountain,https://www.skiresort.info/ski-resort/detroit-mountain/,"https://www.google.com/maps?q=46.814208,-95.782006",46.814208,-95.782006,389.276825,50,50,
porcupine-mountain,https://www.skiresort.info/ski-resort/porcupine-mountain/,"https://www.google.com/maps?q=46.817524453564374,-89.64945805869601",46.81752445,-89.64945806,147.2483978,33,36,31
centre-de-plein-air-levis,https://www.skiresort.info/ski-resort/centre-de-plein-air-levis/,"https://www.google.com/maps?q=46.821572,-71.15914",46.821572,-71.15914,189.2623749,60,20,20
showdown,https://www.skiresort.info/ski-resort/showdown/,"https://www.google.com/maps?q=46.838728,-110.701409",46.838728,-110.701409,1887.637817,30,40,30
saint-raymond,https://www.skiresort.info/ski-resort/saint-raymond/,"https://www.google.com/maps?q=46.913192,-71.810053",46.913192,-71.810053,374.881958,51,26,23
crystal-mountain-wa,https://www.skiresort.info/ski-resort/crystal-mountain-wa/,"https://www.google.com/maps?q=46.934635,-121.475235",46.934635,-121.475235,1124.817261,16,54,30
le-relais-lac-beauport,https://www.skiresort.info/ski-resort/le-relais-lac-beauport/,"https://www.google.com/maps?q=46.940528,-71.29964",46.940528,-71.29964,216.4289703,27,33,40
montana-snowbowl,https://www.skiresort.info/ski-resort/montana-snowbowl/,"https://www.google.com/maps?q=47.01491081161211,-114.00010197860728",47.01491081,-114.000102,1547.184814,16,39,45
stoneham,https://www.skiresort.info/ski-resort/stoneham/,"https://www.google.com/maps?q=47.027199,-71.384842",47.027199,-71.384842,250.1400604,18,26,56
mont-sainte-anne,https://www.skiresort.info/ski-resort/mont-sainte-anne/,"https://www.google.com/maps?q=47.077093,-70.906942",47.077093,-70.906942,155.3998566,22,46,32
mont-ripley,https://www.skiresort.info/ski-resort/mont-ripley/,"https://www.google.com/maps?q=47.127462,-88.561704",47.127462,-88.561704,140.9773254,29,32,39
lonesome-pine-trails-fort-kent,https://www.skiresort.info/ski-resort/lonesome-pine-trails-fort-kent/,"https://www.google.com/maps?q=47.245516,-68.594992",47.245516,-68.594992,320.3529663,22,35,43
meany-lodge,https://www.skiresort.info/ski-resort/meany-lodge/,"https://www.google.com/maps?q=47.278519,-121.318525",47.278519,-121.318525,1250.727905,50,50,
le-massif-de-charlevoix,https://www.skiresort.info/ski-resort/le-massif-de-charlevoix/,"https://www.google.com/maps?q=47.278890,-70.610519",47.27889,-70.610519,260.0768433,31,41,28
wenatchee-mission-ridge,https://www.skiresort.info/ski-resort/wenatchee-mission-ridge/,"https://www.google.com/maps?q=47.29181171211853,-120.39976092019921",47.29181171,-120.3997609,944.8956299,11,58,31
tri-town,https://www.skiresort.info/ski-resort/tri-town/,"https://www.google.com/maps?q=47.362027386930464,-79.57080722846281",47.36202739,-79.57080723,313.6910706,48,32,20
mt-bohemia,https://www.skiresort.info/ski-resort/mt-bohemia/,"https://www.google.com/maps?q=47.387097,-88.019978",47.387097,-88.019978,39.78770828,,23,77
mont-farlagne,https://www.skiresort.info/ski-resort/mont-farlagne/,"https://www.google.com/maps?q=47.413473,-68.381330",47.413473,-68.38133,299.6771851,30,35,35
saint-pacome,https://www.skiresort.info/ski-resort/saint-pacome/,"https://www.google.com/maps?q=47.414494,-69.942249",47.414494,-69.942249,314.9287109,40,30,30
the-summit-at-snoqualmie,https://www.skiresort.info/ski-resort/the-summit-at-snoqualmie/,"https://www.google.com/maps?q=47.424207,-121.416671",47.424207,-121.416671,1094.170044,19,49,32
sahalie-ski-club,https://www.skiresort.info/ski-resort/sahalie-ski-club/,"https://www.google.com/maps?q=47.43143,-121.416774",47.43143,-121.416774,1092.232666,78,22,
la-tuque,https://www.skiresort.info/ski-resort/la-tuque/,"https://www.google.com/maps?q=47.434989,-72.775308",47.434989,-72.775308,372.1831055,34,33,33
alpental,https://www.skiresort.info/ski-resort/alpental/,"https://www.google.com/maps?q=47.444868,-121.426390",47.444868,-121.42639,1076.713867,5,24,71
lookout-pass,https://www.skiresort.info/ski-resort/lookout-pass/,"https://www.google.com/maps?q=47.457232,-115.696936",47.457232,-115.696936,1225.768311,15,41,44
silver-mountain,https://www.skiresort.info/ski-resort/silver-mountain/,"https://www.google.com/maps?q=47.540756,-116.133376",47.540756,-116.133376,1100.220703,16,32,52
giants-ridge,https://www.skiresort.info/ski-resort/giants-ridge/,"https://www.google.com/maps?q=47.577734,-92.30478",47.577734,-92.30478,447.4679871,33,42,25
badger-mountain,https://www.skiresort.info/ski-resort/badger-mountain/,"https://www.google.com/maps?q=47.61213216014952,-120.1264641616122",47.61213216,-120.1264642,908.730835,40,47,13
leavenworth-ski-hill,https://www.skiresort.info/ski-resort/leavenworth-ski-hill/,"https://www.google.com/maps?q=47.614192,-120.668807",47.614192,-120.668807,1332.686279,100,,
buena-vista,https://www.skiresort.info/ski-resort/buena-vista/,"https://www.google.com/maps?q=47.658501,-94.878582",47.658501,-94.878582,388.6350708,19,54,27
lutsen-mountains,https://www.skiresort.info/ski-resort/lutsen-mountains/,"https://www.google.com/maps?q=47.663815749764886,-90.71366514492281",47.66381575,-90.71366514,365.8252258,21,47,32
mont-pits-cabano,https://www.skiresort.info/ski-resort/mont-pits-cabano/,"https://www.google.com/maps?q=47.664216,-68.892895",47.664216,-68.892895,274.3781433,100,,
cascade-powder-guides,https://www.skiresort.info/ski-resort/cascade-powder-guides/,"https://www.google.com/maps?q=47.710349,-121.162372",47.710349,-121.162372,1360.428101,,,
stevens-pass,https://www.skiresort.info/ski-resort/stevens-pass/,"https://www.google.com/maps?q=47.743836,-121.091588",47.743836,-121.091588,1448.738037,15,47,38
le-mont-grand-fonds,https://www.skiresort.info/ski-resort/le-mont-grand-fonds/,"https://www.google.com/maps?q=47.771039,-70.102194",47.771039,-70.102194,301.474823,26,36,38
mt-spokane,https://www.skiresort.info/ski-resort/mt-spokane/,"https://www.google.com/maps?q=47.921722,-117.09534",47.921722,-117.09534,787.1824341,25,62,13
teton-pass,https://www.skiresort.info/ski-resort/teton-pass/,"https://www.google.com/maps?q=47.928529,-112.805879",47.928529,-112.805879,1609.837646,40,33,27
echo-valley-lake-chelan,https://www.skiresort.info/ski-resort/echo-valley-lake-chelan/,"https://www.google.com/maps?q=47.935933,-120.055767",47.935933,-120.055767,1163.003662,8,50,42
hurricane-ridge,https://www.skiresort.info/ski-resort/hurricane-ridge/,"https://www.google.com/maps?q=47.97060894089282,-123.494044885029",47.97060894,-123.4940449,446.6850281,4,61,35
le-petit-chamonix,https://www.skiresort.info/ski-resort/le-petit-chamonix/,"https://www.google.com/maps?q=47.972837,-66.956066",47.972837,-66.956066,104.2221985,50,25,25
sugarloaf-provincial-park,https://www.skiresort.info/ski-resort/sugarloaf-provincial-park/,"https://www.google.com/maps?q=47.982195,-66.694329",47.982195,-66.694329,73.26303864,25,50,25
mont-biencourt,https://www.skiresort.info/ski-resort/mont-biencourt/,"https://www.google.com/maps?q=47.99133972890761,-68.56595357069575",47.99133973,-68.56595357,272.5166016,26,37,37
blacktail-mountain,https://www.skiresort.info/ski-resort/blacktail-mountain/,"https://www.google.com/maps?q=48.02660191460039,-114.36576772254298",48.02660191,-114.3657677,1129.695679,19,64,17
val-dor,https://www.skiresort.info/ski-resort/val-dor/,"https://www.google.com/maps?q=48.085447,-77.809591",48.085447,-77.809591,303.0901794,100,,
mont-saint-mathieu,https://www.skiresort.info/ski-resort/mont-saint-mathieu/,"https://www.google.com/maps?q=48.154198,-69.009385",48.154198,-69.009385,188.6801605,30,30,40
white-hills,https://www.skiresort.info/ski-resort/white-hills/,"https://www.google.com/maps?q=48.16247835188538,-54.04724431059072",48.16247835,-54.04724431,131.778656,12,42,46
bear-paw-ski-bowl,https://www.skiresort.info/ski-resort/bear-paw-ski-bowl/,"https://www.google.com/maps?q=48.164041,-109.670322",48.164041,-109.670322,945.9528809,30,60,10
mont-edouard-lanse-saint-jean,https://www.skiresort.info/ski-resort/mont-edouard-lanse-saint-jean/,"https://www.google.com/maps?q=48.16700170158648,-70.28781136923212",48.1670017,-70.28781137,376.4879761,23,29,48
mont-kanasuta,https://www.skiresort.info/ski-resort/mont-kanasuta/,"https://www.google.com/maps?q=48.175964,-79.40328",48.175964,-79.40328,305.4011536,32,29,39
loch-lomond,https://www.skiresort.info/ski-resort/loch-lomond/,"https://www.google.com/maps?q=48.293547663538675,-89.34664166192347",48.29354766,-89.34664166,339.4234924,35,30,35
49-degrees-north-mountain-resort,https://www.skiresort.info/ski-resort/49-degrees-north-mountain-resort/,"https://www.google.com/maps?q=48.301024,-117.56371",48.301024,-117.56371,1080.569336,29,40,31
pin-rouge,https://www.skiresort.info/ski-resort/pin-rouge/,"https://www.google.com/maps?q=48.31444398630406,-65.73033968824491",48.31444399,-65.73033969,254.7163086,33,29,38
mont-belu,https://www.skiresort.info/ski-resort/mont-belu/,"https://www.google.com/maps?q=48.323071,-70.839233",48.323071,-70.839233,484.2045288,23,23,54
mont-lac-vert-hebertville,https://www.skiresort.info/ski-resort/mont-lac-vert-hebertville/,"https://www.google.com/maps?q=48.35558120454517,-71.6068210694137",48.3555812,-71.60682107,452.2862854,24,17,59
schweitzer-mountain-resort,https://www.skiresort.info/ski-resort/schweitzer-mountain-resort/,"https://www.google.com/maps?q=48.368246,-116.623607",48.368246,-116.623607,1183.032593,21,42,37
loup-loup-ski-bowl,https://www.skiresort.info/ski-resort/loup-loup-ski-bowl/,"https://www.google.com/maps?q=48.393279,-119.911062",48.393279,-119.911062,1456.993408,27,46,27
mont-video,https://www.skiresort.info/ski-resort/mont-video/,"https://www.google.com/maps?q=48.418546,-77.777362",48.418546,-77.777362,299.8175964,25,25,50
mont-fortin,https://www.skiresort.info/ski-resort/mont-fortin/,"https://www.google.com/maps?q=48.437603,-71.22478",48.437603,-71.22478,479.0309448,12,49,39
mont-comi,https://www.skiresort.info/ski-resort/mont-comi/,"https://www.google.com/maps?q=48.4693503,-68.1961672",48.4693503,-68.1961672,95.65618134,35,35,30
val-direne,https://www.skiresort.info/ski-resort/val-direne/,"https://www.google.com/maps?q=48.472743,-67.57315",48.472743,-67.57315,65.57772827,23,31,46
whitefish-mountain-resort,https://www.skiresort.info/ski-resort/whitefish-mountain-resort/,"https://www.google.com/maps?q=48.484071,-114.353785",48.484071,-114.353785,1381.592651,21,50,29
mount-baldy-thunder-bay,https://www.skiresort.info/ski-resort/mount-baldy-thunder-bay/,"https://www.google.com/maps?q=48.524835,-89.127653",48.524835,-89.127653,361.0263062,30,30,40
mount-jamieson-timmins,https://www.skiresort.info/ski-resort/mount-jamieson-timmins/,"https://www.google.com/maps?q=48.534226,-81.540321",48.534226,-81.540321,333.7194214,50,25,25
mont-villa-saguenay,https://www.skiresort.info/ski-resort/mont-villa-saguenay/,"https://www.google.com/maps?q=48.546199,-71.632147",48.546199,-71.632147,416.1555786,75,25,
tobo-ski,https://www.skiresort.info/ski-resort/tobo-ski/,"https://www.google.com/maps?q=48.591798,-72.501408",48.591798,-72.501408,328.8815918,47,29,24
north-cascade-heliskiing-mazama,https://www.skiresort.info/ski-resort/north-cascade-heliskiing-mazama/,"https://www.google.com/maps?q=48.596333,-120.442691",48.596333,-120.442691,1657.844238,,,
great-northern-powder-guides,https://www.skiresort.info/ski-resort/great-northern-powder-guides/,"https://www.google.com/maps?q=48.597804,-114.618692",48.597804,-114.618692,1434.792114,,,
turner-mountain,https://www.skiresort.info/ski-resort/turner-mountain/,"https://www.google.com/maps?q=48.60538238908755,-115.63026022457123",48.60538239,-115.6302602,1334.959839,15,40,45
valinouet,https://www.skiresort.info/ski-resort/valinouet/,"https://www.google.com/maps?q=48.65391768421858,-70.89360560800911",48.65391768,-70.89360561,495.035675,21,38,41
mont-castor,https://www.skiresort.info/ski-resort/mont-castor/,"https://www.google.com/maps?q=48.766422,-67.545763",48.766422,-67.545763,-49.05763626,33,22,45
trestle-ridge-terrace-bay,https://www.skiresort.info/ski-resort/trestle-ridge-terrace-bay/,"https://www.google.com/maps?q=48.788167,-87.108386",48.788167,-87.108386,342.5351563,60,40,
mount-fairweather-atikokan,https://www.skiresort.info/ski-resort/mount-fairweather-atikokan/,"https://www.google.com/maps?q=48.807125,-91.59202",48.807125,-91.59202,461.0070496,31,50,19
mont-bechervaise,https://www.skiresort.info/ski-resort/mont-bechervaise/,"https://www.google.com/maps?q=48.837002,-64.54289",48.837002,-64.54289,102.9615555,31,31,38
mt-baker,https://www.skiresort.info/ski-resort/mt-baker/,"https://www.google.com/maps?q=48.861461,-121.654374",48.861461,-121.654374,1091.320313,20,48,32
sitzmark,https://www.skiresort.info/ski-resort/sitzmark/,"https://www.google.com/maps?q=48.86405,-119.164909",48.86405,-119.164909,1096.396606,27,40,33
do-mi-ski-dolbeau-mistassini,https://www.skiresort.info/ski-resort/do-mi-ski-dolbeau-mistassini/,"https://www.google.com/maps?q=48.891833,-72.236999",48.891833,-72.236999,278.752655,50,50,
frost-fire-park,https://www.skiresort.info/ski-resort/frost-fire-park/,"https://www.google.com/maps?q=48.912267,-98.063219",48.912267,-98.063219,323.930542,47,40,13
marble-mountain-steady-brook-humber-valley,https://www.skiresort.info/ski-resort/marble-mountain-steady-brook-humber-valley/,"https://www.google.com/maps?q=48.947604,-57.832632",48.947604,-57.832632,246.6479797,22,45,33
bottineau-winter-park,https://www.skiresort.info/ski-resort/bottineau-winter-park/,"https://www.google.com/maps?q=48.951438,-100.468756",48.951438,-100.468756,575.7583618,41,41,18
mont-miller,https://www.skiresort.info/ski-resort/mont-miller/,"https://www.google.com/maps?q=48.96135601212048,-65.49117112885034",48.96135601,-65.49117113,708.5982056,18,36,46
blomidon-cat-skiing,https://www.skiresort.info/ski-resort/blomidon-cat-skiing/,"https://www.google.com/maps?q=49.003864853308954,-58.121956701342924",49.00386485,-58.1219567,185.3357086,,,
cap-chat,https://www.skiresort.info/ski-resort/cap-chat/,"https://www.google.com/maps?q=49.04797017017178,-66.69365617936782",49.04797017,-66.69365618,294.3234863,23,28,49
manning-park,https://www.skiresort.info/ski-resort/manning-park/,"https://www.google.com/maps?q=49.069442,-120.916456",49.069442,-120.916456,1649.392944,28,40,32
haute-gaspesie,https://www.skiresort.info/ski-resort/haute-gaspesie/,"https://www.google.com/maps?q=49.09711484893575,-66.51905309233126",49.09711485,-66.51905309,429.8863831,65,30,5
red-mountain-resort-rossland,https://www.skiresort.info/ski-resort/red-mountain-resort-rossland/,"https://www.google.com/maps?q=49.102358857824385,-117.8201790832859",49.10235886,-117.8201791,1434.513672,17,33,50
phoenix-mountain,https://www.skiresort.info/ski-resort/phoenix-mountain/,"https://www.google.com/maps?q=49.108749,-118.586866",49.108749,-118.586866,1162.637939,30,50,20
bridal-veil-mountain-resort-planned,https://www.skiresort.info/ski-resort/bridal-veil-mountain-resort-planned/,"https://www.google.com/maps?q=49.152639,-121.787215",49.152639,-121.787215,1039.023926,,,
baldy-mountain-resort,https://www.skiresort.info/ski-resort/baldy-mountain-resort/,"https://www.google.com/maps?q=49.153615,-119.23603",49.153615,-119.23603,1274.741455,30,42,28
salmo-ski-hill,https://www.skiresort.info/ski-resort/salmo-ski-hill/,"https://www.google.com/maps?q=49.18637,-117.30174",49.18637,-117.30174,1752.785767,40,40,20
holiday-mountain-mb,https://www.skiresort.info/ski-resort/holiday-mountain-mb/,"https://www.google.com/maps?q=49.236851,-98.693754",49.236851,-98.693754,387.912262,31,52,17
mont-ti-basse-baie-comeau,https://www.skiresort.info/ski-resort/mont-ti-basse-baie-comeau/,"https://www.google.com/maps?q=49.28911029324229,-68.16782419405061",49.28911029,-68.16782419,-43.62608337,39,32,29
castle-mountain,https://www.skiresort.info/ski-resort/castle-mountain/,"https://www.google.com/maps?q=49.318643,-114.41536",49.318643,-114.41536,1607.757202,10,21,69
mount-seymour,https://www.skiresort.info/ski-resort/mount-seymour/,"https://www.google.com/maps?q=49.36813620066202,-122.9485934972763",49.3681362,-122.9485935,587.6519775,39,39,22
grouse-mountain,https://www.skiresort.info/ski-resort/grouse-mountain/,"https://www.google.com/maps?q=49.372366,-123.099103",49.372366,-123.099103,553.1820068,17,43,40
rene-brunelle,https://www.skiresort.info/ski-resort/rene-brunelle/,"https://www.google.com/maps?q=49.376188,-82.188237",49.376188,-82.188237,240.7783356,75,25,
snow-water,https://www.skiresort.info/ski-resort/snow-water/,"https://www.google.com/maps?q=49.38031160298485,-117.43429307643416",49.3803116,-117.4342931,1683.809814,,,
sasquatch-mountain-hemlock-valley,https://www.skiresort.info/ski-resort/sasquatch-mountain-hemlock-valley/,"https://www.google.com/maps?q=49.380558,-121.935090",49.380558,-121.93509,930.1869507,21,58,21
apex-mountain-resort,https://www.skiresort.info/ski-resort/apex-mountain-resort/,"https://www.google.com/maps?q=49.38712,-119.896583",49.38712,-119.896583,1723.526245,12,49,39
cypress-mountain,https://www.skiresort.info/ski-resort/cypress-mountain/,"https://www.google.com/maps?q=49.397276,-123.203655",49.397276,-123.203655,557.3184814,13,43,44
whitewater-nelson,https://www.skiresort.info/ski-resort/whitewater-nelson/,"https://www.google.com/maps?q=49.442801,-117.144937",49.442801,-117.144937,1758.489258,20,40,40
fernie,https://www.skiresort.info/ski-resort/fernie/,"https://www.google.com/maps?q=49.46149874184043,-115.08710932570456",49.46149874,-115.0871093,1723.460449,31,40,29
pass-powderkeg-crowsnest-pass,https://www.skiresort.info/ski-resort/pass-powderkeg-crowsnest-pass/,"https://www.google.com/maps?q=49.602366,-114.449861",49.602366,-114.449861,1566.013428,43,36,21
hidden-valley-ab,https://www.skiresort.info/ski-resort/hidden-valley-ab/,"https://www.google.com/maps?q=49.656499,-110.261117",49.656499,-110.261117,801.8867798,37,37,26
kimberley,https://www.skiresort.info/ski-resort/kimberley/,"https://www.google.com/maps?q=49.688733,-116.005572",49.688733,-116.005572,1924.167969,20,43,37
