resort,url,maps_url,lat,lon,altitude,beg,int,adv
powder-ridge-mountain-park-resort,https://www.skiresort.info/ski-resort/powder-ridge-mountain-park-resort/,"https://www.google.com/maps?q=41.501758,-72.737287",41.501758,-72.737287,129.2928925,46,36,18
thunder-ridge,https://www.skiresort.info/ski-resort/thunder-ridge/,"https://www.google.com/maps?q=41.508447,-73.584792",41.508447,-73.584792,86.05019379,43,24,33
yawgoo-valley,https://www.skiresort.info/ski-resort/yawgoo-valley/,"https://www.google.com/maps?q=41.517298,-71.527217",41.517298,-71.527217,35.63191605,60,40,
sawmill-mountain-resort,https://www.skiresort.info/ski-resort/sawmill-mountain-resort/,"https://www.google.com/maps?q=41.518531,-77.289945",41.518531,-77.289945,425.9000854,20,57,23
big-bear-at-masthope-mountain,https://www.skiresort.info/ski-resort/big-bear-at-masthope-mountain/,"https://www.google.com/maps?q=41.527684,-75.018956",41.527684,-75.018956,420.6670532,42,30,28
alpine-valley-ohio,https://www.skiresort.info/ski-resort/alpine-valley-ohio/,"https://www.google.com/maps?q=41.529181,-81.259547",41.529181,-81.259547,229.3041534,46,46,8
mt-southington,https://www.skiresort.info/ski-resort/mt-southington/,"https://www.google.com/maps?q=41.582116,-72.925433",41.582116,-72.925433,170.2888336,34,52,14
sleepy-hollow-sports-park-des-moines,https://www.skiresort.info/ski-resort/sleepy-hollow-sports-park-des-moines/,"https://www.google.com/maps?q=41.588595,-93.533212",41.588595,-93.533212,320.046051,100,,
woodbury,https://www.skiresort.info/ski-resort/woodbury/,"https://www.google.com/maps?q=41.590488,-73.25545",41.590488,-73.25545,144.7741547,37,36,27
holiday-mountain-ny,https://www.skiresort.info/ski-resort/holiday-mountain-ny/,"https://www.google.com/maps?q=41.627768,-74.612934",41.627768,-74.612934,293.0282288,25,50,25
big-creek-ski-area,https://www.skiresort.info/ski-resort/big-creek-ski-area/,"https://www.google.com/maps?q=41.646536,-81.183224",41.646536,-81.183224,211.3755188,30,30,40
rocking-horse-ranch,https://www.skiresort.info/ski-resort/rocking-horse-ranch/,"https://www.google.com/maps?q=41.691208,-74.016472",41.691208,-74.016472,52.84788132,100,,
elk-mountain,https://www.skiresort.info/ski-resort/elk-mountain/,"https://www.google.com/maps?q=41.72266649884576,-75.55303593338805",41.7226665,-75.55303593,410.1414795,20,53,27
villa-roma,https://www.skiresort.info/ski-resort/villa-roma/,"https://www.google.com/maps?q=41.76115184406514,-74.97347925444633",41.76115184,-74.97347925,477.0126648,100,,
denton-hill-state-park,https://www.skiresort.info/ski-resort/denton-hill-state-park/,"https://www.google.com/maps?q=41.77496,-77.828898",41.77496,-77.828898,592.5042114,50,25,25
four-lakes,https://www.skiresort.info/ski-resort/four-lakes/,"https://www.google.com/maps?q=41.781580948422736,-88.08363723737237",41.78158095,-88.08363724,216.4600067,100,,
mohawk-mountain,https://www.skiresort.info/ski-resort/mohawk-mountain/,"https://www.google.com/maps?q=41.836905,-73.315214",41.836905,-73.315214,197.0516357,37,26,37
mount-pleasant,https://www.skiresort.info/ski-resort/mount-pleasant/,"https://www.google.com/maps?q=41.852032,-80.071592",41.852032,-80.071592,362.1378479,40,40,20
sundown,https://www.skiresort.info/ski-resort/sundown/,"https://www.google.com/maps?q=41.884752313873726,-72.945872989207",41.88475231,-72.94587299,272.8355408,47,24,29
cherry-peak,https://www.skiresort.info/ski-resort/cherry-peak/,"https://www.google.com/maps?q=41.926055,-111.757151",41.926055,-111.757151,1736.956909,25,50,25
swiss-valley,https://www.skiresort.info/ski-resort/swiss-valley/,"https://www.google.com/maps?q=41.952785260466236,-85.82630889428636",41.95278526,-85.82630889,276.8579102,61,22,17
beaver-mountain,https://www.skiresort.info/ski-resort/beaver-mountain/,"https://www.google.com/maps?q=41.968527,-111.541757",41.968527,-111.541757,1818.863892,33,40,27
villa-olivia-bartlett,https://www.skiresort.info/ski-resort/villa-olivia-bartlett/,"https://www.google.com/maps?q=42.014228,-88.223057",42.014228,-88.223057,219.5921783,14,43,43
seven-oaks,https://www.skiresort.info/ski-resort/seven-oaks/,"https://www.google.com/maps?q=42.03042,-93.953663",42.03042,-93.953663,328.8192444,37,49,14
peekn-peak,https://www.skiresort.info/ski-resort/peekn-peak/,"https://www.google.com/maps?q=42.06378669829433,-79.73652917463855",42.0637867,-79.73652917,391.9365845,19,59,22
mt-ashland,https://www.skiresort.info/ski-resort/mt-ashland/,"https://www.google.com/maps?q=42.081313,-122.704933",42.081313,-122.704933,1374.637451,8,54,38
pine-creek,https://www.skiresort.info/ski-resort/pine-creek/,"https://www.google.com/maps?q=42.103224,-110.82841",42.103224,-110.82841,1975.46167,25,44,31
polar-peak,https://www.skiresort.info/ski-resort/polar-peak/,"https://www.google.com/maps?q=42.125137,-73.693007",42.125137,-73.693007,165.9174805,53,26,21
belleayre-mountain,https://www.skiresort.info/ski-resort/belleayre-mountain/,"https://www.google.com/maps?q=42.140589,-74.501476",42.140589,-74.501476,292.0869141,25,55,20
plumtree-fawnridge-lake-carroll,https://www.skiresort.info/ski-resort/plumtree-fawnridge-lake-carroll/,"https://www.google.com/maps?q=42.16875016110073,-89.88981076298381",42.16875016,-89.88981076,233.7839966,100,,
catamount,https://www.skiresort.info/ski-resort/catamount/,"https://www.google.com/maps?q=42.168912,-73.477389",42.168912,-73.477389,239.1472015,53,27,20
butternut,https://www.skiresort.info/ski-resort/butternut/,"https://www.google.com/maps?q=42.182745,-73.319493",42.182745,-73.319493,289.6149902,20,60,20
magic-mountain-resort,https://www.skiresort.info/ski-resort/magic-mountain-resort/,"https://www.google.com/maps?q=42.18714258372485,-114.2859563177613",42.18714258,-114.2859563,1626.683472,29,33,38
blandford,https://www.skiresort.info/ski-resort/blandford/,"https://www.google.com/maps?q=42.194395,-72.911985",42.194395,-72.911985,371.4457092,40,40,20
otis-ridge,https://www.skiresort.info/ski-resort/otis-ridge/,"https://www.google.com/maps?q=42.196152,-73.098212",42.196152,-73.098212,359.6903381,32,41,27
hunter-mountain,https://www.skiresort.info/ski-resort/hunter-mountain/,"https://www.google.com/maps?q=42.204298,-74.211836",42.204298,-74.211836,173.2521362,34,32,34
blue-hills,https://www.skiresort.info/ski-resort/blue-hills/,"https://www.google.com/maps?q=42.214719541505644,-71.11901997572025",42.21471954,-71.11901998,49.35946655,50,33,17
warner-canyon-lakeview,https://www.skiresort.info/ski-resort/warner-canyon-lakeview/,"https://www.google.com/maps?q=42.236927518722524,-120.29580245409582",42.23692752,-120.2958025,1543.413818,24,16,60
holiday-valley,https://www.skiresort.info/ski-resort/holiday-valley/,"https://www.google.com/maps?q=42.261518,-78.668675",42.261518,-78.668675,461.7374573,33,27,40
cockaigne,https://www.skiresort.info/ski-resort/cockaigne/,"https://www.google.com/maps?q=42.265348,-79.163439",42.265348,-79.163439,398.0641174,45,37,18
holimont,https://www.skiresort.info/ski-resort/holimont/,"https://www.google.com/maps?q=42.272943,-78.688309",42.272943,-78.688309,454.8517151,20,30,50
plattekill,https://www.skiresort.info/ski-resort/plattekill/,"https://www.google.com/maps?q=42.290143,-74.653978",42.290143,-74.653978,326.9545288,27,37,36
windham-mountain,https://www.skiresort.info/ski-resort/windham-mountain/,"https://www.google.com/maps?q=42.297955,-74.257908",42.297955,-74.257908,193.3520508,43,35,22
ward-hill-shrewsbury,https://www.skiresort.info/ski-resort/ward-hill-shrewsbury/,"https://www.google.com/maps?q=42.301165,-71.682852",42.301165,-71.682852,157.2843933,28,47,25
pomerelle,https://www.skiresort.info/ski-resort/pomerelle/,"https://www.google.com/maps?q=42.317658,-113.608273",42.317658,-113.608273,1456.266968,28,46,26
chestnut-mountain,https://www.skiresort.info/ski-resort/chestnut-mountain/,"https://www.google.com/maps?q=42.31960517394443,-90.4017078224654",42.31960517,-90.40170782,254.6291046,33,50,17
timber-ridge,https://www.skiresort.info/ski-resort/timber-ridge/,"https://www.google.com/maps?q=42.39182448932042,-85.78130835175877",42.39182449,-85.78130835,244.6054535,37,49,14
bousquet,https://www.skiresort.info/ski-resort/bousquet/,"https://www.google.com/maps?q=42.418908,-73.277592",42.418908,-73.277592,373.1686707,37,26,37
bittersweet,https://www.skiresort.info/ski-resort/bittersweet/,"https://www.google.com/maps?q=42.46684,-85.758969",42.46684,-85.758969,238.9040222,43,43,14
swain,https://www.skiresort.info/ski-resort/swain/,"https://www.google.com/maps?q=42.476054,-77.856133",42.476054,-77.856133,455.9815063,29,38,33
wilmot-mountain,https://www.skiresort.info/ski-resort/wilmot-mountain/,"https://www.google.com/maps?q=42.498745,-88.188647",42.498745,-88.188647,226.7613983,35,40,25
wachusett-mountain,https://www.skiresort.info/ski-resort/wachusett-mountain/,"https://www.google.com/maps?q=42.502031,-71.88679",42.502031,-71.88679,230.8289032,30,40,30
greek-peak,https://www.skiresort.info/ski-resort/greek-peak/,"https://www.google.com/maps?q=42.507708,-76.145455",42.507708,-76.145455,281.4632568,47,21,32
sundown-mountain-resort,https://www.skiresort.info/ski-resort/sundown-mountain-resort/,"https://www.google.com/maps?q=42.51537835972602,-90.8211580922557",42.51537836,-90.82115809,278.4266052,41,50,9
mt-brighton,https://www.skiresort.info/ski-resort/mt-brighton/,"https://www.google.com/maps?q=42.541202,-83.810426",42.541202,-83.810426,237.8682861,16,57,27
nashoba-valley,https://www.skiresort.info/ski-resort/nashoba-valley/,"https://www.google.com/maps?q=42.541845,-71.445039",42.541845,-71.445039,134.6596985,17,52,31
jiminy-peak,https://www.skiresort.info/ski-resort/jiminy-peak/,"https://www.google.com/maps?q=42.554926,-73.29081",42.554926,-73.29081,409.3187561,45,22,33
kissing-bridge,https://www.skiresort.info/ski-resort/kissing-bridge/,"https://www.google.com/maps?q=42.599492,-78.653726",42.599492,-78.653726,344.7320557,25,27,48
grand-geneva,https://www.skiresort.info/ski-resort/grand-geneva/,"https://www.google.com/maps?q=42.611291,-88.385897",42.611291,-88.385897,234.3180542,67,11,22
berkshire-east,https://www.skiresort.info/ski-resort/berkshire-east/,"https://www.google.com/maps?q=42.621273,-72.876504",42.621273,-72.876504,506.7426453,46,31,23
mount-greylock-south-williamstown,https://www.skiresort.info/ski-resort/mount-greylock-south-williamstown/,"https://www.google.com/maps?q=42.634058,-73.214870",42.634058,-73.21487,461.7456665,24,62,14
hunt-hollow-ski-club,https://www.skiresort.info/ski-resort/hunt-hollow-ski-club/,"https://www.google.com/maps?q=42.645466,-77.478225",42.645466,-77.478225,344.6202698,40,40,20
alpine-valley-white-lake,https://www.skiresort.info/ski-resort/alpine-valley-white-lake/,"https://www.google.com/maps?q=42.653043,-83.523445",42.653043,-83.523445,232.6303711,41,28,31
buffalo,https://www.skiresort.info/ski-resort/buffalo/,"https://www.google.com/maps?q=42.68182308518426,-78.69140136867273",42.68182309,-78.69140137,311.419281,46,36,18
alpine-valley-resort-elkhorn,https://www.skiresort.info/ski-resort/alpine-valley-resort-elkhorn/,"https://www.google.com/maps?q=42.735006,-88.428352",42.735006,-88.428352,237.8242645,37,37,26
labrador-mountain,https://www.skiresort.info/ski-resort/labrador-mountain/,"https://www.google.com/maps?q=42.740758,-76.030168",42.740758,-76.030168,233.4072266,36,35,29
bradford,https://www.skiresort.info/ski-resort/bradford/,"https://www.google.com/maps?q=42.744172,-71.056286",42.744172,-71.056286,47.06584167,37,37,26
bristol-mountain,https://www.skiresort.info/ski-resort/bristol-mountain/,"https://www.google.com/maps?q=42.744885,-77.405104",42.744885,-77.405104,297.6080322,30,50,20
pine-knob,https://www.skiresort.info/ski-resort/pine-knob/,"https://www.google.com/maps?q=42.745259,-83.369223",42.745259,-83.369223,234.3567963,20,50,30
hogadon-ski-area,https://www.skiresort.info/ski-resort/hogadon-ski-area/,"https://www.google.com/maps?q=42.749556,-106.343786",42.749556,-106.343786,1813.878418,38,32,30
song-mountain,https://www.skiresort.info/ski-resort/song-mountain/,"https://www.google.com/maps?q=42.773380,-76.157999",42.77338,-76.157999,229.611145,35,46,19
pebble-creek,https://www.skiresort.info/ski-resort/pebble-creek/,"https://www.google.com/maps?q=42.778872,-112.158907",42.778872,-112.158907,1658.348633,32,47,21
maple-ski-ridge,https://www.skiresort.info/ski-resort/maple-ski-ridge/,"https://www.google.com/maps?q=42.81669054567469,-74.02967910932861",42.81669055,-74.02967911,196.3108521,21,58,21
toggenburg-ski-center,https://www.skiresort.info/ski-resort/toggenburg-ski-center/,"https://www.google.com/maps?q=42.825648,-75.960042",42.825648,-75.960042,219.4165649,39,24,37
mt-holly,https://www.skiresort.info/ski-resort/mt-holly/,"https://www.google.com/maps?q=42.830722668518945,-83.56489359431",42.83072267,-83.56489359,237.16922,14,36,50
living-memorial-park-brattleboro,https://www.skiresort.info/ski-resort/living-memorial-park-brattleboro/,"https://www.google.com/maps?q=42.847890,-72.585845",42.84789,-72.585845,496.8717041,100,,
the-rock-snowpark,https://www.skiresort.info/ski-resort/the-rock-snowpark/,"https://www.google.com/maps?q=42.92000774690757,-88.01603616727586",42.92000775,-88.01603617,228.303009,39,38,23
haystack-mountain-the-hermitage-club,https://www.skiresort.info/ski-resort/haystack-mountain-the-hermitage-club/,"https://www.google.com/maps?q=42.923423,-72.895763",42.923423,-72.895763,613.2310181,29,49,22
boler-mountain-london,https://www.skiresort.info/ski-resort/boler-mountain-london/,"https://www.google.com/maps?q=42.944474,-81.339722",42.944474,-81.339722,245.6251221,50,37,13
mount-snow,https://www.skiresort.info/ski-resort/mount-snow/,"https://www.google.com/maps?q=42.966814,-72.89485",42.966814,-72.89485,627.5233765,10,77,13
granite-gorge,https://www.skiresort.info/ski-resort/granite-gorge/,"https://www.google.com/maps?q=42.970635,-72.212133",42.970635,-72.212133,415.4725952,50,33,17
cazenovia,https://www.skiresort.info/ski-resort/cazenovia/,"https://www.google.com/maps?q=42.976909,-75.852665",42.976909,-75.852665,191.1867828,26,30,44
white-pine-pinedale,https://www.skiresort.info/ski-resort/white-pine-pinedale/,"https://www.google.com/maps?q=42.977325,-109.75792",42.977325,-109.75792,2185.422852,32,22,46
mcintyre,https://www.skiresort.info/ski-resort/mcintyre/,"https://www.google.com/maps?q=43.006085,-71.440863",43.006085,-71.440863,175.3530884,83,17,
crotched-mountain,https://www.skiresort.info/ski-resort/crotched-mountain/,"https://www.google.com/maps?q=43.011316,-71.877515",43.011316,-71.877515,315.7561646,31,50,19
the-ridge-le-roy,https://www.skiresort.info/ski-resort/the-ridge-le-roy/,"https://www.google.com/maps?q=43.020571,-77.953745",43.020571,-77.953745,253.4979095,57,43,
willard-mountain-greenwich,https://www.skiresort.info/ski-resort/willard-mountain-greenwich/,"https://www.google.com/maps?q=43.021237,-73.517474",43.021237,-73.517474,443.7146912,21,50,29
four-seasons,https://www.skiresort.info/ski-resort/four-seasons/,"https://www.google.com/maps?q=43.0351333164408,-75.97246397204898",43.03513332,-75.97246397,186.7418976,50,50,
tyrol-basin-mt-horeb,https://www.skiresort.info/ski-resort/tyrol-basin-mt-horeb/,"https://www.google.com/maps?q=43.04568351424903,-89.78254969053586",43.04568351,-89.78254969,323.8820496,30,35,35
cannonsburg,https://www.skiresort.info/ski-resort/cannonsburg/,"https://www.google.com/maps?q=43.05341343175081,-85.50186255145123",43.05341343,-85.50186255,211.9803619,25,50,25
mulligans-hollow-ski-bowl,https://www.skiresort.info/ski-resort/mulligans-hollow-ski-bowl/,"https://www.google.com/maps?q=43.057605,-86.240105",43.057605,-86.240105,161.6474457,30,42,28
pando-park,https://www.skiresort.info/ski-resort/pando-park/,"https://www.google.com/maps?q=43.082479,-85.469172",43.082479,-85.469172,216.7866211,77,23,
blackhawk-ski-club-middleton,https://www.skiresort.info/ski-resort/blackhawk-ski-club-middleton/,"https://www.google.com/maps?q=43.082742,-89.570114",43.082742,-89.570114,304.4972229,75,25,
royal-mountain,https://www.skiresort.info/ski-resort/royal-mountain/,"https://www.google.com/maps?q=43.084271,-74.503495",43.084271,-74.503495,231.1495667,33,40,27
val-bialas-ski-center-utica,https://www.skiresort.info/ski-resort/val-bialas-ski-center-utica/,"https://www.google.com/maps?q=43.084299,-75.250423",43.084299,-75.250423,198.052002,45,22,33
stratton,https://www.skiresort.info/ski-resort/stratton/,"https://www.google.com/maps?q=43.113359,-72.908996",43.113359,-72.908996,624.5422363,65,22,13
ausblick-sussex,https://www.skiresort.info/ski-resort/ausblick-sussex/,"https://www.google.com/maps?q=43.133836,-88.264724",43.133836,-88.264724,238.7424927,57,43,
brantling,https://www.skiresort.info/ski-resort/brantling/,"https://www.google.com/maps?q=43.149149,-77.065583",43.149149,-77.065583,150.5948029,70,30,
pats-peak,https://www.skiresort.info/ski-resort/pats-peak/,"https://www.google.com/maps?q=43.163171,-71.796016",43.163171,-71.796016,293.5978088,30,24,46
mt-bailey,https://www.skiresort.info/ski-resort/mt-bailey/,"https://www.google.com/maps?q=43.177164283330164,-122.13715798344411",43.17716428,-122.137158,1474.36438,,,
magic-mountain,https://www.skiresort.info/ski-resort/magic-mountain/,"https://www.google.com/maps?q=43.202075,-72.771769",43.202075,-72.771769,571.6073608,30,30,40
bromley-mountain,https://www.skiresort.info/ski-resort/bromley-mountain/,"https://www.google.com/maps?q=43.2130838907531,-72.93563959765565",43.21308389,-72.9356396,615.5667114,33,40,27
powderhouse-hill-south-berwick,https://www.skiresort.info/ski-resort/powderhouse-hill-south-berwick/,"https://www.google.com/maps?q=43.237044,-70.802230",43.237044,-70.80223,30.6509552,100,,
heiliger-huegel-hubertus,https://www.skiresort.info/ski-resort/heiliger-huegel-hubertus/,"https://www.google.com/maps?q=43.252327,-88.310750",43.252327,-88.31075,240.7485809,50,33,17
west-mountain,https://www.skiresort.info/ski-resort/west-mountain/,"https://www.google.com/maps?q=43.286523,-73.726314",43.286523,-73.726314,416.4883728,60,21,19
woods-valley,https://www.skiresort.info/ski-resort/woods-valley/,"https://www.google.com/maps?q=43.30176915330399,-75.38353483014734",43.30176915,-75.38353483,245.513504,51,37,12
mt-sunapee,https://www.skiresort.info/ski-resort/mt-sunapee/,"https://www.google.com/maps?q=43.330009,-72.080424",43.330009,-72.080424,376.9044189,27,53,20
little-switzerland,https://www.skiresort.info/ski-resort/little-switzerland/,"https://www.google.com/maps?q=43.338279,-88.27902",43.338279,-88.27902,240.89534,37,43,20
fox-hill,https://www.skiresort.info/ski-resort/fox-hill/,"https://www.google.com/maps?q=43.374678,-88.252262",43.374678,-88.252262,240.8696136,50,30,20
okemo,https://www.skiresort.info/ski-resort/okemo/,"https://www.google.com/maps?q=43.402358,-72.717696",43.402358,-72.717696,530.6964722,31,38,31
devils-head,https://www.skiresort.info/ski-resort/devils-head/,"https://www.google.com/maps?q=43.419135,-89.626604",43.419135,-89.626604,290.3431702,30,35,35
chicopee,https://www.skiresort.info/ski-resort/chicopee/,"https://www.google.com/maps?q=43.435562,-80.418603",43.435562,-80.418603,274.4429321,23,47,30
veterans-memorial-franklin,https://www.skiresort.info/ski-resort/veterans-memorial-franklin/,"https://www.google.com/maps?q=43.444855,-71.690924",43.444855,-71.690924,272.2438049,60,40,
ascutney-mountain,https://www.skiresort.info/ski-resort/ascutney-mountain/,"https://www.google.com/maps?q=43.464308,-72.465321",43.464308,-72.465321,464.3943176,67,33,
snow-king-mountain-jackson,https://www.skiresort.info/ski-resort/snow-king-mountain-jackson/,"https://www.google.com/maps?q=43.47259048923222,-110.7607455388354",43.47259049,-110.7607455,2040.400513,33,28,39
hickory,https://www.skiresort.info/ski-resort/hickory/,"https://www.google.com/maps?q=43.475747,-73.816339",43.475747,-73.816339,446.2809448,37,37,26
ragged-mountain,https://www.skiresort.info/ski-resort/ragged-mountain/,"https://www.google.com/maps?q=43.484491,-71.84254",43.484491,-71.84254,314.551239,20,44,36
soldier-mountain,https://www.skiresort.info/ski-resort/soldier-mountain/,"https://www.google.com/maps?q=43.484664,-114.829039",43.484664,-114.829039,1825.451782,36,32,32
sunburst,https://www.skiresort.info/ski-resort/sunburst/,"https://www.google.com/maps?q=43.493317,-88.222792",43.493317,-88.222792,241.8703766,17,50,33
rotarun,https://www.skiresort.info/ski-resort/rotarun/,"https://www.google.com/maps?q=43.497159,-114.365479",43.497159,-114.365479,1757.111206,24,43,33
cascade-mountain,https://www.skiresort.info/ski-resort/cascade-mountain/,"https://www.google.com/maps?q=43.503414,-89.51834",43.503414,-89.51834,278.963623,35,35,30
glen-eden,https://www.skiresort.info/ski-resort/glen-eden/,"https://www.google.com/maps?q=43.505615,-79.943983",43.505615,-79.943983,256.9252625,60,40,
blizzard-mountain,https://www.skiresort.info/ski-resort/blizzard-mountain/,"https://www.google.com/maps?q=43.50799538296924,-113.55966353659252",43.50799538,-113.5596635,1848.158325,39,45,16
oak-mountain,https://www.skiresort.info/ski-resort/oak-mountain/,"https://www.google.com/maps?q=43.514407,-74.360834",43.514407,-74.360834,415.0556946,50,33,17
gunstock,https://www.skiresort.info/ski-resort/gunstock/,"https://www.google.com/maps?q=43.540585,-71.366086",43.540585,-71.366086,190.3946381,14,62,24
great-bear-ski-valley,https://www.skiresort.info/ski-resort/great-bear-ski-valley/,"https://www.google.com/maps?q=43.577802,-96.665145",43.577802,-96.665145,456.2147217,68,32,
jackson-hole,https://www.skiresort.info/ski-resort/jackson-hole/,"https://www.google.com/maps?q=43.588652,-110.828308",43.588652,-110.828308,2033.900269,14,43,43
willamette-pass-crescent,https://www.skiresort.info/ski-resort/willamette-pass-crescent/,"https://www.google.com/maps?q=43.600684,-122.035419",43.600684,-122.035419,1486.814697,21,45,34
whaleback,https://www.skiresort.info/ski-resort/whaleback/,"https://www.google.com/maps?q=43.601569,-72.181096",43.601569,-72.181096,394.6594849,46,24,30
christmas-mountain,https://www.skiresort.info/ski-resort/christmas-mountain/,"https://www.google.com/maps?q=43.608789,-89.859785",43.608789,-89.859785,293.1450195,65,25,10
abenaki,https://www.skiresort.info/ski-resort/abenaki/,"https://www.google.com/maps?q=43.609331,-71.229985",43.609331,-71.229985,160.6346436,60,25,15
killington,https://www.skiresort.info/ski-resort/killington/,"https://www.google.com/maps?q=43.617802,-72.803472",43.617802,-72.803472,520.340332,17,40,43
alpine-indoor-mississauga,https://www.skiresort.info/ski-resort/alpine-indoor-mississauga/,"https://www.google.com/maps?q=43.631700,-79.643843",43.6317,-79.643843,254.6824646,100,,
storrs-hill-lebanon,https://www.skiresort.info/ski-resort/storrs-hill-lebanon/,"https://www.google.com/maps?q=43.634795,-72.251497",43.634795,-72.251497,407.7286682,70,30,
snow-ridge,https://www.skiresort.info/ski-resort/snow-ridge/,"https://www.google.com/maps?q=43.64071345200063,-75.42136198289448",43.64071345,-75.42136198,312.082489,10,40,50
kelly-canyon,https://www.skiresort.info/ski-resort/kelly-canyon/,"https://www.google.com/maps?q=43.64577089761403,-111.63029367156315",43.6457709,-111.6302937,1744.591431,33,42,25
quechee-lakes-ski-area,https://www.skiresort.info/ski-resort/quechee-lakes-ski-area/,"https://www.google.com/maps?q=43.657244,-72.443146",43.657244,-72.443146,444.2240601,40,50,10
dynamite-hill-chestertown,https://www.skiresort.info/ski-resort/dynamite-hill-chestertown/,"https://www.google.com/maps?q=43.659391,-73.795588",43.659391,-73.795588,501.0388489,100,,
pico-mountain,https://www.skiresort.info/ski-resort/pico-mountain/,"https://www.google.com/maps?q=43.660762,-72.843712",43.660762,-72.843712,521.963562,18,46,36
saskadena-six,https://www.skiresort.info/ski-resort/saskadena-six/,"https://www.google.com/maps?q=43.665303,-72.544619",43.665303,-72.544619,463.2731628,33,38,29
bald-mountain-sun-valley,https://www.skiresort.info/ski-resort/bald-mountain-sun-valley/,"https://www.google.com/maps?q=43.67035710594862,-114.36798373036906",43.67035711,-114.3679837,1941.646973,38,44,18
gore-mountain,https://www.skiresort.info/ski-resort/gore-mountain/,"https://www.google.com/maps?q=43.67356270915812,-74.00791936403081",43.67356271,-74.00791936,493.1131897,12,48,40
eagle-island-park,https://www.skiresort.info/ski-resort/eagle-island-park/,"https://www.google.com/maps?q=43.685743,-116.396197",43.685743,-116.396197,1253.995239,100,,
dollar-mountain-sun-valley,https://www.skiresort.info/ski-resort/dollar-mountain-sun-valley/,"https://www.google.com/maps?q=43.68989526739798,-114.3458387292098",43.68989527,-114.3458387,1954.218506,78,22,
mccauly-mountain,https://www.skiresort.info/ski-resort/mccauly-mountain/,"https://www.google.com/maps?q=43.698201,-74.962839",43.698201,-74.962839,468.5627136,33,45,22
mt-chinguacousy-brampton,https://www.skiresort.info/ski-resort/mt-chinguacousy-brampton/,"https://www.google.com/maps?q=43.727882,-79.724806",43.727882,-79.724806,268.2651367,100,,
mt-la-crosse,https://www.skiresort.info/ski-resort/mt-la-crosse/,"https://www.google.com/maps?q=43.743342,-91.183211",43.743342,-91.183211,322.9829407,21,43,36
tenney-mountain,https://www.skiresort.info/ski-resort/tenney-mountain/,"https://www.google.com/maps?q=43.74661157428651,-71.76467557640866",43.74661157,-71.76467558,301.362854,20,53,27
red-hill-moultonborough,https://www.skiresort.info/ski-resort/red-hill-moultonborough/,"https://www.google.com/maps?q=43.749287,-71.416282",43.749287,-71.416282,217.7135315,40,40,20
earl-bales-north-york-toronto,https://www.skiresort.info/ski-resort/earl-bales-north-york-toronto/,"https://www.google.com/maps?q=43.751879,-79.431993",43.751879,-79.431993,254.5698395,20,80,
nutt-hill-plymouth,https://www.skiresort.info/ski-resort/nutt-hill-plymouth/,"https://www.google.com/maps?q=43.752132,-87.989751",43.752132,-87.989751,244.4993286,100,,
bogus-basin,https://www.skiresort.info/ski-resort/bogus-basin/,"https://www.google.com/maps?q=43.763764,-116.102378",43.763764,-116.102378,1455.020996,22,44,34
indian-lake,https://www.skiresort.info/ski-resort/indian-lake/,"https://www.google.com/maps?q=43.775174,-74.266459",43.775174,-74.266459,524.8392334,67,33,
dartmouth-skiway,https://www.skiresort.info/ski-resort/dartmouth-skiway/,"https://www.google.com/maps?q=43.788781400913,-72.09961126648439",43.7887814,-72.09961127,375.196167,25,50,25
grand-targhee,https://www.skiresort.info/ski-resort/grand-targhee/,"https://www.google.com/maps?q=43.788829,-110.956936",43.788829,-110.956936,2011.882446,14,43,43
caledon-ski-club,https://www.skiresort.info/ski-resort/caledon-ski-club/,"https://www.google.com/maps?q=43.801897,-80.011556",43.801897,-80.011556,291.569397,33,42,25
axis-freestyle-academy-vaughan,https://www.skiresort.info/ski-resort/axis-freestyle-academy-vaughan/,"https://www.google.com/maps?q=43.819224,-79.536392",43.819224,-79.536392,266.5245056,100,,
uplands-ski-centre,https://www.skiresort.info/ski-resort/uplands-ski-centre/,"https://www.google.com/maps?q=43.824728,-79.43936",43.824728,-79.43936,261.5111694,70,20,10
campton-mountain,https://www.skiresort.info/ski-resort/campton-mountain/,"https://www.google.com/maps?q=43.867988,-71.609634",43.867988,-71.609634,269.7069092,47,38,15
king-pine-purity-spring-resort,https://www.skiresort.info/ski-resort/king-pine-purity-spring-resort/,"https://www.google.com/maps?q=43.868743,-71.088813",43.868743,-71.088813,151.3557739,53,28,19
farrs-hill-randolph,https://www.skiresort.info/ski-resort/farrs-hill-randolph/,"https://www.google.com/maps?q=43.931287,-72.664458",43.931287,-72.664458,454.880127,100,,
middlebury-college-snow-bowl,https://www.skiresort.info/ski-resort/middlebury-college-snow-bowl/,"https://www.google.com/maps?q=43.938735,-72.958628",43.938735,-72.958628,496.1589355,33,27,40
snow-snake,https://www.skiresort.info/ski-resort/snow-snake/,"https://www.google.com/maps?q=43.95919317178075,-84.781703",43.95919317,-84.781703,302.3320923,33,50,17
waterville-valley,https://www.skiresort.info/ski-resort/waterville-valley/,"https://www.google.com/maps?q=43.964573,-71.52885",43.964573,-71.52885,256.6839905,14,64,22
hockley-valley,https://www.skiresort.info/ski-resort/hockley-valley/,"https://www.google.com/maps?q=43.976883,-80.048219",43.976883,-80.048219,311.8281555,,,
