resort,url,maps_url,lat,lon
mont-sutton,https://www.skiresort.info/ski-resort/mont-sutton/,"https://www.google.com/maps?q=45.104194,-72.561575",45.104194,-72.561575
sunlight-mountain,https://www.skiresort.info/ski-resort/sunlight-mountain/,"https://www.google.com/maps?q=39.400418643839544,-107.33943657860021",39.400418643839544,-107.33943657860021
powder-king,https://www.skiresort.info/ski-resort/powder-king/,"https://www.google.com/maps?q=55.364301747939926,-122.61248648372985",55.364301747939926,-122.61248648372985
mt-baker,https://www.skiresort.info/ski-resort/mt-baker/,"https://www.google.com/maps?q=48.861461,-121.654374",48.861461,-121.654374
holimont,https://www.skiresort.info/ski-resort/holimont/,"https://www.google.com/maps?q=42.272943,-78.688309",42.272943,-78.688309
pebble-creek,https://www.skiresort.info/ski-resort/pebble-creek/,"https://www.google.com/maps?q=42.778872,-112.158907",42.778872,-112.158907
val-saint-come,https://www.skiresort.info/ski-resort/val-saint-come/,"https://www.google.com/maps?q=46.27240289189366,-73.87115039837562",46.27240289189366,-73.87115039837562
butternut,https://www.skiresort.info/ski-resort/butternut/,"https://www.google.com/maps?q=42.182745,-73.319493",42.182745,-73.319493
mt-baldy,https://www.skiresort.info/ski-resort/mt-baldy/,"https://www.google.com/maps?q=34.270105,-117.621892",34.270105,-117.621892
manning-park,https://www.skiresort.info/ski-resort/manning-park/,"https://www.google.com/maps?q=49.069442,-120.916456",49.069442,-120.916456
purden,https://www.skiresort.info/ski-resort/purden/,"https://www.google.com/maps?q=53.899584711333716,-121.88486952232614",53.899584711333716,-121.88486952232614
camp-fortune,https://www.skiresort.info/ski-resort/camp-fortune/,"https://www.google.com/maps?q=45.508426,-75.853078",45.508426,-75.853078
mont-avila,https://www.skiresort.info/ski-resort/mont-avila/,"https://www.google.com/maps?q=45.885154,-74.134433",45.885154,-74.134433
crystal-mountain-westbank,https://www.skiresort.info/ski-resort/crystal-mountain-westbank/,"https://www.google.com/maps?q=49.882085,-119.711566",49.882085,-119.711566
seven-springs,https://www.skiresort.info/ski-resort/seven-springs/,"https://www.google.com/maps?q=40.022098,-79.298971",40.022098,-79.298971
showdown,https://www.skiresort.info/ski-resort/showdown/,"https://www.google.com/maps?q=46.838728,-110.701409",46.838728,-110.701409
cascade-mountain,https://www.skiresort.info/ski-resort/cascade-mountain/,"https://www.google.com/maps?q=43.503414,-89.51834",43.503414,-89.51834
burke-mountain,https://www.skiresort.info/ski-resort/burke-mountain/,"https://www.google.com/maps?q=44.587808,-71.91537",44.587808,-71.91537
cherry-peak,https://www.skiresort.info/ski-resort/cherry-peak/,"https://www.google.com/maps?q=41.926055,-111.757151",41.926055,-111.757151
red-river,https://www.skiresort.info/ski-resort/red-river/,"https://www.google.com/maps?q=36.708769,-105.409793",36.708769,-105.409793
nordic-valley,https://www.skiresort.info/ski-resort/nordic-valley/,"https://www.google.com/maps?q=41.309221,-111.864479",41.309221,-111.864479
eagle-point,https://www.skiresort.info/ski-resort/eagle-point/,"https://www.google.com/maps?q=38.317114,-112.386361",38.317114,-112.386361
massif-du-sud,https://www.skiresort.info/ski-resort/massif-du-sud/,"https://www.google.com/maps?q=46.620735,-70.491381",46.620735,-70.491381
arctic-valley,https://www.skiresort.info/ski-resort/arctic-valley/,"https://www.google.com/maps?q=61.247985,-149.532048",61.247985,-149.532048
wintergreen-resort,https://www.skiresort.info/ski-resort/wintergreen-resort/,"https://www.google.com/maps?q=37.920292,-78.938969",37.920292,-78.938969
shawnee-mountain,https://www.skiresort.info/ski-resort/shawnee-mountain/,"https://www.google.com/maps?q=41.039594,-75.081071",41.039594,-75.081071
mountain-high-west,https://www.skiresort.info/ski-resort/mountain-high-west/,"https://www.google.com/maps?q=34.376469,-117.691185",34.376469,-117.691185
bigrock-mountain,https://www.skiresort.info/ski-resort/bigrock-mountain/,"https://www.google.com/maps?q=46.52294,-67.829322",46.52294,-67.829322
greek-peak,https://www.skiresort.info/ski-resort/greek-peak/,"https://www.google.com/maps?q=42.507708,-76.145455",42.507708,-76.145455
mont-cascades,https://www.skiresort.info/ski-resort/mont-cascades/,"https://www.google.com/maps?q=45.592610,-75.849768",45.592610,-75.849768
spirit-mountain,https://www.skiresort.info/ski-resort/spirit-mountain/,"https://www.google.com/maps?q=46.715772,-92.206541",46.715772,-92.206541
mount-timothy,https://www.skiresort.info/ski-resort/mount-timothy/,"https://www.google.com/maps?q=51.915533,-121.251711",51.915533,-121.251711
boyne-mountain,https://www.skiresort.info/ski-resort/boyne-mountain/,"https://www.google.com/maps?q=45.164051,-84.93238",45.164051,-84.93238
antelope-butte,https://www.skiresort.info/ski-resort/antelope-butte/,"https://www.google.com/maps?q=44.611508671548656,-107.51520667517417",44.611508671548656,-107.51520667517417
mont-lac-vert-hebertville,https://www.skiresort.info/ski-resort/mont-lac-vert-hebertville/,"https://www.google.com/maps?q=48.35558120454517,-71.6068210694137",48.35558120454517,-71.6068210694137
alpental,https://www.skiresort.info/ski-resort/alpental/,"https://www.google.com/maps?q=47.444868,-121.426390",47.444868,-121.426390
smokey-mountain,https://www.skiresort.info/ski-resort/smokey-mountain/,"https://www.google.com/maps?q=52.977163,-66.921813",52.977163,-66.921813
wisp-mchenry-deep-creek-lake,https://www.skiresort.info/ski-resort/wisp-mchenry-deep-creek-lake/,"https://www.google.com/maps?q=39.556844,-79.364263",39.556844,-79.364263
harper-mountain,https://www.skiresort.info/ski-resort/harper-mountain/,"https://www.google.com/maps?q=50.722991,-120.139224",50.722991,-120.139224
belle-neige,https://www.skiresort.info/ski-resort/belle-neige/,"https://www.google.com/maps?q=46.001368,-74.216458",46.001368,-74.216458
pine-creek,https://www.skiresort.info/ski-resort/pine-creek/,"https://www.google.com/maps?q=42.103224,-110.82841",42.103224,-110.82841
berkshire-east,https://www.skiresort.info/ski-resort/berkshire-east/,"https://www.google.com/maps?q=42.621273,-72.876504",42.621273,-72.876504
dartmouth-skiway,https://www.skiresort.info/ski-resort/dartmouth-skiway/,"https://www.google.com/maps?q=43.788781400913,-72.09961126648439",43.788781400913,-72.09961126648439
sommet-olympia,https://www.skiresort.info/ski-resort/sommet-olympia/,"https://www.google.com/maps?q=45.914724,-74.123276",45.914724,-74.123276
kissing-bridge,https://www.skiresort.info/ski-resort/kissing-bridge/,"https://www.google.com/maps?q=42.599492,-78.653726",42.599492,-78.653726
snowy-range,https://www.skiresort.info/ski-resort/snowy-range/,"https://www.google.com/maps?q=41.340703,-106.18291",41.340703,-106.18291
hoodoo-ski-area,https://www.skiresort.info/ski-resort/hoodoo-ski-area/,"https://www.google.com/maps?q=44.409234,-121.872238",44.409234,-121.872238
blue-knob,https://www.skiresort.info/ski-resort/blue-knob/,"https://www.google.com/maps?q=40.288778,-78.563751",40.288778,-78.563751
eaglecrest-juneau,https://www.skiresort.info/ski-resort/eaglecrest-juneau/,"https://www.google.com/maps?q=58.274256,-134.512807",58.274256,-134.512807
blacktail-mountain,https://www.skiresort.info/ski-resort/blacktail-mountain/,"https://www.google.com/maps?q=48.02660191460039,-114.36576772254298",48.02660191460039,-114.36576772254298
skiland-mt-aurora,https://www.skiresort.info/ski-resort/skiland-mt-aurora/,"https://www.google.com/maps?q=65.05576,-147.409304",65.05576,-147.409304
turner-mountain,https://www.skiresort.info/ski-resort/turner-mountain/,"https://www.google.com/maps?q=48.60538238908755,-115.63026022457123",48.60538238908755,-115.63026022457123
snow-king-mountain-jackson,https://www.skiresort.info/ski-resort/snow-king-mountain-jackson/,"https://www.google.com/maps?q=43.47259048923222,-110.7607455388354",43.47259048923222,-110.7607455388354
labrador-mountain,https://www.skiresort.info/ski-resort/labrador-mountain/,"https://www.google.com/maps?q=42.740758,-76.030168",42.740758,-76.030168
dollar-mountain-sun-valley,https://www.skiresort.info/ski-resort/dollar-mountain-sun-valley/,"https://www.google.com/maps?q=43.68989526739798,-114.3458387292098",43.68989526739798,-114.3458387292098
nubs-nob-ski-area,https://www.skiresort.info/ski-resort/nubs-nob-ski-area/,"https://www.google.com/maps?q=45.471154,-84.904158",45.471154,-84.904158
giants-ridge,https://www.skiresort.info/ski-resort/giants-ridge/,"https://www.google.com/maps?q=47.577734,-92.30478",47.577734,-92.30478
mont-bechervaise,https://www.skiresort.info/ski-resort/mont-bechervaise/,"https://www.google.com/maps?q=48.837002,-64.54289",48.837002,-64.54289
whitecap-mountains,https://www.skiresort.info/ski-resort/whitecap-mountains/,"https://www.google.com/maps?q=46.40864449383754,-90.39588628137093",46.40864449383754,-90.39588628137093
middlebury-college-snow-bowl,https://www.skiresort.info/ski-resort/middlebury-college-snow-bowl/,"https://www.google.com/maps?q=43.938735,-72.958628",43.938735,-72.958628
pomerelle,https://www.skiresort.info/ski-resort/pomerelle/,"https://www.google.com/maps?q=42.317658,-113.608273",42.317658,-113.608273
sipapu,https://www.skiresort.info/ski-resort/sipapu/,"https://www.google.com/maps?q=36.153625,-105.548553",36.153625,-105.548553
morin-heights,https://www.skiresort.info/ski-resort/morin-heights/,"https://www.google.com/maps?q=45.899267,-74.270113",45.899267,-74.270113
tabor-mountain,https://www.skiresort.info/ski-resort/tabor-mountain/,"https://www.google.com/maps?q=53.943466,-122.453303",53.943466,-122.453303
mt-ashland,https://www.skiresort.info/ski-resort/mt-ashland/,"https://www.google.com/maps?q=42.081313,-122.704933",42.081313,-122.704933
sleeping-giant,https://www.skiresort.info/ski-resort/sleeping-giant/,"https://www.google.com/maps?q=44.491871,-109.940844",44.491871,-109.940844
georgian-peaks-club,https://www.skiresort.info/ski-resort/georgian-peaks-club/,"https://www.google.com/maps?q=44.534764,-80.379958",44.534764,-80.379958
sommet-edelweiss,https://www.skiresort.info/ski-resort/sommet-edelweiss/,"https://www.google.com/maps?q=45.645563,-75.850814",45.645563,-75.850814
beech-mountain,https://www.skiresort.info/ski-resort/beech-mountain/,"https://www.google.com/maps?q=36.193763,-81.877494",36.193763,-81.877494
catamount,https://www.skiresort.info/ski-resort/catamount/,"https://www.google.com/maps?q=42.168912,-73.477389",42.168912,-73.477389
elk-mountain,https://www.skiresort.info/ski-resort/elk-mountain/,"https://www.google.com/maps?q=41.72266649884576,-75.55303593338805",41.72266649884576,-75.55303593338805
poley-mountain,https://www.skiresort.info/ski-resort/poley-mountain/,"https://www.google.com/maps?q=45.678308162334226,-65.38360535672821",45.678308162334226,-65.38360535672821
beaver-valley-ski-club,https://www.skiresort.info/ski-resort/beaver-valley-ski-club/,"https://www.google.com/maps?q=44.358262,-80.545889",44.358262,-80.545889
mont-comi,https://www.skiresort.info/ski-resort/mont-comi/,"https://www.google.com/maps?q=48.4693503,-68.1961672",48.4693503,-68.1961672
whitetail,https://www.skiresort.info/ski-resort/whitetail/,"https://www.google.com/maps?q=39.741572,-77.934438",39.741572,-77.934438
tahoe-donner,https://www.skiresort.info/ski-resort/tahoe-donner/,"https://www.google.com/maps?q=39.353754,-120.259337",39.353754,-120.259337
black-mountain-rumford,https://www.skiresort.info/ski-resort/black-mountain-rumford/,"https://www.google.com/maps?q=44.576797,-70.614249",44.576797,-70.614249
plattekill,https://www.skiresort.info/ski-resort/plattekill/,"https://www.google.com/maps?q=42.290143,-74.653978",42.290143,-74.653978
song-mountain,https://www.skiresort.info/ski-resort/song-mountain/,"https://www.google.com/maps?q=42.773380,-76.157999",42.773380,-76.157999
tenney-mountain,https://www.skiresort.info/ski-resort/tenney-mountain/,"https://www.google.com/maps?q=43.74661157428651,-71.76467557640866",43.74661157428651,-71.76467557640866
crabbe-mountain,https://www.skiresort.info/ski-resort/crabbe-mountain/,"https://www.google.com/maps?q=46.118539,-67.100828",46.118539,-67.100828
mt-bohemia,https://www.skiresort.info/ski-resort/mt-bohemia/,"https://www.google.com/maps?q=47.387097,-88.019978",47.387097,-88.019978
mont-ste-marie,https://www.skiresort.info/ski-resort/mont-ste-marie/,"https://www.google.com/maps?q=45.940605,-75.873726",45.940605,-75.873726
the-balsams,https://www.skiresort.info/ski-resort/the-balsams/,"https://www.google.com/maps?q=44.860744,-71.325919",44.860744,-71.325919
mt-abram,https://www.skiresort.info/ski-resort/mt-abram/,"https://www.google.com/maps?q=44.379415,-70.706572",44.379415,-70.706572
antoine-mountain,https://www.skiresort.info/ski-resort/antoine-mountain/,"https://www.google.com/maps?q=46.367595,-78.736233",46.367595,-78.736233
murray-ridge,https://www.skiresort.info/ski-resort/murray-ridge/,"https://www.google.com/maps?q=54.51766051252366,-124.21004186727507",54.51766051252366,-124.21004186727507
jiminy-peak,https://www.skiresort.info/ski-resort/jiminy-peak/,"https://www.google.com/maps?q=42.554926,-73.29081",42.554926,-73.29081
kelly-canyon,https://www.skiresort.info/ski-resort/kelly-canyon/,"https://www.google.com/maps?q=43.64577089761403,-111.63029367156315",43.64577089761403,-111.63029367156315
teton-pass,https://www.skiresort.info/ski-resort/teton-pass/,"https://www.google.com/maps?q=47.928529,-112.805879",47.928529,-112.805879
shanty-creek-resorts-schuss-mountain,https://www.skiresort.info/ski-resort/shanty-creek-resorts-schuss-mountain/,"https://www.google.com/maps?q=44.942186,-85.133018",44.942186,-85.133018
loup-loup-ski-bowl,https://www.skiresort.info/ski-resort/loup-loup-ski-bowl/,"https://www.google.com/maps?q=48.393279,-119.911062",48.393279,-119.911062
bluewood,https://www.skiresort.info/ski-resort/bluewood/,"https://www.google.com/maps?q=46.08248726206212,-117.85102272726898",46.08248726206212,-117.85102272726898
jackson-creek-summit-snowriver-mountain-resort,https://www.skiresort.info/ski-resort/jackson-creek-summit-snowriver-mountain-resort/,"https://www.google.com/maps?q=46.509093,-89.970963",46.509093,-89.970963
crotched-mountain,https://www.skiresort.info/ski-resort/crotched-mountain/,"https://www.google.com/maps?q=43.011316,-71.877515",43.011316,-71.877515
mt-kato,https://www.skiresort.info/ski-resort/mt-kato/,"https://www.google.com/maps?q=44.133191,-94.034236",44.133191,-94.034236
mont-la-reserve-saint-donat-de-montcalm,https://www.skiresort.info/ski-resort/mont-la-reserve-saint-donat-de-montcalm/,"https://www.google.com/maps?q=46.285691,-74.183719",46.285691,-74.183719
val-direne,https://www.skiresort.info/ski-resort/val-direne/,"https://www.google.com/maps?q=48.472743,-67.57315",48.472743,-67.57315
jack-frost-mountain,https://www.skiresort.info/ski-resort/jack-frost-mountain/,"https://www.google.com/maps?q=41.114086,-75.650243",41.114086,-75.650243
white-pine-pinedale,https://www.skiresort.info/ski-resort/white-pine-pinedale/,"https://www.google.com/maps?q=42.977325,-109.75792",42.977325,-109.75792
caberfae-peaks,https://www.skiresort.info/ski-resort/caberfae-peaks/,"https://www.google.com/maps?q=44.244750,-85.718764",44.244750,-85.718764
deer-mountain,https://www.skiresort.info/ski-resort/deer-mountain/,"https://www.google.com/maps?q=44.308419,-103.818913",44.308419,-103.818913
wasatch-peaks-ranch,https://www.skiresort.info/ski-resort/wasatch-peaks-ranch/,"https://www.google.com/maps?q=41.099989,-111.816592",41.099989,-111.816592
mont-garceau,https://www.skiresort.info/ski-resort/mont-garceau/,"https://www.google.com/maps?q=46.337403,-74.21917",46.337403,-74.21917
devils-glen,https://www.skiresort.info/ski-resort/devils-glen/,"https://www.google.com/maps?q=44.353708,-80.201043",44.353708,-80.201043
asessippi,https://www.skiresort.info/ski-resort/asessippi/,"https://www.google.com/maps?q=50.95127,-101.337",50.95127,-101.337
le-chantecler,https://www.skiresort.info/ski-resort/le-chantecler/,"https://www.google.com/maps?q=45.960719,-74.172694",45.960719,-74.172694
massanutten,https://www.skiresort.info/ski-resort/massanutten/,"https://www.google.com/maps?q=38.403059,-78.755633",38.403059,-78.755633
black-mountain-jackson,https://www.skiresort.info/ski-resort/black-mountain-jackson/,"https://www.google.com/maps?q=44.16653378693187,-71.16535990322295",44.16653378693187,-71.16535990322295
pin-rouge,https://www.skiresort.info/ski-resort/pin-rouge/,"https://www.google.com/maps?q=48.31444398630406,-65.73033968824491",48.31444398630406,-65.73033968824491
devils-head,https://www.skiresort.info/ski-resort/devils-head/,"https://www.google.com/maps?q=43.419135,-89.626604",43.419135,-89.626604
canyon-ski-area,https://www.skiresort.info/ski-resort/canyon-ski-area/,"https://www.google.com/maps?q=52.304779,-113.683214",52.304779,-113.683214
bittersweet,https://www.skiresort.info/ski-resort/bittersweet/,"https://www.google.com/maps?q=42.46684,-85.758969",42.46684,-85.758969
bear-creek-mountain-resort,https://www.skiresort.info/ski-resort/bear-creek-mountain-resort/,"https://www.google.com/maps?q=40.476172,-75.626509",40.476172,-75.626509
ben-eoin,https://www.skiresort.info/ski-resort/ben-eoin/,"https://www.google.com/maps?q=45.974498,-60.435383",45.974498,-60.435383
whaleback,https://www.skiresort.info/ski-resort/whaleback/,"https://www.google.com/maps?q=43.601569,-72.181096",43.601569,-72.181096
canaan-valley,https://www.skiresort.info/ski-resort/canaan-valley/,"https://www.google.com/maps?q=39.00730330585612,-79.43718959609882",39.00730330585612,-79.43718959609882
cloudcroft,https://www.skiresort.info/ski-resort/cloudcroft/,"https://www.google.com/maps?q=32.951516805483564,-105.70883538737743",32.951516805483564,-105.70883538737743
big-powderhorn-mountain,https://www.skiresort.info/ski-resort/big-powderhorn-mountain/,"https://www.google.com/maps?q=46.509621,-90.094554",46.509621,-90.094554
saskadena-six,https://www.skiresort.info/ski-resort/saskadena-six/,"https://www.google.com/maps?q=43.665303,-72.544619",43.665303,-72.544619
vallee-bleue,https://www.skiresort.info/ski-resort/vallee-bleue/,"https://www.google.com/maps?q=46.025453217144,-74.21881021878518",46.025453217144,-74.21881021878518
meadowlark-ski-lodge,https://www.skiresort.info/ski-resort/meadowlark-ski-lodge/,"https://www.google.com/maps?q=44.164332,-107.217084",44.164332,-107.217084
magic-mountain-resort,https://www.skiresort.info/ski-resort/magic-mountain-resort/,"https://www.google.com/maps?q=42.18714258372485,-114.2859563177613",42.18714258372485,-114.2859563177613
swain,https://www.skiresort.info/ski-resort/swain/,"https://www.google.com/maps?q=42.476054,-77.856133",42.476054,-77.856133
oak-mountain,https://www.skiresort.info/ski-resort/oak-mountain/,"https://www.google.com/maps?q=43.514407,-74.360834",43.514407,-74.360834
searchmont,https://www.skiresort.info/ski-resort/searchmont/,"https://www.google.com/maps?q=46.768224,-84.04639",46.768224,-84.04639
soda-springs,https://www.skiresort.info/ski-resort/soda-springs/,"https://www.google.com/maps?q=39.320857,-120.379686",39.320857,-120.379686
west-mountain,https://www.skiresort.info/ski-resort/west-mountain/,"https://www.google.com/maps?q=43.286523,-73.726314",43.286523,-73.726314
mt-holly,https://www.skiresort.info/ski-resort/mt-holly/,"https://www.google.com/maps?q=42.830722668518945,-83.56489359431",42.830722668518945,-83.56489359431
montage-mountain-resort,https://www.skiresort.info/ski-resort/montage-mountain-resort/,"https://www.google.com/maps?q=41.35001,-75.661924",41.35001,-75.661924
mt-waterman,https://www.skiresort.info/ski-resort/mt-waterman/,"https://www.google.com/maps?q=34.349276,-117.928781",34.349276,-117.928781
warner-canyon-lakeview,https://www.skiresort.info/ski-resort/warner-canyon-lakeview/,"https://www.google.com/maps?q=42.236927518722524,-120.29580245409582",42.236927518722524,-120.29580245409582
marquette-mountain,https://www.skiresort.info/ski-resort/marquette-mountain/,"https://www.google.com/maps?q=46.508077,-87.419163",46.508077,-87.419163
hidden-valley-pa,https://www.skiresort.info/ski-resort/hidden-valley-pa/,"https://www.google.com/maps?q=40.0577708193866,-79.25692879979769",40.0577708193866,-79.25692879979769
liberty-mountain,https://www.skiresort.info/ski-resort/liberty-mountain/,"https://www.google.com/maps?q=39.763111,-77.374124",39.763111,-77.374124
spout-springs,https://www.skiresort.info/ski-resort/spout-springs/,"https://www.google.com/maps?q=45.759821,-118.050838",45.759821,-118.050838
sasquatch-mountain-hemlock-valley,https://www.skiresort.info/ski-resort/sasquatch-mountain-hemlock-valley/,"https://www.google.com/maps?q=49.380558,-121.935090",49.380558,-121.935090
cooper-spur,https://www.skiresort.info/ski-resort/cooper-spur/,"https://www.google.com/maps?q=45.412184,-121.60537",45.412184,-121.60537
mont-rigaud,https://www.skiresort.info/ski-resort/mont-rigaud/,"https://www.google.com/maps?q=45.468155,-74.338413",45.468155,-74.338413
sugarloaf-provincial-park,https://www.skiresort.info/ski-resort/sugarloaf-provincial-park/,"https://www.google.com/maps?q=47.982195,-66.694329",47.982195,-66.694329
anthony-lakes-mountain-resort,https://www.skiresort.info/ski-resort/anthony-lakes-mountain-resort/,"https://www.google.com/maps?q=44.963917,-118.234736",44.963917,-118.234736
mount-sima,https://www.skiresort.info/ski-resort/mount-sima/,"https://www.google.com/maps?q=60.611906,-135.046553",60.611906,-135.046553
peekn-peak,https://www.skiresort.info/ski-resort/peekn-peak/,"https://www.google.com/maps?q=42.06378669829433,-79.73652917463855",42.06378669829433,-79.73652917463855
pine-mountain,https://www.skiresort.info/ski-resort/pine-mountain/,"https://www.google.com/maps?q=45.838577,-88.089055",45.838577,-88.089055
mont-adstock,https://www.skiresort.info/ski-resort/mont-adstock/,"https://www.google.com/maps?q=46.02940110585579,-71.18861152748343",46.02940110585579,-71.18861152748343
mont-farlagne,https://www.skiresort.info/ski-resort/mont-farlagne/,"https://www.google.com/maps?q=47.413473,-68.381330",47.413473,-68.381330
winterplace,https://www.skiresort.info/ski-resort/winterplace/,"https://www.google.com/maps?q=37.598673728347606,-81.12190152467664",37.598673728347606,-81.12190152467664
bear-paw-ski-bowl,https://www.skiresort.info/ski-resort/bear-paw-ski-bowl/,"https://www.google.com/maps?q=48.164041,-109.670322",48.164041,-109.670322
buffalo,https://www.skiresort.info/ski-resort/buffalo/,"https://www.google.com/maps?q=42.68182308518426,-78.69140136867273",42.68182308518426,-78.69140136867273
alpine-mountain-ski-snow-tubing-center,https://www.skiresort.info/ski-resort/alpine-mountain-ski-snow-tubing-center/,"https://www.google.com/maps?q=41.113002,-75.225942",41.113002,-75.225942
troll-resort-quesnel,https://www.skiresort.info/ski-resort/troll-resort-quesnel/,"https://www.google.com/maps?q=53.066939738706,-121.94243027957889",53.066939738706,-121.94243027957889
mont-gleason,https://www.skiresort.info/ski-resort/mont-gleason/,"https://www.google.com/maps?q=45.929848,-71.962659",45.929848,-71.962659
wentworth,https://www.skiresort.info/ski-resort/wentworth/,"https://www.google.com/maps?q=45.609745,-63.560959",45.609745,-63.560959
montcalm,https://www.skiresort.info/ski-resort/montcalm/,"https://www.google.com/maps?q=46.043450219454726,-73.82864014255625",46.043450219454726,-73.82864014255625
big-bear-at-masthope-mountain,https://www.skiresort.info/ski-resort/big-bear-at-masthope-mountain/,"https://www.google.com/maps?q=41.527684,-75.018956",41.527684,-75.018956
otsego-gaylord,https://www.skiresort.info/ski-resort/otsego-gaylord/,"https://www.google.com/maps?q=45.035936,-84.649282",45.035936,-84.649282
badger-pass,https://www.skiresort.info/ski-resort/badger-pass/,"https://www.google.com/maps?q=37.661718,-119.664132",37.661718,-119.664132
black-river-basin-snowriver-mountain-resort,https://www.skiresort.info/ski-resort/black-river-basin-snowriver-mountain-resort/,"https://www.google.com/maps?q=46.504171,-89.99866",46.504171,-89.99866
royal-mountain,https://www.skiresort.info/ski-resort/royal-mountain/,"https://www.google.com/maps?q=43.084271,-74.503495",43.084271,-74.503495
big-squaw,https://www.skiresort.info/ski-resort/big-squaw/,"https://www.google.com/maps?q=45.506484,-69.700895",45.506484,-69.700895
loch-lomond,https://www.skiresort.info/ski-resort/loch-lomond/,"https://www.google.com/maps?q=48.293547663538675,-89.34664166192347",48.293547663538675,-89.34664166192347
bousquet,https://www.skiresort.info/ski-resort/bousquet/,"https://www.google.com/maps?q=42.418908,-73.277592",42.418908,-73.277592
mohawk-mountain,https://www.skiresort.info/ski-resort/mohawk-mountain/,"https://www.google.com/maps?q=41.836905,-73.315214",41.836905,-73.315214
mont-saint-bruno-saint-bruno-de-montarville,https://www.skiresort.info/ski-resort/mont-saint-bruno-saint-bruno-de-montarville/,"https://www.google.com/maps?q=45.55855,-73.33534",45.55855,-73.33534
snow-ridge,https://www.skiresort.info/ski-resort/snow-ridge/,"https://www.google.com/maps?q=43.64071345200063,-75.42136198289448",43.64071345200063,-75.42136198289448
gallix,https://www.skiresort.info/ski-resort/gallix/,"https://www.google.com/maps?q=50.17482,-66.710873",50.17482,-66.710873
porcupine-mountain,https://www.skiresort.info/ski-resort/porcupine-mountain/,"https://www.google.com/maps?q=46.817524453564374,-89.64945805869601",46.817524453564374,-89.64945805869601
alpine-valley-resort-elkhorn,https://www.skiresort.info/ski-resort/alpine-valley-resort-elkhorn/,"https://www.google.com/maps?q=42.735006,-88.428352",42.735006,-88.428352
hesperus-ski-area,https://www.skiresort.info/ski-resort/hesperus-ski-area/,"https://www.google.com/maps?q=37.29993,-108.05529",37.29993,-108.05529
afton-alps,https://www.skiresort.info/ski-resort/afton-alps/,"https://www.google.com/maps?q=44.857297,-92.788883",44.857297,-92.788883
mont-avalanche,https://www.skiresort.info/ski-resort/mont-avalanche/,"https://www.google.com/maps?q=45.969881,-74.346516",45.969881,-74.346516
spring-mountain,https://www.skiresort.info/ski-resort/spring-mountain/,"https://www.google.com/maps?q=40.271747,-75.450116",40.271747,-75.450116
fairmont-hot-springs,https://www.skiresort.info/ski-resort/fairmont-hot-springs/,"https://www.google.com/maps?q=50.33792643060149,-115.82706436514854",50.33792643060149,-115.82706436514854
mont-saint-mathieu,https://www.skiresort.info/ski-resort/mont-saint-mathieu/,"https://www.google.com/maps?q=48.154198,-69.009385",48.154198,-69.009385
white-hills,https://www.skiresort.info/ski-resort/white-hills/,"https://www.google.com/maps?q=48.16247835188538,-54.04724431059072",48.16247835188538,-54.04724431059072
silver-summit,https://www.skiresort.info/ski-resort/silver-summit/,"https://www.google.com/maps?q=53.89350537369352,-116.56763959431245",53.89350537369352,-116.56763959431245
hidden-valley-ab,https://www.skiresort.info/ski-resort/hidden-valley-ab/,"https://www.google.com/maps?q=49.656499,-110.261117",49.656499,-110.261117
roundtop,https://www.skiresort.info/ski-resort/roundtop/,"https://www.google.com/maps?q=40.109506,-76.926586",40.109506,-76.926586
mt-la-crosse,https://www.skiresort.info/ski-resort/mt-la-crosse/,"https://www.google.com/maps?q=43.743342,-91.183211",43.743342,-91.183211
mt-lemmon-ski-valley,https://www.skiresort.info/ski-resort/mt-lemmon-ski-valley/,"https://www.google.com/maps?q=32.447617,-110.781016",32.447617,-110.781016
mount-jamieson-timmins,https://www.skiresort.info/ski-resort/mount-jamieson-timmins/,"https://www.google.com/maps?q=48.534226,-81.540321",48.534226,-81.540321
sitzmark,https://www.skiresort.info/ski-resort/sitzmark/,"https://www.google.com/maps?q=48.86405,-119.164909",48.86405,-119.164909
norway-mountain,https://www.skiresort.info/ski-resort/norway-mountain/,"https://www.google.com/maps?q=45.794522,-87.868369",45.794522,-87.868369
mont-belu,https://www.skiresort.info/ski-resort/mont-belu/,"https://www.google.com/maps?q=48.323071,-70.839233",48.323071,-70.839233
las-vegas-ski-and-snowboard-resort-lee-canyon,https://www.skiresort.info/ski-resort/las-vegas-ski-and-snowboard-resort-lee-canyon/,"https://www.google.com/maps?q=36.303389,-115.679362",36.303389,-115.679362
mount-baldy-thunder-bay,https://www.skiresort.info/ski-resort/mount-baldy-thunder-bay/,"https://www.google.com/maps?q=48.524835,-89.127653",48.524835,-89.127653
cataloochee,https://www.skiresort.info/ski-resort/cataloochee/,"https://www.google.com/maps?q=35.562164,-83.089578",35.562164,-83.089578
laurel-mountain,https://www.skiresort.info/ski-resort/laurel-mountain/,"https://www.google.com/maps?q=40.163662,-79.166446",40.163662,-79.166446
welch-village,https://www.skiresort.info/ski-resort/welch-village/,"https://www.google.com/maps?q=44.559924,-92.730403",44.559924,-92.730403
caledon-ski-club,https://www.skiresort.info/ski-resort/caledon-ski-club/,"https://www.google.com/maps?q=43.801897,-80.011556",43.801897,-80.011556
