resort,url,maps_url,lat,lon,altitude,beg,int,adv,geometry
titcomb-mountain,https://www.skiresort.info/ski-resort/titcomb-mountain/,"https://www.google.com/maps?q=44.649925,-70.171443",44.649925,-70.171443,324.2077942,23.0,25.0,52.0,POINT (-70.17144378035782 44.64992627496444)
tamarack-resort,https://www.skiresort.info/ski-resort/tamarack-resort/,"https://www.google.com/maps?q=44.673212,-116.122260",44.673212,-116.12226,1985.652222,28.0,47.0,25.0,POINT (-116.12225942295352 44.67321237692241)
buck-hill-ski-area,https://www.skiresort.info/ski-resort/buck-hill-ski-area/,"https://www.google.com/maps?q=44.723677,-93.283024",44.723677,-93.283024,322.9354858,55.0,36.0,9.0,POINT (-93.28302500039844 44.72367546105969)
mt-holiday,https://www.skiresort.info/ski-resort/mt-holiday/,"https://www.google.com/maps?q=44.743033,-85.514247",44.743033,-85.514247,242.2288361,22.0,45.0,33.0,POINT (-85.51424890016169 44.743032492607306)
titus-mountain,https://www.skiresort.info/ski-resort/titus-mountain/,"https://www.google.com/maps?q=44.76320660487961,-74.23474593618467",44.7632066,-74.23474594,273.2634583,37.0,37.0,26.0,POINT (-74.23474690509634 44.76320818661457)
beartown,https://www.skiresort.info/ski-resort/beartown/,"https://www.google.com/maps?q=44.764355,-73.584460",44.764355,-73.58446,246.6522217,62.0,38.0,,POINT (-73.58446066003718 44.764356593697734)
eaton-mountain,https://www.skiresort.info/ski-resort/eaton-mountain/,"https://www.google.com/maps?q=44.767661,-69.618501",44.767661,-69.618501,244.6932678,75.0,25.0,,POINT (-69.61850186295848 44.76766189077486)
hermon-mountain,https://www.skiresort.info/ski-resort/hermon-mountain/,"https://www.google.com/maps?q=44.780186,-68.957127",44.780186,-68.957127,65.71356201,66.0,18.0,16.0,POINT (-68.95712698909792 44.78018532036197)
pinnacle-park-pittsfield,https://www.skiresort.info/ski-resort/pinnacle-park-pittsfield/,"https://www.google.com/maps?q=44.795865,-69.388140",44.795865,-69.38814,183.5459442,42.0,30.0,28.0,POINT (-69.38814099523422 44.7958652510925)
hardack-aldis-hill-st-albans,https://www.skiresort.info/ski-resort/hardack-aldis-hill-st-albans/,"https://www.google.com/maps?q=44.815296056688744,-73.06707554510294",44.81529606,-73.06707555,167.4766083,100.0,,,POINT (-73.06707542875535 44.81529882298233)
hyland-hills,https://www.skiresort.info/ski-resort/hyland-hills/,"https://www.google.com/maps?q=44.843263,-93.364134",44.843263,-93.364134,315.2384033,50.0,33.0,17.0,POINT (-93.36413392839916 44.84326147646692)
pinehurst-park-eau-claire,https://www.skiresort.info/ski-resort/pinehurst-park-eau-claire/,"https://www.google.com/maps?q=44.85296344224648,-91.45281490787794",44.85296344,-91.45281491,342.3616638,100.0,,,POINT (-91.45281929796857 44.8529620942623)
afton-alps,https://www.skiresort.info/ski-resort/afton-alps/,"https://www.google.com/maps?q=44.857297,-92.788883",44.857297,-92.788883,324.2003784,36.0,38.0,26.0,POINT (-92.78888274921204 44.857296462309776)
the-balsams,https://www.skiresort.info/ski-resort/the-balsams/,"https://www.google.com/maps?q=44.860744,-71.325919",44.860744,-71.325919,430.1047363,27.0,32.0,41.0,POINT (-71.32591826337433 44.860745296158925)
the-homestead-resort,https://www.skiresort.info/ski-resort/the-homestead-resort/,"https://www.google.com/maps?q=44.91633521305383,-85.96477941458403",44.91633521,-85.96477941,171.4203949,25.0,50.0,25.0,POINT (-85.96477870284362 44.91633595623708)
little-ski-hill,https://www.skiresort.info/ski-resort/little-ski-hill/,"https://www.google.com/maps?q=44.929101,-116.164289",44.929101,-116.164289,2101.467285,100.0,,,POINT (-116.16428849374627 44.92910111867032)
granite-peak-at-rib-mountain-state-park,https://www.skiresort.info/ski-resort/granite-peak-at-rib-mountain-state-park/,"https://www.google.com/maps?q=44.929393,-89.683864",44.929393,-89.683864,393.0180054,50.0,25.0,25.0,POINT (-89.68386584475286 44.929393013513476)
jay-peak,https://www.skiresort.info/ski-resort/jay-peak/,"https://www.google.com/maps?q=44.938861,-72.505903",44.938861,-72.505903,260.7736206,20.0,41.0,39.0,POINT (-72.50590246450838 44.938862865326534)
shanty-creek-resorts-schuss-mountain,https://www.skiresort.info/ski-resort/shanty-creek-resorts-schuss-mountain/,"https://www.google.com/maps?q=44.942186,-85.133018",44.942186,-85.133018,271.2694397,42.0,33.0,25.0,POINT (-85.13301806450268 44.9421848340391)
shanty-creek-resorts-summit-mountain,https://www.skiresort.info/ski-resort/shanty-creek-resorts-summit-mountain/,"https://www.google.com/maps?q=44.946094,-85.190830",44.946094,-85.19083,263.8448181,19.0,62.0,19.0,POINT (-85.19083028604152 44.94609301789413)
saddleback,https://www.skiresort.info/ski-resort/saddleback/,"https://www.google.com/maps?q=44.946892,-70.526025",44.946892,-70.526025,444.6167603,18.0,36.0,46.0,POINT (-70.52602530123406 44.946893147280036)
anthony-lakes-mountain-resort,https://www.skiresort.info/ski-resort/anthony-lakes-mountain-resort/,"https://www.google.com/maps?q=44.963917,-118.234736",44.963917,-118.234736,1063.820557,20.0,38.0,42.0,POINT (-118.23473262760024 44.9639181358991)
beartooth-basin,https://www.skiresort.info/ski-resort/beartooth-basin/,"https://www.google.com/maps?q=44.975442,-109.433085",44.975442,-109.433085,1827.071899,,40.0,60.0,POINT (-109.43307750916347 44.97543895875352)
brundage-mountain,https://www.skiresort.info/ski-resort/brundage-mountain/,"https://www.google.com/maps?q=45.004383,-116.15546",45.004383,-116.15546,2143.369873,20.0,50.0,30.0,POINT (-116.15545946896397 45.004383067042816)
otsego-gaylord,https://www.skiresort.info/ski-resort/otsego-gaylord/,"https://www.google.com/maps?q=45.035936,-84.649282",45.035936,-84.649282,267.3752747,42.0,30.0,28.0,POINT (-84.64928343231415 45.03593383436879)
treetops,https://www.skiresort.info/ski-resort/treetops/,"https://www.google.com/maps?q=45.037378,-84.585602",45.037378,-84.585602,264.7745972,7.0,43.0,50.0,POINT (-84.58560330865605 45.03737568400839)
sugarloaf,https://www.skiresort.info/ski-resort/sugarloaf/,"https://www.google.com/maps?q=45.053814,-70.310322",45.053814,-70.310322,454.2854919,23.0,34.0,43.0,POINT (-70.31032529290513 45.05381512593277)
boyne-mountain,https://www.skiresort.info/ski-resort/boyne-mountain/,"https://www.google.com/maps?q=45.164051,-84.93238",45.164051,-84.93238,264.6724243,29.0,41.0,30.0,POINT (-84.93238075217415 45.16404940556214)
red-lodge-mountain,https://www.skiresort.info/ski-resort/red-lodge-mountain/,"https://www.google.com/maps?q=45.190566,-109.336904",45.190566,-109.336904,1652.794678,17.0,46.0,37.0,POINT (-109.33690083935124 45.19056620278254)
challenge-mountain-walloon-lake,https://www.skiresort.info/ski-resort/challenge-mountain-walloon-lake/,"https://www.google.com/maps?q=45.23758692314916,-84.88060284794419",45.23758692,-84.88060285,255.4062347,75.0,25.0,,POINT (-84.88060344263174 45.23758537098139)
yellowstone-club,https://www.skiresort.info/ski-resort/yellowstone-club/,"https://www.google.com/maps?q=45.241393,-111.411737",45.241393,-111.411737,2265.653564,37.0,37.0,26.0,POINT (-111.41173275340199 45.241391162081875)
kettlebowl,https://www.skiresort.info/ski-resort/kettlebowl/,"https://www.google.com/maps?q=45.271773,-88.900065",45.271773,-88.900065,409.4216614,21.0,79.0,,POINT (-88.90006699117173 45.27177352404581)
ferguson-ridge,https://www.skiresort.info/ski-resort/ferguson-ridge/,"https://www.google.com/maps?q=45.28193939540548,-117.11270278924299",45.2819394,-117.1127028,1360.447388,40.0,40.0,20.0,POINT (-117.11270119623718 45.28194001438992)
big-sky-resort,https://www.skiresort.info/ski-resort/big-sky-resort/,"https://www.google.com/maps?q=45.28322096788464,-111.40130817890167",45.28322097,-111.4013082,2252.742432,22.0,28.0,50.0,POINT (-111.40130408981383 45.28321912268757)
mt-hood-skibowl,https://www.skiresort.info/ski-resort/mt-hood-skibowl/,"https://www.google.com/maps?q=45.300773,-121.7734",45.300773,-121.7734,988.758667,23.0,23.0,54.0,POINT (-121.7734011737545 45.30077737356601)
timberline-summit-pass,https://www.skiresort.info/ski-resort/timberline-summit-pass/,"https://www.google.com/maps?q=45.303324,-121.745765",45.303324,-121.745765,989.8406982,50.0,50.0,,POINT (-121.74576605870547 45.30332828180807)
paul-bunyan-ski-hill,https://www.skiresort.info/ski-resort/paul-bunyan-ski-hill/,"https://www.google.com/maps?q=45.32494580013346,-88.52433373827034",45.3249458,-88.52433374,353.6364136,67.0,33.0,,POINT (-88.5243391329605 45.32494753617416)
timberline,https://www.skiresort.info/ski-resort/timberline/,"https://www.google.com/maps?q=45.330953,-121.713493",45.330953,-121.713493,991.1704102,26.0,48.0,26.0,POINT (-121.713493742043 45.33095725374898)
mt-hood-meadows,https://www.skiresort.info/ski-resort/mt-hood-meadows/,"https://www.google.com/maps?q=45.333078,-121.665081",45.333078,-121.665081,993.175293,15.0,50.0,35.0,POINT (-121.66508149019043 45.33308229255179)
mt-mcsauba,https://www.skiresort.info/ski-resort/mt-mcsauba/,"https://www.google.com/maps?q=45.33590668855032,-85.24389963687106",45.33590669,-85.24389964,228.0488739,71.0,29.0,,POINT (-85.2438995962004 45.33590551315259)
powder-ridge,https://www.skiresort.info/ski-resort/powder-ridge/,"https://www.google.com/maps?q=45.342999,-94.305864",45.342999,-94.305864,343.8822021,49.0,37.0,14.0,POINT (-94.30586189363075 45.342997853753936)
trollhaugen,https://www.skiresort.info/ski-resort/trollhaugen/,"https://www.google.com/maps?q=45.350524,-92.618293",45.350524,-92.618293,317.7219849,51.0,31.0,18.0,POINT (-92.61829311806537 45.35052246717056)
mt-jefferson,https://www.skiresort.info/ski-resort/mt-jefferson/,"https://www.google.com/maps?q=45.357175,-68.283803",45.357175,-68.283803,176.0301819,32.0,42.0,26.0,POINT (-68.28380630341913 45.35717502177938)
petoskey-winter-sports-park,https://www.skiresort.info/ski-resort/petoskey-winter-sports-park/,"https://www.google.com/maps?q=45.375923929709856,-84.94405574040546",45.37592393,-84.94405574,242.2195435,100.0,,,POINT (-84.94405613109363 45.375922506868505)
cooper-spur,https://www.skiresort.info/ski-resort/cooper-spur/,"https://www.google.com/maps?q=45.412184,-121.60537",45.412184,-121.60537,996.3890991,40.0,40.0,20.0,POINT (-121.60536985884961 45.412188136228906)
maverick-mountain,https://www.skiresort.info/ski-resort/maverick-mountain/,"https://www.google.com/maps?q=45.434528,-113.127402",45.434528,-113.127402,1862.032349,30.0,40.0,30.0,POINT (-113.12740137442476 45.43452764659086)
the-highlands-at-harbor-springs,https://www.skiresort.info/ski-resort/the-highlands-at-harbor-springs/,"https://www.google.com/maps?q=45.470846,-84.937085",45.470846,-84.937085,231.9043579,40.0,30.0,30.0,POINT (-84.93708538713749 45.47084459170044)
nubs-nob-ski-area,https://www.skiresort.info/ski-resort/nubs-nob-ski-area/,"https://www.google.com/maps?q=45.471154,-84.904158",45.471154,-84.904158,231.436615,32.0,47.0,21.0,POINT (-84.90415841305311 45.4711525444948)
wild-mountain,https://www.skiresort.info/ski-resort/wild-mountain/,"https://www.google.com/maps?q=45.488700,-92.70586",45.4887,-92.70586,315.167572,23.0,33.0,44.0,POINT (-92.70586063693554 45.488699090759376)
big-squaw,https://www.skiresort.info/ski-resort/big-squaw/,"https://www.google.com/maps?q=45.506484,-69.700895",45.506484,-69.700895,448.6278381,37.0,37.0,26.0,POINT (-69.70089801949655 45.506483995842125)
christie-mountain,https://www.skiresort.info/ski-resort/christie-mountain/,"https://www.google.com/maps?q=45.50866118817977,-91.38033522948278",45.50866119,-91.38033523,365.6036072,50.0,27.0,23.0,POINT (-91.3803347523863 45.50866004909836)
camp-10,https://www.skiresort.info/ski-resort/camp-10/,"https://www.google.com/maps?q=45.550091,-89.503724",45.550091,-89.503724,462.2684631,18.0,36.0,46.0,POINT (-89.50372325962442 45.55009052137287)
lost-trail-powder-mountain,https://www.skiresort.info/ski-resort/lost-trail-powder-mountain/,"https://www.google.com/maps?q=45.691708,-113.953016",45.691708,-113.953016,1815.1604,30.0,50.0,20.0,POINT (-113.9530147985304 45.69170640900958)
spout-springs,https://www.skiresort.info/ski-resort/spout-springs/,"https://www.google.com/maps?q=45.759821,-118.050838",45.759821,-118.050838,1026.496094,31.0,52.0,17.0,POINT (-118.05083528381202 45.75982205081811)
norway-mountain,https://www.skiresort.info/ski-resort/norway-mountain/,"https://www.google.com/maps?q=45.794522,-87.868369",45.794522,-87.868369,324.9125061,31.0,44.0,25.0,POINT (-87.86836892038099 45.79452213759729)
bridger-bowl-bozeman,https://www.skiresort.info/ski-resort/bridger-bowl-bozeman/,"https://www.google.com/maps?q=45.817263,-110.897402",45.817263,-110.897402,2010.507446,28.0,37.0,35.0,POINT (-110.89740037097364 45.81726238681998)
pine-mountain,https://www.skiresort.info/ski-resort/pine-mountain/,"https://www.google.com/maps?q=45.838577,-88.089055",45.838577,-88.089055,365.1357117,26.0,58.0,16.0,POINT (-88.08905462169268 45.83857744124663)
andes-tower-hills,https://www.skiresort.info/ski-resort/andes-tower-hills/,"https://www.google.com/maps?q=45.85064050443734,-95.62988298120159",45.8506405,-95.62988298,371.9991455,55.0,40.0,5.0,POINT (-95.6298815416773 45.85063952251822)
john-melissa-besse-sports-park-gladstone,https://www.skiresort.info/ski-resort/john-melissa-besse-sports-park-gladstone/,"https://www.google.com/maps?q=45.86027694158428,-87.03855111039525",45.86027694,-87.03855111,214.9266052,83.0,17.0,,POINT (-87.03855143532205 45.860276980845256)
snowhaven,https://www.skiresort.info/ski-resort/snowhaven/,"https://www.google.com/maps?q=45.867713,-116.089581",45.867713,-116.089581,930.7156982,50.0,50.0,,POINT (-116.08957995528091 45.867713155026955)
keyes-peak,https://www.skiresort.info/ski-resort/keyes-peak/,"https://www.google.com/maps?q=45.895389045391155,-88.29941792814061",45.89538905,-88.29941793,408.0291138,100.0,,,POINT (-88.2994169934763 45.89538976845513)
ski-brule,https://www.skiresort.info/ski-resort/ski-brule/,"https://www.google.com/maps?q=46.029267,-88.701926",46.029267,-88.701926,478.6120911,27.0,53.0,20.0,POINT (-88.70192276770389 46.02926667936431)
cottonwood-butte,https://www.skiresort.info/ski-resort/cottonwood-butte/,"https://www.google.com/maps?q=46.075427,-116.452820",46.075427,-116.45282,876.4840698,2.0,54.0,44.0,POINT (-116.45281937844815 46.075427672148656)
bluewood,https://www.skiresort.info/ski-resort/bluewood/,"https://www.google.com/maps?q=46.08248726206212,-117.85102272726898",46.08248726,-117.8510227,1017.164124,27.0,46.0,27.0,POINT (-117.8510209677171 46.0824888242597)
discovery-ski-area,https://www.skiresort.info/ski-resort/discovery-ski-area/,"https://www.google.com/maps?q=46.249154,-113.237923",46.249154,-113.237923,1794.009888,28.0,26.0,46.0,POINT (-113.23792336066224 46.24915436475665)
hiawatha-rock-river-township,https://www.skiresort.info/ski-resort/hiawatha-rock-river-township/,"https://www.google.com/maps?q=46.358184,-86.881442",46.358184,-86.881442,122.9063644,60.0,40.0,,POINT (-86.88144244903873 46.358184044304664)
whitecap-mountains,https://www.skiresort.info/ski-resort/whitecap-mountains/,"https://www.google.com/maps?q=46.40864449383754,-90.39588628137093",46.40864449,-90.39588628,301.2975464,35.0,35.0,30.0,POINT (-90.39588336672149 46.40864258147346)
mount-ski-gull,https://www.skiresort.info/ski-resort/mount-ski-gull/,"https://www.google.com/maps?q=46.447227,-94.376454",46.447227,-94.376454,409.4263611,34.0,33.0,33.0,POINT (-94.37645145745172 46.447226097641334)
mt-zion-hill,https://www.skiresort.info/ski-resort/mt-zion-hill/,"https://www.google.com/maps?q=46.474117,-90.162224",46.474117,-90.162224,267.3054199,49.0,37.0,14.0,POINT (-90.1622206320131 46.47411510873208)
black-river-basin-snowriver-mountain-resort,https://www.skiresort.info/ski-resort/black-river-basin-snowriver-mountain-resort/,"https://www.google.com/maps?q=46.504171,-89.99866",46.504171,-89.99866,248.1086731,20.0,40.0,40.0,POINT (-89.9986587320129 46.5041699059195)
marquette-mountain,https://www.skiresort.info/ski-resort/marquette-mountain/,"https://www.google.com/maps?q=46.508077,-87.419163",46.508077,-87.419163,148.8603668,15.0,50.0,35.0,POINT (-87.41916315267268 46.50807698776233)
jackson-creek-summit-snowriver-mountain-resort,https://www.skiresort.info/ski-resort/jackson-creek-summit-snowriver-mountain-resort/,"https://www.google.com/maps?q=46.509093,-89.970963",46.509093,-89.970963,248.704422,20.0,30.0,50.0,POINT (-89.97096197160428 46.50909199776084)
big-powderhorn-mountain,https://www.skiresort.info/ski-resort/big-powderhorn-mountain/,"https://www.google.com/maps?q=46.509621,-90.094554",46.509621,-90.094554,248.6371613,35.0,35.0,30.0,POINT (-90.0945514057756 46.50961940793335)
al-quaal,https://www.skiresort.info/ski-resort/al-quaal/,"https://www.google.com/maps?q=46.51405671390757,-87.65588659598498",46.51405671,-87.6558866,186.5922852,50.0,50.0,,POINT (-87.655886521247 46.514056696363966)
bigrock-mountain,https://www.skiresort.info/ski-resort/bigrock-mountain/,"https://www.google.com/maps?q=46.52294,-67.829322",46.52294,-67.829322,226.2575378,10.0,70.0,20.0,POINT (-67.82932540937665 46.52293998542882)
bears-den-mountain-fort-ransom,https://www.skiresort.info/ski-resort/bears-den-mountain-fort-ransom/,"https://www.google.com/maps?q=46.531446012642625,-97.93609973109768",46.53144601,-97.93609973,405.6616516,50.0,50.0,,POINT (-97.93609736837455 46.531447060607704)
bald-mountain,https://www.skiresort.info/ski-resort/bald-mountain/,"https://www.google.com/maps?q=46.574771,-115.870896",46.574771,-115.870896,1223.662231,33.0,45.0,22.0,POINT (-115.8708952113706 46.57477229425528)
huff-hills,https://www.skiresort.info/ski-resort/huff-hills/,"https://www.google.com/maps?q=46.626780,-100.723701",46.62678,-100.723701,595.4552002,60.0,27.0,13.0,POINT (-100.72369686156469 46.62677784751447)
white-pass,https://www.skiresort.info/ski-resort/white-pass/,"https://www.google.com/maps?q=46.637548,-121.390064",46.637548,-121.390064,1154.742188,33.0,40.0,27.0,POINT (-121.3900626511332 46.63755128883937)
mont-du-lac,https://www.skiresort.info/ski-resort/mont-du-lac/,"https://www.google.com/maps?q=46.65189912161953,-92.28615118518228",46.65189912,-92.28615119,380.0561829,13.0,36.0,51.0,POINT (-92.2861510967752 46.65189787465056)
spirit-mountain,https://www.skiresort.info/ski-resort/spirit-mountain/,"https://www.google.com/maps?q=46.715772,-92.206541",46.715772,-92.206541,389.834259,36.0,46.0,18.0,POINT (-92.20654068377782 46.71577055140458)
quoggy-jo-ski-center-presque-isle,https://www.skiresort.info/ski-resort/quoggy-jo-ski-center-presque-isle/,"https://www.google.com/maps?q=46.722341,-67.929805",46.722341,-67.929805,225.3162537,100.0,,,POINT (-67.92980639394082 46.722341188810205)
great-divide,https://www.skiresort.info/ski-resort/great-divide/,"https://www.google.com/maps?q=46.752298,-112.312814",46.752298,-112.312814,1379.603638,20.0,40.0,40.0,POINT (-112.3128110782455 46.75229885669573)
adventure-mountain-greenland,https://www.skiresort.info/ski-resort/adventure-mountain-greenland/,"https://www.google.com/maps?q=46.771708,-89.090405",46.771708,-89.090405,247.3562012,40.0,60.0,,POINT (-89.09040511482557 46.771708026014636)
mt-ashwabay-salmo,https://www.skiresort.info/ski-resort/mt-ashwabay-salmo/,"https://www.google.com/maps?q=46.777119,-90.893838",46.777119,-90.893838,189.5431061,37.0,31.0,32.0,POINT (-90.89383634948574 46.77711710062624)
chester-bowl,https://www.skiresort.info/ski-resort/chester-bowl/,"https://www.google.com/maps?q=46.813206,-92.095682",46.813206,-92.095682,405.6118469,23.0,39.0,38.0,POINT (-92.09568087880167 46.81320474029083)
detroit-mountain,https://www.skiresort.info/ski-resort/detroit-mountain/,"https://www.google.com/maps?q=46.814208,-95.782006",46.814208,-95.782006,389.276825,50.0,50.0,,POINT (-95.78200593733004 46.814207521260684)
porcupine-mountain,https://www.skiresort.info/ski-resort/porcupine-mountain/,"https://www.google.com/maps?q=46.817524453564374,-89.64945805869601",46.81752445,-89.64945806,147.2483978,33.0,36.0,31.0,POINT (-89.64945800561472 46.81752391093676)
showdown,https://www.skiresort.info/ski-resort/showdown/,"https://www.google.com/maps?q=46.838728,-110.701409",46.838728,-110.701409,1887.637817,30.0,40.0,30.0,POINT (-110.7014047822721 46.83872700099237)
crystal-mountain-wa,https://www.skiresort.info/ski-resort/crystal-mountain-wa/,"https://www.google.com/maps?q=46.934635,-121.475235",46.934635,-121.475235,1124.817261,16.0,54.0,30.0,POINT (-121.47523734451376 46.93463462638675)
montana-snowbowl,https://www.skiresort.info/ski-resort/montana-snowbowl/,"https://www.google.com/maps?q=47.01491081161211,-114.00010197860728",47.01491081,-114.000102,1547.184814,16.0,39.0,45.0,POINT (-114.00009915919294 47.014913915861186)
mont-ripley,https://www.skiresort.info/ski-resort/mont-ripley/,"https://www.google.com/maps?q=47.127462,-88.561704",47.127462,-88.561704,140.9773254,29.0,32.0,39.0,POINT (-88.56170340175893 47.12746177181071)
lonesome-pine-trails-fort-kent,https://www.skiresort.info/ski-resort/lonesome-pine-trails-fort-kent/,"https://www.google.com/maps?q=47.245516,-68.594992",47.245516,-68.594992,320.3529663,22.0,35.0,43.0,POINT (-68.59499048658398 47.245515250221715)
meany-lodge,https://www.skiresort.info/ski-resort/meany-lodge/,"https://www.google.com/maps?q=47.278519,-121.318525",47.278519,-121.318525,1250.727905,50.0,50.0,,POINT (-121.31852559975094 47.278521228626616)
wenatchee-mission-ridge,https://www.skiresort.info/ski-resort/wenatchee-mission-ridge/,"https://www.google.com/maps?q=47.29181171211853,-120.39976092019921",47.29181171,-120.3997609,944.8956299,11.0,58.0,31.0,POINT (-120.39975608913048 47.29181306124655)
mt-bohemia,https://www.skiresort.info/ski-resort/mt-bohemia/,"https://www.google.com/maps?q=47.387097,-88.019978",47.387097,-88.019978,39.78770828,,23.0,77.0,POINT (-88.01997114436672 47.38709381646292)
the-summit-at-snoqualmie,https://www.skiresort.info/ski-resort/the-summit-at-snoqualmie/,"https://www.google.com/maps?q=47.424207,-121.416671",47.424207,-121.416671,1094.170044,19.0,49.0,32.0,POINT (-121.41667049158895 47.42420663929549)
sahalie-ski-club,https://www.skiresort.info/ski-resort/sahalie-ski-club/,"https://www.google.com/maps?q=47.43143,-121.416774",47.43143,-121.416774,1092.232666,78.0,22.0,,POINT (-121.41677344404006 47.43142953467391)
alpental,https://www.skiresort.info/ski-resort/alpental/,"https://www.google.com/maps?q=47.444868,-121.426390",47.444868,-121.42639,1076.713867,5.0,24.0,71.0,POINT (-121.42638936688103 47.444867299205875)
lookout-pass,https://www.skiresort.info/ski-resort/lookout-pass/,"https://www.google.com/maps?q=47.457232,-115.696936",47.457232,-115.696936,1225.768311,15.0,41.0,44.0,POINT (-115.69693350654306 47.4572329957985)
silver-mountain,https://www.skiresort.info/ski-resort/silver-mountain/,"https://www.google.com/maps?q=47.540756,-116.133376",47.540756,-116.133376,1100.220703,16.0,32.0,52.0,POINT (-116.13337357311718 47.54075684964101)
giants-ridge,https://www.skiresort.info/ski-resort/giants-ridge/,"https://www.google.com/maps?q=47.577734,-92.30478",47.577734,-92.30478,447.4679871,33.0,42.0,25.0,POINT (-92.30478094585224 47.57773389147339)
badger-mountain,https://www.skiresort.info/ski-resort/badger-mountain/,"https://www.google.com/maps?q=47.61213216014952,-120.1264641616122",47.61213216,-120.1264642,908.730835,40.0,47.0,13.0,POINT (-120.12646012275476 47.61213309944215)
leavenworth-ski-hill,https://www.skiresort.info/ski-resort/leavenworth-ski-hill/,"https://www.google.com/maps?q=47.614192,-120.668807",47.614192,-120.668807,1332.686279,100.0,,,POINT (-120.66880278922564 47.61419163609676)
buena-vista,https://www.skiresort.info/ski-resort/buena-vista/,"https://www.google.com/maps?q=47.658501,-94.878582",47.658501,-94.878582,388.6350708,19.0,54.0,27.0,POINT (-94.87858142412489 47.65850042223739)
lutsen-mountains,https://www.skiresort.info/ski-resort/lutsen-mountains/,"https://www.google.com/maps?q=47.663815749764886,-90.71366514492281",47.66381575,-90.71366514,365.8252258,21.0,47.0,32.0,POINT (-90.71365718353722 47.66381650517567)
cascade-powder-guides,https://www.skiresort.info/ski-resort/cascade-powder-guides/,"https://www.google.com/maps?q=47.710349,-121.162372",47.710349,-121.162372,1360.428101,,,,POINT (-121.16237037819988 47.71034773691793)
stevens-pass,https://www.skiresort.info/ski-resort/stevens-pass/,"https://www.google.com/maps?q=47.743836,-121.091588",47.743836,-121.091588,1448.738037,15.0,47.0,38.0,POINT (-121.09158620392115 47.743834676243665)
mt-spokane,https://www.skiresort.info/ski-resort/mt-spokane/,"https://www.google.com/maps?q=47.921722,-117.09534",47.921722,-117.09534,787.1824341,25.0,62.0,13.0,POINT (-117.09533567379233 47.92172388934524)
teton-pass,https://www.skiresort.info/ski-resort/teton-pass/,"https://www.google.com/maps?q=47.928529,-112.805879",47.928529,-112.805879,1609.837646,40.0,33.0,27.0,POINT (-112.80587530669536 47.92853140406933)
echo-valley-lake-chelan,https://www.skiresort.info/ski-resort/echo-valley-lake-chelan/,"https://www.google.com/maps?q=47.935933,-120.055767",47.935933,-120.055767,1163.003662,8.0,50.0,42.0,POINT (-120.05576368737705 47.9359339253142)
hurricane-ridge,https://www.skiresort.info/ski-resort/hurricane-ridge/,"https://www.google.com/maps?q=47.97060894089282,-123.494044885029",47.97060894,-123.4940449,446.6850281,4.0,61.0,35.0,POINT (-123.49404707084568 47.97060832728311)
blacktail-mountain,https://www.skiresort.info/ski-resort/blacktail-mountain/,"https://www.google.com/maps?q=48.02660191460039,-114.36576772254298",48.02660191,-114.3657677,1129.695679,19.0,64.0,17.0,POINT (-114.36576473900995 48.02660480773966)
bear-paw-ski-bowl,https://www.skiresort.info/ski-resort/bear-paw-ski-bowl/,"https://www.google.com/maps?q=48.164041,-109.670322",48.164041,-109.670322,945.9528809,30.0,60.0,10.0,POINT (-109.67031718966815 48.16404087632976)
49-degrees-north-mountain-resort,https://www.skiresort.info/ski-resort/49-degrees-north-mountain-resort/,"https://www.google.com/maps?q=48.301024,-117.56371",48.301024,-117.56371,1080.569336,29.0,40.0,31.0,POINT (-117.56370901323484 48.30102569575089)
schweitzer-mountain-resort,https://www.skiresort.info/ski-resort/schweitzer-mountain-resort/,"https://www.google.com/maps?q=48.368246,-116.623607",48.368246,-116.623607,1183.032593,21.0,42.0,37.0,POINT (-116.62360610398285 48.368247820025275)
loup-loup-ski-bowl,https://www.skiresort.info/ski-resort/loup-loup-ski-bowl/,"https://www.google.com/maps?q=48.393279,-119.911062",48.393279,-119.911062,1456.993408,27.0,46.0,27.0,POINT (-119.91106032026605 48.3932802933401)
whitefish-mountain-resort,https://www.skiresort.info/ski-resort/whitefish-mountain-resort/,"https://www.google.com/maps?q=48.484071,-114.353785",48.484071,-114.353785,1381.592651,21.0,50.0,29.0,POINT (-114.35378341727836 48.48407385168232)
north-cascade-heliskiing-mazama,https://www.skiresort.info/ski-resort/north-cascade-heliskiing-mazama/,"https://www.google.com/maps?q=48.596333,-120.442691",48.596333,-120.442691,1657.844238,,,,POINT (-120.44268925501505 48.59633345429422)
great-northern-powder-guides,https://www.skiresort.info/ski-resort/great-northern-powder-guides/,"https://www.google.com/maps?q=48.597804,-114.618692",48.597804,-114.618692,1434.792114,,,,POINT (-114.61869128153411 48.59780662425787)
turner-mountain,https://www.skiresort.info/ski-resort/turner-mountain/,"https://www.google.com/maps?q=48.60538238908755,-115.63026022457123",48.60538239,-115.6302602,1334.959839,15.0,40.0,45.0,POINT (-115.6302606398563 48.60538537823908)
mt-baker,https://www.skiresort.info/ski-resort/mt-baker/,"https://www.google.com/maps?q=48.861461,-121.654374",48.861461,-121.654374,1091.320313,20.0,48.0,32.0,POINT (-121.65437432885176 48.86146534926016)
