resort,url,maps_url,lat,lon,altitude,beg,int,adv,geometry
bear-creek-mountain-resort,https://www.skiresort.info/ski-resort/bear-creek-mountain-resort/,"https://www.google.com/maps?q=40.476172,-75.626509",40.476172,-75.626509,212.4966583,30.0,40.0,30.0,POINT (-75.62651034353466 40.476170631434094)
howelsen-hill-steamboat-springs,https://www.skiresort.info/ski-resort/howelsen-hill-steamboat-springs/,"https://www.google.com/maps?q=40.482381,-106.836677",40.482381,-106.836677,2748.606934,42.0,37.0,21.0,POINT (-106.83667555963221 40.48238045760081)
bowes-ski-hill-steamboat-springs,https://www.skiresort.info/ski-resort/bowes-ski-hill-steamboat-springs/,"https://www.google.com/maps?q=40.501853,-106.824117",40.501853,-106.824117,2738.178223,,100.0,,POINT (-106.82411555762235 40.501852432039186)
snowbird,https://www.skiresort.info/ski-resort/snowbird/,"https://www.google.com/maps?q=40.581069,-111.656408",40.581069,-111.656408,1770.218018,27.0,38.0,35.0,POINT (-111.6564057015946 40.581065582499654)
powderbird,https://www.skiresort.info/ski-resort/powderbird/,"https://www.google.com/maps?q=40.58419214756711,-111.65081557503343",40.58419215,-111.6508156,1775.51001,,,,POINT (-111.65081327886637 40.58418872978261)
alta,https://www.skiresort.info/ski-resort/alta/,"https://www.google.com/maps?q=40.58859040,-111.6388612",40.5885904,-111.6388612,1787.467651,15.0,30.0,55.0,POINT (-111.63885883532637 40.58858697328456)
brighton,https://www.skiresort.info/ski-resort/brighton/,"https://www.google.com/maps?q=40.597279,-111.584406",40.597279,-111.584406,1845.142944,21.0,40.0,39.0,POINT (-111.58440346360031 40.597275540702675)
solitude,https://www.skiresort.info/ski-resort/solitude/,"https://www.google.com/maps?q=40.623517,-111.59829",40.623517,-111.59829,1822.167114,10.0,40.0,50.0,POINT (-111.5982874733935 40.623513566549875)
deer-valley,https://www.skiresort.info/ski-resort/deer-valley/,"https://www.google.com/maps?q=40.63796042111,-111.478661658615",40.63796042,-111.4786617,1949.758057,40.0,42.0,18.0,POINT (-111.47865890537403 40.637956918346326)
snow-trails,https://www.skiresort.info/ski-resort/snow-trails/,"https://www.google.com/maps?q=40.672389,-82.500281",40.672389,-82.500281,271.6958313,28.0,53.0,19.0,POINT (-82.50028323399395 40.67239031032428)
park-city,https://www.skiresort.info/ski-resort/park-city/,"https://www.google.com/maps?q=40.687874,-111.547327",40.687874,-111.547327,1859.379883,8.0,42.0,50.0,POINT (-111.54732430434225 40.687870588801715)
utah-olympic-park,https://www.skiresort.info/ski-resort/utah-olympic-park/,"https://www.google.com/maps?q=40.711080,-111.563218",40.71108,-111.563218,1835.119629,,68.0,32.0,POINT (-111.56321531627282 40.711076611893745)
ruby-mountain,https://www.skiresort.info/ski-resort/ruby-mountain/,"https://www.google.com/maps?q=40.729991,-115.469852",40.729991,-115.469852,1837.449707,,,,POINT (-115.46985061707991 40.72999200759537)
woodward-park-city,https://www.skiresort.info/ski-resort/woodward-park-city/,"https://www.google.com/maps?q=40.753737,-111.584263",40.753737,-111.584263,1799.601074,60.0,40.0,,POINT (-111.58426030626634 40.7537336411177)
tussey-mountain,https://www.skiresort.info/ski-resort/tussey-mountain/,"https://www.google.com/maps?q=40.769522387297386,-77.75286830368721",40.76952239,-77.7528683,368.4231873,50.0,40.0,10.0,POINT (-77.7528690972879 40.76952188466706)
big-snow-american-dream,https://www.skiresort.info/ski-resort/big-snow-american-dream/,"https://www.google.com/maps?q=40.809339,-74.070994",40.809339,-74.070994,27.93882942,60.0,40.0,,POINT (-74.07099434874607 40.80933923402317)
blue-mountain,https://www.skiresort.info/ski-resort/blue-mountain/,"https://www.google.com/maps?q=40.820998,-75.513366",40.820998,-75.513366,275.6321106,56.0,33.0,11.0,POINT (-75.51336661234846 40.820997865011336)
elko-snobowl,https://www.skiresort.info/ski-resort/elko-snobowl/,"https://www.google.com/maps?q=40.908635,-115.854054",40.908635,-115.854054,1876.233643,50.0,50.0,,POINT (-115.85405206260842 40.90863563760217)
eagle-rock,https://www.skiresort.info/ski-resort/eagle-rock/,"https://www.google.com/maps?q=40.930164,-76.108315",40.930164,-76.108315,326.4576111,28.0,40.0,32.0,POINT (-76.10831571761395 40.93016369351747)
shawnee-mountain,https://www.skiresort.info/ski-resort/shawnee-mountain/,"https://www.google.com/maps?q=41.039594,-75.081071",41.039594,-75.081071,288.371521,22.0,50.0,28.0,POINT (-75.08107107916656 41.039593843390335)
big-boulder,https://www.skiresort.info/ski-resort/big-boulder/,"https://www.google.com/maps?q=41.049885675521715,-75.60022335050364",41.04988568,-75.60022335,328.2630615,60.0,20.0,20.0,POINT (-75.60022391175193 41.04988568493399)
camelback,https://www.skiresort.info/ski-resort/camelback/,"https://www.google.com/maps?q=41.050737,-75.355783",41.050737,-75.355783,310.9093323,59.0,32.0,9.0,POINT (-75.35578294120546 41.05073695880596)
campgaw-mountain,https://www.skiresort.info/ski-resort/campgaw-mountain/,"https://www.google.com/maps?q=41.059431,-74.195553",41.059431,-74.195553,74.9332428,77.0,23.0,,POINT (-74.1955534913265 41.05943091556998)
wasatch-peaks-ranch,https://www.skiresort.info/ski-resort/wasatch-peaks-ranch/,"https://www.google.com/maps?q=41.099989,-111.816592",41.099989,-111.816592,1504.126587,,,,POINT (-111.816589114952 41.099985691855245)
alpine-mountain-ski-snow-tubing-center,https://www.skiresort.info/ski-resort/alpine-mountain-ski-snow-tubing-center/,"https://www.google.com/maps?q=41.113002,-75.225942",41.113002,-75.225942,315.3963928,25.0,50.0,25.0,POINT (-75.22594202462287 41.11300196091057)
jack-frost-mountain,https://www.skiresort.info/ski-resort/jack-frost-mountain/,"https://www.google.com/maps?q=41.114086,-75.650243",41.114086,-75.650243,338.1846008,50.0,46.0,4.0,POINT (-75.65024355719731 41.11408603579404)
mountain-creek-vernon,https://www.skiresort.info/ski-resort/mountain-creek-vernon/,"https://www.google.com/maps?q=41.17821,-74.530832",41.17821,-74.530832,183.7734528,17.0,58.0,25.0,POINT (-74.53083205758716 41.17821043269864)
snowbasin,https://www.skiresort.info/ski-resort/snowbasin/,"https://www.google.com/maps?q=41.216532569162,-111.857333723758",41.21653257,-111.8573337,1496.866943,20.0,50.0,30.0,POINT (-111.8573308858272 41.216529370436234)
mount-peter,https://www.skiresort.info/ski-resort/mount-peter/,"https://www.google.com/maps?q=41.247047,-74.295009",41.247047,-74.295009,121.8662109,26.0,53.0,21.0,POINT (-74.29500943337102 41.24704736082339)
diamond-peaks,https://www.skiresort.info/ski-resort/diamond-peaks/,"https://www.google.com/maps?q=41.262002,-111.780095",41.262002,-111.780095,1577.351929,,,,POINT (-111.78009199607567 41.26199892080925)
boston-mills,https://www.skiresort.info/ski-resort/boston-mills/,"https://www.google.com/maps?q=41.264483,-81.565161",41.264483,-81.565161,263.0518494,34.0,33.0,33.0,POINT (-81.56516168369706 41.264485514566886)
brandywine,https://www.skiresort.info/ski-resort/brandywine/,"https://www.google.com/maps?q=41.285496,-81.555489",41.285496,-81.555489,260.1777344,50.0,35.0,15.0,POINT (-81.55548958901142 41.28549855175593)
nordic-valley,https://www.skiresort.info/ski-resort/nordic-valley/,"https://www.google.com/maps?q=41.309221,-111.864479",41.309221,-111.864479,1517.388794,26.0,42.0,32.0,POINT (-111.86447607673928 41.30921789755269)
mt-shasta-ski-park,https://www.skiresort.info/ski-resort/mt-shasta-ski-park/,"https://www.google.com/maps?q=41.320985,-122.204287",41.320985,-122.204287,1171.449829,22.0,35.0,43.0,POINT (-122.20428844351521 41.32098474466034)
green-mountain-brush-creek-ranch,https://www.skiresort.info/ski-resort/green-mountain-brush-creek-ranch/,"https://www.google.com/maps?q=41.331230784249115,-106.60612847232306",41.33123078,-106.6061285,2339.9375,12.0,59.0,29.0,POINT (-106.60612732819136 41.33122873186522)
snowy-range,https://www.skiresort.info/ski-resort/snowy-range/,"https://www.google.com/maps?q=41.340703,-106.18291",41.340703,-106.18291,2304.376221,27.0,55.0,18.0,POINT (-106.18290948075165 41.3407002200279)
montage-mountain-resort,https://www.skiresort.info/ski-resort/montage-mountain-resort/,"https://www.google.com/maps?q=41.35001,-75.661924",41.35001,-75.661924,361.3044739,21.0,42.0,37.0,POINT (-75.66192425897484 41.35000998710812)
powder-mountain,https://www.skiresort.info/ski-resort/powder-mountain/,"https://www.google.com/maps?q=41.383583,-111.776844",41.383583,-111.776844,1607.556641,25.0,40.0,35.0,POINT (-111.77684083850433 41.38358002094935)
mt-crescent,https://www.skiresort.info/ski-resort/mt-crescent/,"https://www.google.com/maps?q=41.39452132071175,-95.86165288635132",41.39452132,-95.86165289,331.6807861,40.0,40.0,20.0,POINT (-95.86165341048572 41.39452322881962)
victor-constant-west-point,https://www.skiresort.info/ski-resort/victor-constant-west-point/,"https://www.google.com/maps?q=41.395821155518085,-73.98371066084322",41.39582116,-73.98371066,36.52210617,9.0,71.0,20.0,POINT (-73.98371120815086 41.395821706054534)
snowstar,https://www.skiresort.info/ski-resort/snowstar/,"https://www.google.com/maps?q=41.425493,-90.749861",41.425493,-90.749861,193.4380341,14.0,37.0,49.0,POINT (-90.7498635159437 41.42549351872527)
powder-ridge-mountain-park-resort,https://www.skiresort.info/ski-resort/powder-ridge-mountain-park-resort/,"https://www.google.com/maps?q=41.501758,-72.737287",41.501758,-72.737287,129.2928925,46.0,36.0,18.0,POINT (-72.73728754761066 41.50175827804267)
thunder-ridge,https://www.skiresort.info/ski-resort/thunder-ridge/,"https://www.google.com/maps?q=41.508447,-73.584792",41.508447,-73.584792,86.05019379,43.0,24.0,33.0,POINT (-73.58479227048716 41.50844726593188)
yawgoo-valley,https://www.skiresort.info/ski-resort/yawgoo-valley/,"https://www.google.com/maps?q=41.517298,-71.527217",41.517298,-71.527217,35.63191605,60.0,40.0,,POINT (-71.52721667470098 41.517297464867454)
sawmill-mountain-resort,https://www.skiresort.info/ski-resort/sawmill-mountain-resort/,"https://www.google.com/maps?q=41.518531,-77.289945",41.518531,-77.289945,425.9000854,20.0,57.0,23.0,POINT (-77.28994492077331 41.51853086263825)
big-bear-at-masthope-mountain,https://www.skiresort.info/ski-resort/big-bear-at-masthope-mountain/,"https://www.google.com/maps?q=41.527684,-75.018956",41.527684,-75.018956,420.6670532,42.0,30.0,28.0,POINT (-75.01895526734408 41.52768386517252)
alpine-valley-ohio,https://www.skiresort.info/ski-resort/alpine-valley-ohio/,"https://www.google.com/maps?q=41.529181,-81.259547",41.529181,-81.259547,229.3041534,46.0,46.0,8.0,POINT (-81.25954672877654 41.529183771799694)
mt-southington,https://www.skiresort.info/ski-resort/mt-southington/,"https://www.google.com/maps?q=41.582116,-72.925433",41.582116,-72.925433,170.2888336,34.0,52.0,14.0,POINT (-72.9254335821608 41.582116276262624)
sleepy-hollow-sports-park-des-moines,https://www.skiresort.info/ski-resort/sleepy-hollow-sports-park-des-moines/,"https://www.google.com/maps?q=41.588595,-93.533212",41.588595,-93.533212,320.046051,100.0,,,POINT (-93.53321366598219 41.588596250375595)
woodbury,https://www.skiresort.info/ski-resort/woodbury/,"https://www.google.com/maps?q=41.590488,-73.25545",41.590488,-73.25545,144.7741547,37.0,36.0,27.0,POINT (-73.25545041346405 41.590488532262334)
holiday-mountain-ny,https://www.skiresort.info/ski-resort/holiday-mountain-ny/,"https://www.google.com/maps?q=41.627768,-74.612934",41.627768,-74.612934,293.0282288,25.0,50.0,25.0,POINT (-74.61293427505211 41.62776882858079)
big-creek-ski-area,https://www.skiresort.info/ski-resort/big-creek-ski-area/,"https://www.google.com/maps?q=41.646536,-81.183224",41.646536,-81.183224,211.3755188,30.0,30.0,40.0,POINT (-81.1832243002676 41.64653865831863)
rocking-horse-ranch,https://www.skiresort.info/ski-resort/rocking-horse-ranch/,"https://www.google.com/maps?q=41.691208,-74.016472",41.691208,-74.016472,52.84788132,100.0,,,POINT (-74.01647230097554 41.691208554663724)
elk-mountain,https://www.skiresort.info/ski-resort/elk-mountain/,"https://www.google.com/maps?q=41.72266649884576,-75.55303593338805",41.7226665,-75.55303593,410.1414795,20.0,53.0,27.0,POINT (-75.55303604557346 41.72266683492408)
villa-roma,https://www.skiresort.info/ski-resort/villa-roma/,"https://www.google.com/maps?q=41.76115184406514,-74.97347925444633",41.76115184,-74.97347925,477.0126648,100.0,,,POINT (-74.97347962647714 41.76115274775822)
denton-hill-state-park,https://www.skiresort.info/ski-resort/denton-hill-state-park/,"https://www.google.com/maps?q=41.77496,-77.828898",41.77496,-77.828898,592.5042114,50.0,25.0,25.0,POINT (-77.82889805695636 41.77496011236611)
four-lakes,https://www.skiresort.info/ski-resort/four-lakes/,"https://www.google.com/maps?q=41.781580948422736,-88.08363723737237",41.78158095,-88.08363724,216.4600067,100.0,,,POINT (-88.08363980726004 41.781581729454864)
mohawk-mountain,https://www.skiresort.info/ski-resort/mohawk-mountain/,"https://www.google.com/maps?q=41.836905,-73.315214",41.836905,-73.315214,197.0516357,37.0,26.0,37.0,POINT (-73.31521433999622 41.836905334533164)
mount-pleasant,https://www.skiresort.info/ski-resort/mount-pleasant/,"https://www.google.com/maps?q=41.852032,-80.071592",41.852032,-80.071592,362.1378479,40.0,40.0,20.0,POINT (-80.07159174301836 41.85203355831293)
sundown,https://www.skiresort.info/ski-resort/sundown/,"https://www.google.com/maps?q=41.884752313873726,-72.945872989207",41.88475231,-72.94587299,272.8355408,47.0,24.0,29.0,POINT (-72.9458735450369 41.88475261915683)
cherry-peak,https://www.skiresort.info/ski-resort/cherry-peak/,"https://www.google.com/maps?q=41.926055,-111.757151",41.926055,-111.757151,1736.956909,25.0,50.0,25.0,POINT (-111.75714727156789 41.92605299906188)
swiss-valley,https://www.skiresort.info/ski-resort/swiss-valley/,"https://www.google.com/maps?q=41.952785260466236,-85.82630889428636",41.95278526,-85.82630889,276.8579102,61.0,22.0,17.0,POINT (-85.8263121705023 41.952785017782666)
beaver-mountain,https://www.skiresort.info/ski-resort/beaver-mountain/,"https://www.google.com/maps?q=41.968527,-111.541757",41.968527,-111.541757,1818.863892,33.0,40.0,27.0,POINT (-111.54175441180078 41.96852483756146)
villa-olivia-bartlett,https://www.skiresort.info/ski-resort/villa-olivia-bartlett/,"https://www.google.com/maps?q=42.014228,-88.223057",42.014228,-88.223057,219.5921783,14.0,43.0,43.0,POINT (-88.22305996530767 42.014228784401205)
seven-oaks,https://www.skiresort.info/ski-resort/seven-oaks/,"https://www.google.com/maps?q=42.03042,-93.953663",42.03042,-93.953663,328.8192444,37.0,49.0,14.0,POINT (-93.95366792651825 42.0304175464426)
peekn-peak,https://www.skiresort.info/ski-resort/peekn-peak/,"https://www.google.com/maps?q=42.06378669829433,-79.73652917463855",42.0637867,-79.73652917,391.9365845,19.0,59.0,22.0,POINT (-79.73652756416882 42.06378796602039)
mt-ashland,https://www.skiresort.info/ski-resort/mt-ashland/,"https://www.google.com/maps?q=42.081313,-122.704933",42.081313,-122.704933,1374.637451,8.0,54.0,38.0,POINT (-122.70493607540651 42.08131040816694)
pine-creek,https://www.skiresort.info/ski-resort/pine-creek/,"https://www.google.com/maps?q=42.103224,-110.82841",42.103224,-110.82841,1975.46167,25.0,44.0,31.0,POINT (-110.82840834675876 42.103221167279465)
polar-peak,https://www.skiresort.info/ski-resort/polar-peak/,"https://www.google.com/maps?q=42.125137,-73.693007",42.125137,-73.693007,165.9174805,53.0,26.0,21.0,POINT (-73.69300596951489 42.12513731464107)
belleayre-mountain,https://www.skiresort.info/ski-resort/belleayre-mountain/,"https://www.google.com/maps?q=42.140589,-74.501476",42.140589,-74.501476,292.0869141,25.0,55.0,20.0,POINT (-74.50147628554687 42.14058987062587)
plumtree-fawnridge-lake-carroll,https://www.skiresort.info/ski-resort/plumtree-fawnridge-lake-carroll/,"https://www.google.com/maps?q=42.16875016110073,-89.88981076298381",42.16875016,-89.88981076,233.7839966,100.0,,,POINT (-89.8898114373354 42.168751177373025)
catamount,https://www.skiresort.info/ski-resort/catamount/,"https://www.google.com/maps?q=42.168912,-73.477389",42.168912,-73.477389,239.1472015,53.0,27.0,20.0,POINT (-73.47738882835941 42.16891189084946)
butternut,https://www.skiresort.info/ski-resort/butternut/,"https://www.google.com/maps?q=42.182745,-73.319493",42.182745,-73.319493,289.6149902,20.0,60.0,20.0,POINT (-73.3194933801734 42.182744834216926)
magic-mountain-resort,https://www.skiresort.info/ski-resort/magic-mountain-resort/,"https://www.google.com/maps?q=42.18714258372485,-114.2859563177613",42.18714258,-114.2859563,1626.683472,29.0,33.0,38.0,POINT (-114.28595608458149 42.18714236482384)
blandford,https://www.skiresort.info/ski-resort/blandford/,"https://www.google.com/maps?q=42.194395,-72.911985",42.194395,-72.911985,371.4457092,40.0,40.0,20.0,POINT (-72.91198543268169 42.19439522269623)
otis-ridge,https://www.skiresort.info/ski-resort/otis-ridge/,"https://www.google.com/maps?q=42.196152,-73.098212",42.196152,-73.098212,359.6903381,32.0,41.0,27.0,POINT (-73.098212577848 42.19615196181339)
hunter-mountain,https://www.skiresort.info/ski-resort/hunter-mountain/,"https://www.google.com/maps?q=42.204298,-74.211836",42.204298,-74.211836,173.2521362,34.0,32.0,34.0,POINT (-74.21183608181794 42.20429873852919)
blue-hills,https://www.skiresort.info/ski-resort/blue-hills/,"https://www.google.com/maps?q=42.214719541505644,-71.11901997572025",42.21471954,-71.11901998,49.35946655,50.0,33.0,17.0,POINT (-71.11901912047627 42.214719749286004)
warner-canyon-lakeview,https://www.skiresort.info/ski-resort/warner-canyon-lakeview/,"https://www.google.com/maps?q=42.236927518722524,-120.29580245409582",42.23692752,-120.2958025,1543.413818,24.0,16.0,60.0,POINT (-120.29580228508534 42.23692860150261)
holiday-valley,https://www.skiresort.info/ski-resort/holiday-valley/,"https://www.google.com/maps?q=42.261518,-78.668675",42.261518,-78.668675,461.7374573,33.0,27.0,40.0,POINT (-78.66867449688651 42.26151913135217)
cockaigne,https://www.skiresort.info/ski-resort/cockaigne/,"https://www.google.com/maps?q=42.265348,-79.163439",42.265348,-79.163439,398.0641174,45.0,37.0,18.0,POINT (-79.16343835151604 42.26534820952605)
holimont,https://www.skiresort.info/ski-resort/holimont/,"https://www.google.com/maps?q=42.272943,-78.688309",42.272943,-78.688309,454.8517151,20.0,30.0,50.0,POINT (-78.6883085217984 42.27294415317375)
plattekill,https://www.skiresort.info/ski-resort/plattekill/,"https://www.google.com/maps?q=42.290143,-74.653978",42.290143,-74.653978,326.9545288,27.0,37.0,36.0,POINT (-74.65397840290447 42.290144032938336)
windham-mountain,https://www.skiresort.info/ski-resort/windham-mountain/,"https://www.google.com/maps?q=42.297955,-74.257908",42.297955,-74.257908,193.3520508,43.0,35.0,22.0,POINT (-74.25790810176726 42.297955877726174)
ward-hill-shrewsbury,https://www.skiresort.info/ski-resort/ward-hill-shrewsbury/,"https://www.google.com/maps?q=42.301165,-71.682852",42.301165,-71.682852,157.2843933,28.0,47.0,25.0,POINT (-71.68285081668792 42.30116504826624)
pomerelle,https://www.skiresort.info/ski-resort/pomerelle/,"https://www.google.com/maps?q=42.317658,-113.608273",42.317658,-113.608273,1456.266968,28.0,46.0,26.0,POINT (-113.60827217101962 42.317657555439176)
chestnut-mountain,https://www.skiresort.info/ski-resort/chestnut-mountain/,"https://www.google.com/maps?q=42.31960517394443,-90.4017078224654",42.31960517,-90.40170782,254.6291046,33.0,50.0,17.0,POINT (-90.40170818456708 42.31960570642506)
timber-ridge,https://www.skiresort.info/ski-resort/timber-ridge/,"https://www.google.com/maps?q=42.39182448932042,-85.78130835175877",42.39182449,-85.78130835,244.6054535,37.0,49.0,14.0,POINT (-85.78131300298774 42.39182448661462)
bousquet,https://www.skiresort.info/ski-resort/bousquet/,"https://www.google.com/maps?q=42.418908,-73.277592",42.418908,-73.277592,373.1686707,37.0,26.0,37.0,POINT (-73.27759261297676 42.41890810024543)
bittersweet,https://www.skiresort.info/ski-resort/bittersweet/,"https://www.google.com/maps?q=42.46684,-85.758969",42.46684,-85.758969,238.9040222,43.0,43.0,14.0,POINT (-85.7589735133597 42.46684015088731)
swain,https://www.skiresort.info/ski-resort/swain/,"https://www.google.com/maps?q=42.476054,-77.856133",42.476054,-77.856133,455.9815063,29.0,38.0,33.0,POINT (-77.85613072152218 42.476056251557914)
wilmot-mountain,https://www.skiresort.info/ski-resort/wilmot-mountain/,"https://www.google.com/maps?q=42.498745,-88.188647",42.498745,-88.188647,226.7613983,35.0,40.0,25.0,POINT (-88.18864933756572 42.498744287817665)
wachusett-mountain,https://www.skiresort.info/ski-resort/wachusett-mountain/,"https://www.google.com/maps?q=42.502031,-71.88679",42.502031,-71.88679,230.8289032,30.0,40.0,30.0,POINT (-71.88678820135125 42.50203126332436)
greek-peak,https://www.skiresort.info/ski-resort/greek-peak/,"https://www.google.com/maps?q=42.507708,-76.145455",42.507708,-76.145455,281.4632568,47.0,21.0,32.0,POINT (-76.14545464525114 42.50770961111454)
sundown-mountain-resort,https://www.skiresort.info/ski-resort/sundown-mountain-resort/,"https://www.google.com/maps?q=42.51537835972602,-90.8211580922557",42.51537836,-90.82115809,278.4266052,41.0,50.0,9.0,POINT (-90.82115417319123 42.51537826537972)
mt-brighton,https://www.skiresort.info/ski-resort/mt-brighton/,"https://www.google.com/maps?q=42.541202,-83.810426",42.541202,-83.810426,237.8682861,16.0,57.0,27.0,POINT (-83.81043247131474 42.54120208908815)
nashoba-valley,https://www.skiresort.info/ski-resort/nashoba-valley/,"https://www.google.com/maps?q=42.541845,-71.445039",42.541845,-71.445039,134.6596985,17.0,52.0,31.0,POINT (-71.44503904366977 42.541845450465765)
jiminy-peak,https://www.skiresort.info/ski-resort/jiminy-peak/,"https://www.google.com/maps?q=42.554926,-73.29081",42.554926,-73.29081,409.3187561,45.0,22.0,33.0,POINT (-73.29081052121391 42.554926266070424)
kissing-bridge,https://www.skiresort.info/ski-resort/kissing-bridge/,"https://www.google.com/maps?q=42.599492,-78.653726",42.599492,-78.653726,344.7320557,25.0,27.0,48.0,POINT (-78.653725162524 42.59949366666663)
grand-geneva,https://www.skiresort.info/ski-resort/grand-geneva/,"https://www.google.com/maps?q=42.611291,-88.385897",42.611291,-88.385897,234.3180542,67.0,11.0,22.0,POINT (-88.38589922805781 42.6112900269275)
berkshire-east,https://www.skiresort.info/ski-resort/berkshire-east/,"https://www.google.com/maps?q=42.621273,-72.876504",42.621273,-72.876504,506.7426453,46.0,31.0,23.0,POINT (-72.87650392088155 42.62127326852656)
mount-greylock-south-williamstown,https://www.skiresort.info/ski-resort/mount-greylock-south-williamstown/,"https://www.google.com/maps?q=42.634058,-73.214870",42.634058,-73.21487,461.7456665,24.0,62.0,14.0,POINT (-73.21487042830346 42.634058277642076)
hunt-hollow-ski-club,https://www.skiresort.info/ski-resort/hunt-hollow-ski-club/,"https://www.google.com/maps?q=42.645466,-77.478225",42.645466,-77.478225,344.6202698,40.0,40.0,20.0,POINT (-77.47822288713553 42.64546832430947)
alpine-valley-white-lake,https://www.skiresort.info/ski-resort/alpine-valley-white-lake/,"https://www.google.com/maps?q=42.653043,-83.523445",42.653043,-83.523445,232.6303711,41.0,28.0,31.0,POINT (-83.5234532220808 42.653043390943935)
buffalo,https://www.skiresort.info/ski-resort/buffalo/,"https://www.google.com/maps?q=42.68182308518426,-78.69140136867273",42.68182309,-78.69140137,311.419281,46.0,36.0,18.0,POINT (-78.69140052955069 42.681824756666636)
alpine-valley-resort-elkhorn,https://www.skiresort.info/ski-resort/alpine-valley-resort-elkhorn/,"https://www.google.com/maps?q=42.735006,-88.428352",42.735006,-88.428352,237.8242645,37.0,37.0,26.0,POINT (-88.42835431363953 42.73500461634889)
labrador-mountain,https://www.skiresort.info/ski-resort/labrador-mountain/,"https://www.google.com/maps?q=42.740758,-76.030168",42.740758,-76.030168,233.4072266,36.0,35.0,29.0,POINT (-76.03016773450264 42.74075943841244)
bradford,https://www.skiresort.info/ski-resort/bradford/,"https://www.google.com/maps?q=42.744172,-71.056286",42.744172,-71.056286,47.06584167,37.0,37.0,26.0,POINT (-71.0562871092643 42.74417243193096)
bristol-mountain,https://www.skiresort.info/ski-resort/bristol-mountain/,"https://www.google.com/maps?q=42.744885,-77.405104",42.744885,-77.405104,297.6080322,30.0,50.0,20.0,POINT (-77.40510222238764 42.74488733777057)
pine-knob,https://www.skiresort.info/ski-resort/pine-knob/,"https://www.google.com/maps?q=42.745259,-83.369223",42.745259,-83.369223,234.3567963,20.0,50.0,30.0,POINT (-83.36923189007827 42.745259274081484)
hogadon-ski-area,https://www.skiresort.info/ski-resort/hogadon-ski-area/,"https://www.google.com/maps?q=42.749556,-106.343786",42.749556,-106.343786,1813.878418,38.0,32.0,30.0,POINT (-106.34378048876486 42.749551870687526)
song-mountain,https://www.skiresort.info/ski-resort/song-mountain/,"https://www.google.com/maps?q=42.773380,-76.157999",42.77338,-76.157999,229.611145,35.0,46.0,19.0,POINT (-76.15799867746901 42.773381563411164)
pebble-creek,https://www.skiresort.info/ski-resort/pebble-creek/,"https://www.google.com/maps?q=42.778872,-112.158907",42.778872,-112.158907,1658.348633,32.0,47.0,21.0,POINT (-112.15890306341676 42.77887008770193)
maple-ski-ridge,https://www.skiresort.info/ski-resort/maple-ski-ridge/,"https://www.google.com/maps?q=42.81669054567469,-74.02967910932861",42.81669055,-74.02967911,196.3108521,21.0,58.0,21.0,POINT (-74.02967897993838 42.81669166797656)
toggenburg-ski-center,https://www.skiresort.info/ski-resort/toggenburg-ski-center/,"https://www.google.com/maps?q=42.825648,-75.960042",42.825648,-75.960042,219.4165649,39.0,24.0,37.0,POINT (-75.96004168562405 42.82564939722598)
mt-holly,https://www.skiresort.info/ski-resort/mt-holly/,"https://www.google.com/maps?q=42.830722668518945,-83.56489359431",42.83072267,-83.56489359,237.16922,14.0,36.0,50.0,POINT (-83.56490174117701 42.83072223432903)
living-memorial-park-brattleboro,https://www.skiresort.info/ski-resort/living-memorial-park-brattleboro/,"https://www.google.com/maps?q=42.847890,-72.585845",42.84789,-72.585845,496.8717041,100.0,,,POINT (-72.58584496808184 42.84789033781506)
the-rock-snowpark,https://www.skiresort.info/ski-resort/the-rock-snowpark/,"https://www.google.com/maps?q=42.92000774690757,-88.01603616727586",42.92000775,-88.01603617,228.303009,39.0,38.0,23.0,POINT (-88.01603986260773 42.92000477245163)
haystack-mountain-the-hermitage-club,https://www.skiresort.info/ski-resort/haystack-mountain-the-hermitage-club/,"https://www.google.com/maps?q=42.923423,-72.895763",42.923423,-72.895763,613.2310181,29.0,49.0,22.0,POINT (-72.89576265639745 42.92342356153663)
mount-snow,https://www.skiresort.info/ski-resort/mount-snow/,"https://www.google.com/maps?q=42.966814,-72.89485",42.966814,-72.89485,627.5233765,10.0,77.0,13.0,POINT (-72.89484960874404 42.96681463243064)
granite-gorge,https://www.skiresort.info/ski-resort/granite-gorge/,"https://www.google.com/maps?q=42.970635,-72.212133",42.970635,-72.212133,415.4725952,50.0,33.0,17.0,POINT (-72.21213414353443 42.97063670030541)
cazenovia,https://www.skiresort.info/ski-resort/cazenovia/,"https://www.google.com/maps?q=42.976909,-75.852665",42.976909,-75.852665,191.1867828,26.0,30.0,44.0,POINT (-75.85266454999275 42.97691037519619)
white-pine-pinedale,https://www.skiresort.info/ski-resort/white-pine-pinedale/,"https://www.google.com/maps?q=42.977325,-109.75792",42.977325,-109.75792,2185.422852,32.0,22.0,46.0,POINT (-109.7579175013283 42.977319571740246)
mcintyre,https://www.skiresort.info/ski-resort/mcintyre/,"https://www.google.com/maps?q=43.006085,-71.440863",43.006085,-71.440863,175.3530884,83.0,17.0,,POINT (-71.44086456516987 43.00608791958061)
crotched-mountain,https://www.skiresort.info/ski-resort/crotched-mountain/,"https://www.google.com/maps?q=43.011316,-71.877515",43.011316,-71.877515,315.7561646,31.0,50.0,19.0,POINT (-71.87751555134506 43.01131828507596)
