resort,url,maps_url,lat,lon,altitude
pats-peak,https://www.skiresort.info/ski-resort/pats-peak/,"https://www.google.com/maps?q=43.163171,-71.796016",43.163171,-71.796016,293.5978088378906
mont-orignal-lac-etchemin,https://www.skiresort.info/ski-resort/mont-orignal-lac-etchemin/,"https://www.google.com/maps?q=46.410928,-70.581499",46.410928,-70.581499,343.791748046875
wachusett-mountain,https://www.skiresort.info/ski-resort/wachusett-mountain/,"https://www.google.com/maps?q=42.502031,-71.88679",42.502031,-71.88679,230.8289031982422
titus-mountain,https://www.skiresort.info/ski-resort/titus-mountain/,"https://www.google.com/maps?q=44.76320660487961,-74.23474593618467",44.76320660487961,-74.23474593618467,273.2634582519531
sugar-mountain,https://www.skiresort.info/ski-resort/sugar-mountain/,"https://www.google.com/maps?q=36.130154,-81.859834",36.130154,-81.859834,966.2412719726562
granby-ranch,https://www.skiresort.info/ski-resort/granby-ranch/,"https://www.google.com/maps?q=40.044327,-105.905419",40.044327,-105.905419,2700.263916015625
magic-mountain,https://www.skiresort.info/ski-resort/magic-mountain/,"https://www.google.com/maps?q=43.202075,-72.771769",43.202075,-72.771769,571.6073608398438
diamond-peak,https://www.skiresort.info/ski-resort/diamond-peak/,"https://www.google.com/maps?q=39.25394,-119.922981",39.25394,-119.922981,1841.755126953125
mt-shasta-ski-park,https://www.skiresort.info/ski-resort/mt-shasta-ski-park/,"https://www.google.com/maps?q=41.320985,-122.204287",41.320985,-122.204287,1171.4498291015625
pajarito-mountain,https://www.skiresort.info/ski-resort/pajarito-mountain/,"https://www.google.com/maps?q=35.893632,-106.388338",35.893632,-106.388338,1937.656005859375
cape-smokey,https://www.skiresort.info/ski-resort/cape-smokey/,"https://www.google.com/maps?q=46.627455,-60.421375",46.627455,-60.421375,-77.55377960205078
alpine-ski-club-collingwood,https://www.skiresort.info/ski-resort/alpine-ski-club-collingwood/,"https://www.google.com/maps?q=44.522596,-80.348897",44.522596,-80.348897,226.53671264648438
fortress-mountain,https://www.skiresort.info/ski-resort/fortress-mountain/,"https://www.google.com/maps?q=50.81971,-115.197659",50.81971,-115.197659,1714.7545166015625
maverick-mountain,https://www.skiresort.info/ski-resort/maverick-mountain/,"https://www.google.com/maps?q=45.434528,-113.127402",45.434528,-113.127402,1862.0323486328125
boreal,https://www.skiresort.info/ski-resort/boreal/,"https://www.google.com/maps?q=39.335787,-120.35059",39.335787,-120.35059,1498.4619140625
soldier-mountain,https://www.skiresort.info/ski-resort/soldier-mountain/,"https://www.google.com/maps?q=43.484664,-114.829039",43.484664,-114.829039,1825.4517822265625
shames-mountain,https://www.skiresort.info/ski-resort/shames-mountain/,"https://www.google.com/maps?q=54.485161,-128.953253",54.485161,-128.953253,671.5421752929688
mountain-high-east,https://www.skiresort.info/ski-resort/mountain-high-east/,"https://www.google.com/maps?q=34.371956,-117.676581",34.371956,-117.676581,627.1488037109375
cooper,https://www.skiresort.info/ski-resort/cooper/,"https://www.google.com/maps?q=39.359856,-106.300793",39.359856,-106.300793,2919.1025390625
belleayre-mountain,https://www.skiresort.info/ski-resort/belleayre-mountain/,"https://www.google.com/maps?q=42.140589,-74.501476",42.140589,-74.501476,292.0869140625
mont-sutton,https://www.skiresort.info/ski-resort/mont-sutton/,"https://www.google.com/maps?q=45.104194,-72.561575",45.104194,-72.561575,213.57516479492188
sunlight-mountain,https://www.skiresort.info/ski-resort/sunlight-mountain/,"https://www.google.com/maps?q=39.400418643839544,-107.33943657860021",39.40041864383954,-107.3394365786002,2915.216796875
powder-king,https://www.skiresort.info/ski-resort/powder-king/,"https://www.google.com/maps?q=55.364301747939926,-122.61248648372985",55.364301747939926,-122.61248648372984,993.16357421875
mt-baker,https://www.skiresort.info/ski-resort/mt-baker/,"https://www.google.com/maps?q=48.861461,-121.654374",48.861461,-121.654374,1091.3203125
holimont,https://www.skiresort.info/ski-resort/holimont/,"https://www.google.com/maps?q=42.272943,-78.688309",42.272943,-78.688309,454.8517150878906
pebble-creek,https://www.skiresort.info/ski-resort/pebble-creek/,"https://www.google.com/maps?q=42.778872,-112.158907",42.778872,-112.158907,1658.3486328125
val-saint-come,https://www.skiresort.info/ski-resort/val-saint-come/,"https://www.google.com/maps?q=46.27240289189366,-73.87115039837562",46.27240289189366,-73.87115039837562,365.8386535644531
butternut,https://www.skiresort.info/ski-resort/butternut/,"https://www.google.com/maps?q=42.182745,-73.319493",42.182745,-73.319493,289.614990234375
mt-baldy,https://www.skiresort.info/ski-resort/mt-baldy/,"https://www.google.com/maps?q=34.270105,-117.621892",34.270105,-117.621892,628.8867797851562
manning-park,https://www.skiresort.info/ski-resort/manning-park/,"https://www.google.com/maps?q=49.069442,-120.916456",49.069442,-120.916456,1649.3929443359375
purden,https://www.skiresort.info/ski-resort/purden/,"https://www.google.com/maps?q=53.899584711333716,-121.88486952232614",53.89958471133372,-121.88486952232614,761.2769775390625
camp-fortune,https://www.skiresort.info/ski-resort/camp-fortune/,"https://www.google.com/maps?q=45.508426,-75.853078",45.508426,-75.853078,164.89739990234375
mont-avila,https://www.skiresort.info/ski-resort/mont-avila/,"https://www.google.com/maps?q=45.885154,-74.134433",45.885154,-74.134433,351.1718139648437
crystal-mountain-westbank,https://www.skiresort.info/ski-resort/crystal-mountain-westbank/,"https://www.google.com/maps?q=49.882085,-119.711566",49.882085,-119.711566,1482.7725830078125
seven-springs,https://www.skiresort.info/ski-resort/seven-springs/,"https://www.google.com/maps?q=40.022098,-79.298971",40.022098,-79.298971,594.347412109375
showdown,https://www.skiresort.info/ski-resort/showdown/,"https://www.google.com/maps?q=46.838728,-110.701409",46.838728,-110.701409,1887.6378173828125
cascade-mountain,https://www.skiresort.info/ski-resort/cascade-mountain/,"https://www.google.com/maps?q=43.503414,-89.51834",43.503414,-89.51834,278.963623046875
burke-mountain,https://www.skiresort.info/ski-resort/burke-mountain/,"https://www.google.com/maps?q=44.587808,-71.91537",44.587808,-71.91537,390.2209777832031
cherry-peak,https://www.skiresort.info/ski-resort/cherry-peak/,"https://www.google.com/maps?q=41.926055,-111.757151",41.926055,-111.757151,1736.9569091796875
red-river,https://www.skiresort.info/ski-resort/red-river/,"https://www.google.com/maps?q=36.708769,-105.409793",36.708769,-105.409793,2452.310546875
nordic-valley,https://www.skiresort.info/ski-resort/nordic-valley/,"https://www.google.com/maps?q=41.309221,-111.864479",41.309221,-111.864479,1517.3887939453125
eagle-point,https://www.skiresort.info/ski-resort/eagle-point/,"https://www.google.com/maps?q=38.317114,-112.386361",38.317114,-112.386361,1981.1177978515625
massif-du-sud,https://www.skiresort.info/ski-resort/massif-du-sud/,"https://www.google.com/maps?q=46.620735,-70.491381",46.620735,-70.491381,315.1528625488281
arctic-valley,https://www.skiresort.info/ski-resort/arctic-valley/,"https://www.google.com/maps?q=61.247985,-149.532048",61.247985,-149.532048,488.21875
wintergreen-resort,https://www.skiresort.info/ski-resort/wintergreen-resort/,"https://www.google.com/maps?q=37.920292,-78.938969",37.920292,-78.938969,403.7949523925781
shawnee-mountain,https://www.skiresort.info/ski-resort/shawnee-mountain/,"https://www.google.com/maps?q=41.039594,-75.081071",41.039594,-75.081071,288.37152099609375
mountain-high-west,https://www.skiresort.info/ski-resort/mountain-high-west/,"https://www.google.com/maps?q=34.376469,-117.691185",34.376469,-117.691185,621.4129638671875
bigrock-mountain,https://www.skiresort.info/ski-resort/bigrock-mountain/,"https://www.google.com/maps?q=46.52294,-67.829322",46.52294,-67.829322,226.25753784179688
greek-peak,https://www.skiresort.info/ski-resort/greek-peak/,"https://www.google.com/maps?q=42.507708,-76.145455",42.507708,-76.145455,281.4632568359375
mont-cascades,https://www.skiresort.info/ski-resort/mont-cascades/,"https://www.google.com/maps?q=45.592610,-75.849768",45.59261,-75.849768,170.54595947265625
spirit-mountain,https://www.skiresort.info/ski-resort/spirit-mountain/,"https://www.google.com/maps?q=46.715772,-92.206541",46.715772,-92.206541,389.8342590332031
mount-timothy,https://www.skiresort.info/ski-resort/mount-timothy/,"https://www.google.com/maps?q=51.915533,-121.251711",51.915533,-121.251711,1175.171630859375
boyne-mountain,https://www.skiresort.info/ski-resort/boyne-mountain/,"https://www.google.com/maps?q=45.164051,-84.93238",45.164051,-84.93238,264.67242431640625
antelope-butte,https://www.skiresort.info/ski-resort/antelope-butte/,"https://www.google.com/maps?q=44.611508671548656,-107.51520667517417",44.611508671548656,-107.51520667517416,1614.555419921875
mont-lac-vert-hebertville,https://www.skiresort.info/ski-resort/mont-lac-vert-hebertville/,"https://www.google.com/maps?q=48.35558120454517,-71.6068210694137",48.35558120454517,-71.6068210694137,452.2862854003906
alpental,https://www.skiresort.info/ski-resort/alpental/,"https://www.google.com/maps?q=47.444868,-121.426390",47.444868,-121.42639,1076.7138671875
smokey-mountain,https://www.skiresort.info/ski-resort/smokey-mountain/,"https://www.google.com/maps?q=52.977163,-66.921813",52.977163,-66.921813,707.4533081054688
wisp-mchenry-deep-creek-lake,https://www.skiresort.info/ski-resort/wisp-mchenry-deep-creek-lake/,"https://www.google.com/maps?q=39.556844,-79.364263",39.556844,-79.364263,543.1723022460938
harper-mountain,https://www.skiresort.info/ski-resort/harper-mountain/,"https://www.google.com/maps?q=50.722991,-120.139224",50.722991,-120.139224,1431.67431640625
belle-neige,https://www.skiresort.info/ski-resort/belle-neige/,"https://www.google.com/maps?q=46.001368,-74.216458",46.001368,-74.216458,366.9241333007813
pine-creek,https://www.skiresort.info/ski-resort/pine-creek/,"https://www.google.com/maps?q=42.103224,-110.82841",42.103224,-110.82841,1975.461669921875
berkshire-east,https://www.skiresort.info/ski-resort/berkshire-east/,"https://www.google.com/maps?q=42.621273,-72.876504",42.621273,-72.876504,506.7426452636719
dartmouth-skiway,https://www.skiresort.info/ski-resort/dartmouth-skiway/,"https://www.google.com/maps?q=43.788781400913,-72.09961126648439",43.788781400913,-72.09961126648439,375.1961669921875
sommet-olympia,https://www.skiresort.info/ski-resort/sommet-olympia/,"https://www.google.com/maps?q=45.914724,-74.123276",45.914724,-74.123276,357.9342346191406
kissing-bridge,https://www.skiresort.info/ski-resort/kissing-bridge/,"https://www.google.com/maps?q=42.599492,-78.653726",42.599492,-78.653726,344.7320556640625
snowy-range,https://www.skiresort.info/ski-resort/snowy-range/,"https://www.google.com/maps?q=41.340703,-106.18291",41.340703,-106.18291,2304.376220703125
hoodoo-ski-area,https://www.skiresort.info/ski-resort/hoodoo-ski-area/,"https://www.google.com/maps?q=44.409234,-121.872238",44.409234,-121.872238,1225.91015625
blue-knob,https://www.skiresort.info/ski-resort/blue-knob/,"https://www.google.com/maps?q=40.288778,-78.563751",40.288778,-78.563751,530.4283447265625
eaglecrest-juneau,https://www.skiresort.info/ski-resort/eaglecrest-juneau/,"https://www.google.com/maps?q=58.274256,-134.512807",58.274256,-134.512807,291.9584045410156
blacktail-mountain,https://www.skiresort.info/ski-resort/blacktail-mountain/,"https://www.google.com/maps?q=48.02660191460039,-114.36576772254298",48.02660191460039,-114.36576772254298,1129.6956787109375
skiland-mt-aurora,https://www.skiresort.info/ski-resort/skiland-mt-aurora/,"https://www.google.com/maps?q=65.05576,-147.409304",65.05576,-147.409304,281.1578063964844
turner-mountain,https://www.skiresort.info/ski-resort/turner-mountain/,"https://www.google.com/maps?q=48.60538238908755,-115.63026022457123",48.60538238908755,-115.63026022457124,1334.9598388671875
snow-king-mountain-jackson,https://www.skiresort.info/ski-resort/snow-king-mountain-jackson/,"https://www.google.com/maps?q=43.47259048923222,-110.7607455388354",43.47259048923222,-110.7607455388354,2040.4005126953125
labrador-mountain,https://www.skiresort.info/ski-resort/labrador-mountain/,"https://www.google.com/maps?q=42.740758,-76.030168",42.740758,-76.030168,233.4072265625
dollar-mountain-sun-valley,https://www.skiresort.info/ski-resort/dollar-mountain-sun-valley/,"https://www.google.com/maps?q=43.68989526739798,-114.3458387292098",43.68989526739798,-114.3458387292098,1954.218505859375
nubs-nob-ski-area,https://www.skiresort.info/ski-resort/nubs-nob-ski-area/,"https://www.google.com/maps?q=45.471154,-84.904158",45.471154,-84.904158,231.43661499023438
giants-ridge,https://www.skiresort.info/ski-resort/giants-ridge/,"https://www.google.com/maps?q=47.577734,-92.30478",47.577734,-92.30478,447.4679870605469
mont-bechervaise,https://www.skiresort.info/ski-resort/mont-bechervaise/,"https://www.google.com/maps?q=48.837002,-64.54289",48.837002,-64.54289,102.96155548095703
whitecap-mountains,https://www.skiresort.info/ski-resort/whitecap-mountains/,"https://www.google.com/maps?q=46.40864449383754,-90.39588628137093",46.40864449383754,-90.39588628137092,301.29754638671875
middlebury-college-snow-bowl,https://www.skiresort.info/ski-resort/middlebury-college-snow-bowl/,"https://www.google.com/maps?q=43.938735,-72.958628",43.938735,-72.958628,496.158935546875
pomerelle,https://www.skiresort.info/ski-resort/pomerelle/,"https://www.google.com/maps?q=42.317658,-113.608273",42.317658,-113.608273,1456.2669677734375
sipapu,https://www.skiresort.info/ski-resort/sipapu/,"https://www.google.com/maps?q=36.153625,-105.548553",36.153625,-105.548553,2061.078369140625
morin-heights,https://www.skiresort.info/ski-resort/morin-heights/,"https://www.google.com/maps?q=45.899267,-74.270113",45.899267,-74.270113,342.21600341796875
tabor-mountain,https://www.skiresort.info/ski-resort/tabor-mountain/,"https://www.google.com/maps?q=53.943466,-122.453303",53.943466,-122.453303,736.030517578125
mt-ashland,https://www.skiresort.info/ski-resort/mt-ashland/,"https://www.google.com/maps?q=42.081313,-122.704933",42.081313,-122.704933,1374.637451171875
sleeping-giant,https://www.skiresort.info/ski-resort/sleeping-giant/,"https://www.google.com/maps?q=44.491871,-109.940844",44.491871,-109.940844,2443.318603515625
georgian-peaks-club,https://www.skiresort.info/ski-resort/georgian-peaks-club/,"https://www.google.com/maps?q=44.534764,-80.379958",44.534764,-80.379958,223.581787109375
sommet-edelweiss,https://www.skiresort.info/ski-resort/sommet-edelweiss/,"https://www.google.com/maps?q=45.645563,-75.850814",45.645563,-75.850814,173.9655303955078
beech-mountain,https://www.skiresort.info/ski-resort/beech-mountain/,"https://www.google.com/maps?q=36.193763,-81.877494",36.193763,-81.877494,954.4374389648438
catamount,https://www.skiresort.info/ski-resort/catamount/,"https://www.google.com/maps?q=42.168912,-73.477389",42.168912,-73.477389,239.14720153808597
elk-mountain,https://www.skiresort.info/ski-resort/elk-mountain/,"https://www.google.com/maps?q=41.72266649884576,-75.55303593338805",41.72266649884576,-75.55303593338805,410.1414794921875
poley-mountain,https://www.skiresort.info/ski-resort/poley-mountain/,"https://www.google.com/maps?q=45.678308162334226,-65.38360535672821",45.67830816233423,-65.38360535672821,13.484745979309082
beaver-valley-ski-club,https://www.skiresort.info/ski-resort/beaver-valley-ski-club/,"https://www.google.com/maps?q=44.358262,-80.545889",44.358262,-80.545889,259.14569091796875
mont-comi,https://www.skiresort.info/ski-resort/mont-comi/,"https://www.google.com/maps?q=48.4693503,-68.1961672",48.4693503,-68.1961672,95.65618133544922
whitetail,https://www.skiresort.info/ski-resort/whitetail/,"https://www.google.com/maps?q=39.741572,-77.934438",39.741572,-77.934438,323.64013671875
tahoe-donner,https://www.skiresort.info/ski-resort/tahoe-donner/,"https://www.google.com/maps?q=39.353754,-120.259337",39.353754,-120.259337,1594.3531494140625
black-mountain-rumford,https://www.skiresort.info/ski-resort/black-mountain-rumford/,"https://www.google.com/maps?q=44.576797,-70.614249",44.576797,-70.614249,322.3614807128906
plattekill,https://www.skiresort.info/ski-resort/plattekill/,"https://www.google.com/maps?q=42.290143,-74.653978",42.290143,-74.653978,326.9545288085937
song-mountain,https://www.skiresort.info/ski-resort/song-mountain/,"https://www.google.com/maps?q=42.773380,-76.157999",42.77338,-76.157999,229.61114501953125
tenney-mountain,https://www.skiresort.info/ski-resort/tenney-mountain/,"https://www.google.com/maps?q=43.74661157428651,-71.76467557640866",43.74661157428651,-71.76467557640866,301.36285400390625
crabbe-mountain,https://www.skiresort.info/ski-resort/crabbe-mountain/,"https://www.google.com/maps?q=46.118539,-67.100828",46.118539,-67.100828,165.72879028320312
mt-bohemia,https://www.skiresort.info/ski-resort/mt-bohemia/,"https://www.google.com/maps?q=47.387097,-88.019978",47.387097,-88.019978,39.7877082824707
mont-ste-marie,https://www.skiresort.info/ski-resort/mont-ste-marie/,"https://www.google.com/maps?q=45.940605,-75.873726",45.940605,-75.873726,190.75401306152344
the-balsams,https://www.skiresort.info/ski-resort/the-balsams/,"https://www.google.com/maps?q=44.860744,-71.325919",44.860744,-71.325919,430.104736328125
mt-abram,https://www.skiresort.info/ski-resort/mt-abram/,"https://www.google.com/maps?q=44.379415,-70.706572",44.379415,-70.706572,259.6872863769531
antoine-mountain,https://www.skiresort.info/ski-resort/antoine-mountain/,"https://www.google.com/maps?q=46.367595,-78.736233",46.367595,-78.736233,329.4616394042969
murray-ridge,https://www.skiresort.info/ski-resort/murray-ridge/,"https://www.google.com/maps?q=54.51766051252366,-124.21004186727507",54.51766051252366,-124.21004186727508,947.9054565429688
jiminy-peak,https://www.skiresort.info/ski-resort/jiminy-peak/,"https://www.google.com/maps?q=42.554926,-73.29081",42.554926,-73.29081,409.3187561035156
kelly-canyon,https://www.skiresort.info/ski-resort/kelly-canyon/,"https://www.google.com/maps?q=43.64577089761403,-111.63029367156315",43.64577089761403,-111.63029367156317,1744.5914306640625
teton-pass,https://www.skiresort.info/ski-resort/teton-pass/,"https://www.google.com/maps?q=47.928529,-112.805879",47.928529,-112.805879,1609.837646484375
shanty-creek-resorts-schuss-mountain,https://www.skiresort.info/ski-resort/shanty-creek-resorts-schuss-mountain/,"https://www.google.com/maps?q=44.942186,-85.133018",44.942186,-85.133018,271.2694396972656
loup-loup-ski-bowl,https://www.skiresort.info/ski-resort/loup-loup-ski-bowl/,"https://www.google.com/maps?q=48.393279,-119.911062",48.393279,-119.911062,1456.993408203125
bluewood,https://www.skiresort.info/ski-resort/bluewood/,"https://www.google.com/maps?q=46.08248726206212,-117.85102272726898",46.08248726206212,-117.85102272726898,1017.1641235351562
jackson-creek-summit-snowriver-mountain-resort,https://www.skiresort.info/ski-resort/jackson-creek-summit-snowriver-mountain-resort/,"https://www.google.com/maps?q=46.509093,-89.970963",46.509093,-89.970963,248.7044219970703
crotched-mountain,https://www.skiresort.info/ski-resort/crotched-mountain/,"https://www.google.com/maps?q=43.011316,-71.877515",43.011316,-71.877515,315.75616455078125
mt-kato,https://www.skiresort.info/ski-resort/mt-kato/,"https://www.google.com/maps?q=44.133191,-94.034236",44.133191,-94.034236,307.2962341308594
mont-la-reserve-saint-donat-de-montcalm,https://www.skiresort.info/ski-resort/mont-la-reserve-saint-donat-de-montcalm/,"https://www.google.com/maps?q=46.285691,-74.183719",46.285691,-74.183719,391.53125
val-direne,https://www.skiresort.info/ski-resort/val-direne/,"https://www.google.com/maps?q=48.472743,-67.57315",48.472743,-67.57315,65.57772827148438
jack-frost-mountain,https://www.skiresort.info/ski-resort/jack-frost-mountain/,"https://www.google.com/maps?q=41.114086,-75.650243",41.114086,-75.650243,338.1846008300781
white-pine-pinedale,https://www.skiresort.info/ski-resort/white-pine-pinedale/,"https://www.google.com/maps?q=42.977325,-109.75792",42.977325,-109.75792,2185.4228515625
caberfae-peaks,https://www.skiresort.info/ski-resort/caberfae-peaks/,"https://www.google.com/maps?q=44.244750,-85.718764",44.24475,-85.718764,274.67340087890625
deer-mountain,https://www.skiresort.info/ski-resort/deer-mountain/,"https://www.google.com/maps?q=44.308419,-103.818913",44.308419,-103.818913,1570.9727783203125
wasatch-peaks-ranch,https://www.skiresort.info/ski-resort/wasatch-peaks-ranch/,"https://www.google.com/maps?q=41.099989,-111.816592",41.099989,-111.816592,1504.1265869140625
mont-garceau,https://www.skiresort.info/ski-resort/mont-garceau/,"https://www.google.com/maps?q=46.337403,-74.21917",46.337403,-74.21917,392.9116821289063
devils-glen,https://www.skiresort.info/ski-resort/devils-glen/,"https://www.google.com/maps?q=44.353708,-80.201043",44.353708,-80.201043,258.9388122558594
asessippi,https://www.skiresort.info/ski-resort/asessippi/,"https://www.google.com/maps?q=50.95127,-101.337",50.95127,-101.337,558.7391357421875
le-chantecler,https://www.skiresort.info/ski-resort/le-chantecler/,"https://www.google.com/maps?q=45.960719,-74.172694",45.960719,-74.172694,362.7496643066406
massanutten,https://www.skiresort.info/ski-resort/massanutten/,"https://www.google.com/maps?q=38.403059,-78.755633",38.403059,-78.755633,387.8514404296875
black-mountain-jackson,https://www.skiresort.info/ski-resort/black-mountain-jackson/,"https://www.google.com/maps?q=44.16653378693187,-71.16535990322295",44.16653378693187,-71.16535990322295,230.27149963378903
pin-rouge,https://www.skiresort.info/ski-resort/pin-rouge/,"https://www.google.com/maps?q=48.31444398630406,-65.73033968824491",48.31444398630406,-65.73033968824491,254.71630859375
devils-head,https://www.skiresort.info/ski-resort/devils-head/,"https://www.google.com/maps?q=43.419135,-89.626604",43.419135,-89.626604,290.3431701660156
canyon-ski-area,https://www.skiresort.info/ski-resort/canyon-ski-area/,"https://www.google.com/maps?q=52.304779,-113.683214",52.304779,-113.683214,885.6906127929688
bittersweet,https://www.skiresort.info/ski-resort/bittersweet/,"https://www.google.com/maps?q=42.46684,-85.758969",42.46684,-85.758969,238.90402221679688
bear-creek-mountain-resort,https://www.skiresort.info/ski-resort/bear-creek-mountain-resort/,"https://www.google.com/maps?q=40.476172,-75.626509",40.476172,-75.626509,212.4966583251953
ben-eoin,https://www.skiresort.info/ski-resort/ben-eoin/,"https://www.google.com/maps?q=45.974498,-60.435383",45.974498,-60.435383,32.56526184082031
whaleback,https://www.skiresort.info/ski-resort/whaleback/,"https://www.google.com/maps?q=43.601569,-72.181096",43.601569,-72.181096,394.65948486328125
canaan-valley,https://www.skiresort.info/ski-resort/canaan-valley/,"https://www.google.com/maps?q=39.00730330585612,-79.43718959609882",39.00730330585612,-79.43718959609882,529.6520385742188
cloudcroft,https://www.skiresort.info/ski-resort/cloudcroft/,"https://www.google.com/maps?q=32.951516805483564,-105.70883538737743",32.951516805483564,-105.70883538737743,1408.0865478515625
big-powderhorn-mountain,https://www.skiresort.info/ski-resort/big-powderhorn-mountain/,"https://www.google.com/maps?q=46.509621,-90.094554",46.509621,-90.094554,248.6371612548828
saskadena-six,https://www.skiresort.info/ski-resort/saskadena-six/,"https://www.google.com/maps?q=43.665303,-72.544619",43.665303,-72.544619,463.2731628417969
vallee-bleue,https://www.skiresort.info/ski-resort/vallee-bleue/,"https://www.google.com/maps?q=46.025453217144,-74.21881021878518",46.025453217144,-74.21881021878518,368.6053466796875
meadowlark-ski-lodge,https://www.skiresort.info/ski-resort/meadowlark-ski-lodge/,"https://www.google.com/maps?q=44.164332,-107.217084",44.164332,-107.217084,2037.6966552734375
magic-mountain-resort,https://www.skiresort.info/ski-resort/magic-mountain-resort/,"https://www.google.com/maps?q=42.18714258372485,-114.2859563177613",42.18714258372485,-114.2859563177613,1626.6834716796875
swain,https://www.skiresort.info/ski-resort/swain/,"https://www.google.com/maps?q=42.476054,-77.856133",42.476054,-77.856133,455.98150634765625
oak-mountain,https://www.skiresort.info/ski-resort/oak-mountain/,"https://www.google.com/maps?q=43.514407,-74.360834",43.514407,-74.360834,415.0556945800781
searchmont,https://www.skiresort.info/ski-resort/searchmont/,"https://www.google.com/maps?q=46.768224,-84.04639",46.768224,-84.04639,453.1062927246094
soda-springs,https://www.skiresort.info/ski-resort/soda-springs/,"https://www.google.com/maps?q=39.320857,-120.379686",39.320857,-120.379686,1465.85302734375
west-mountain,https://www.skiresort.info/ski-resort/west-mountain/,"https://www.google.com/maps?q=43.286523,-73.726314",43.286523,-73.726314,416.4883728027344
mt-holly,https://www.skiresort.info/ski-resort/mt-holly/,"https://www.google.com/maps?q=42.830722668518945,-83.56489359431",42.83072266851895,-83.56489359431,237.16921997070312
montage-mountain-resort,https://www.skiresort.info/ski-resort/montage-mountain-resort/,"https://www.google.com/maps?q=41.35001,-75.661924",41.35001,-75.661924,361.3044738769531
mt-waterman,https://www.skiresort.info/ski-resort/mt-waterman/,"https://www.google.com/maps?q=34.349276,-117.928781",34.349276,-117.928781,495.5697937011719
warner-canyon-lakeview,https://www.skiresort.info/ski-resort/warner-canyon-lakeview/,"https://www.google.com/maps?q=42.236927518722524,-120.29580245409582",42.23692751872253,-120.29580245409582,1543.413818359375
marquette-mountain,https://www.skiresort.info/ski-resort/marquette-mountain/,"https://www.google.com/maps?q=46.508077,-87.419163",46.508077,-87.419163,148.86036682128906
hidden-valley-pa,https://www.skiresort.info/ski-resort/hidden-valley-pa/,"https://www.google.com/maps?q=40.0577708193866,-79.25692879979769",40.0577708193866,-79.25692879979769,607.9041137695312
liberty-mountain,https://www.skiresort.info/ski-resort/liberty-mountain/,"https://www.google.com/maps?q=39.763111,-77.374124",39.763111,-77.374124,211.55740356445312
spout-springs,https://www.skiresort.info/ski-resort/spout-springs/,"https://www.google.com/maps?q=45.759821,-118.050838",45.759821,-118.050838,1026.49609375
sasquatch-mountain-hemlock-valley,https://www.skiresort.info/ski-resort/sasquatch-mountain-hemlock-valley/,"https://www.google.com/maps?q=49.380558,-121.935090",49.380558,-121.93509,930.1869506835938
cooper-spur,https://www.skiresort.info/ski-resort/cooper-spur/,"https://www.google.com/maps?q=45.412184,-121.60537",45.412184,-121.60537,996.3890991210938
mont-rigaud,https://www.skiresort.info/ski-resort/mont-rigaud/,"https://www.google.com/maps?q=45.468155,-74.338413",45.468155,-74.338413,249.6076202392578
sugarloaf-provincial-park,https://www.skiresort.info/ski-resort/sugarloaf-provincial-park/,"https://www.google.com/maps?q=47.982195,-66.694329",47.982195,-66.694329,73.2630386352539
anthony-lakes-mountain-resort,https://www.skiresort.info/ski-resort/anthony-lakes-mountain-resort/,"https://www.google.com/maps?q=44.963917,-118.234736",44.963917,-118.234736,1063.820556640625
mount-sima,https://www.skiresort.info/ski-resort/mount-sima/,"https://www.google.com/maps?q=60.611906,-135.046553",60.611906,-135.046553,804.2313232421875
peekn-peak,https://www.skiresort.info/ski-resort/peekn-peak/,"https://www.google.com/maps?q=42.06378669829433,-79.73652917463855",42.06378669829433,-79.73652917463855,391.93658447265625
pine-mountain,https://www.skiresort.info/ski-resort/pine-mountain/,"https://www.google.com/maps?q=45.838577,-88.089055",45.838577,-88.089055,365.1357116699219
mont-adstock,https://www.skiresort.info/ski-resort/mont-adstock/,"https://www.google.com/maps?q=46.02940110585579,-71.18861152748343",46.02940110585579,-71.18861152748343,304.0687561035156
mont-farlagne,https://www.skiresort.info/ski-resort/mont-farlagne/,"https://www.google.com/maps?q=47.413473,-68.381330",47.413473,-68.38133,299.67718505859375
winterplace,https://www.skiresort.info/ski-resort/winterplace/,"https://www.google.com/maps?q=37.598673728347606,-81.12190152467664",37.598673728347606,-81.12190152467664,622.3665161132812
bear-paw-ski-bowl,https://www.skiresort.info/ski-resort/bear-paw-ski-bowl/,"https://www.google.com/maps?q=48.164041,-109.670322",48.164041,-109.670322,945.952880859375
buffalo,https://www.skiresort.info/ski-resort/buffalo/,"https://www.google.com/maps?q=42.68182308518426,-78.69140136867273",42.68182308518426,-78.69140136867273,311.4192810058594
alpine-mountain-ski-snow-tubing-center,https://www.skiresort.info/ski-resort/alpine-mountain-ski-snow-tubing-center/,"https://www.google.com/maps?q=41.113002,-75.225942",41.113002,-75.225942,315.3963928222656
troll-resort-quesnel,https://www.skiresort.info/ski-resort/troll-resort-quesnel/,"https://www.google.com/maps?q=53.066939738706,-121.94243027957889",53.066939738706,-121.94243027957889,1106.3157958984375
mont-gleason,https://www.skiresort.info/ski-resort/mont-gleason/,"https://www.google.com/maps?q=45.929848,-71.962659",45.929848,-71.962659,148.31382751464844
wentworth,https://www.skiresort.info/ski-resort/wentworth/,"https://www.google.com/maps?q=45.609745,-63.560959",45.609745,-63.560959,26.127397537231445
